DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-01-20 00:00:00;8;9;5;3;0;6;6;0;2;4;2
2020-01-20 00:15:00;12;7;2;2;2;14;8;1;1;4;2
2020-01-20 00:30:00;7;4;4;5;3;9;5;0;0;6;2
2020-01-20 00:45:00;6;2;1;1;1;8;4;0;1;4;1
2020-01-20 01:00:00;7;2;2;1;1;9;7;2;0;3;1
2020-01-20 01:15:00;3;5;0;1;2;3;4;1;0;2;2
2020-01-20 01:30:00;5;3;0;1;0;5;1;1;0;0;0
2020-01-20 01:45:00;6;6;0;0;0;2;2;0;0;0;0
2020-01-20 02:00:00;7;6;1;0;0;2;1;0;1;1;0
2020-01-20 02:15:00;8;5;0;2;2;2;1;0;3;1;2
2020-01-20 02:30:00;5;4;1;0;0;5;1;1;1;3;0
2020-01-20 02:45:00;2;1;0;0;0;6;2;0;0;2;2
2020-01-20 03:00:00;3;2;1;2;0;7;3;2;0;1;1
2020-01-20 03:15:00;4;6;0;1;0;3;1;1;0;1;0
2020-01-20 03:30:00;6;4;1;1;0;4;1;1;0;2;1
2020-01-20 03:45:00;5;5;0;3;2;10;4;0;1;2;1
2020-01-20 04:00:00;8;5;1;0;1;11;7;1;0;2;2
2020-01-20 04:15:00;12;8;0;3;2;21;8;1;4;2;0
2020-01-20 04:30:00;20;15;4;4;3;37;13;2;1;1;0
2020-01-20 04:45:00;18;16;1;9;2;47;26;2;1;9;7
2020-01-20 05:00:00;25;25;6;14;9;103;66;2;3;5;3
2020-01-20 05:15:00;30;38;10;10;8;134;120;4;6;21;8
2020-01-20 05:30:00;38;45;20;32;18;130;138;5;8;25;13
2020-01-20 05:45:00;58;59;10;36;20;120;142;9;11;19;8
2020-01-20 06:00:00;55;59;8;43;25;106;136;8;5;18;7
2020-01-20 06:15:00;54;57;20;43;19;133;159;11;9;33;8
2020-01-20 06:30:00;56;64;16;58;24;122;140;12;19;32;7
2020-01-20 06:45:00;70;94;12;52;19;122;159;17;24;45;7
2020-01-20 07:00:00;56;60;13;82;31;115;156;12;17;34;9
2020-01-20 07:15:00;61;71;18;72;11;120;145;25;19;42;19
2020-01-20 07:30:00;69;64;22;90;26;115;147;35;28;43;14
2020-01-20 07:45:00;85;93;22;89;37;102;134;48;32;42;12
