DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-01-20 00:00:00;7;2;7;9;0;0;0;0;0;0;0;0
2020-01-20 00:15:00;10;9;8;8;0;0;0;0;0;0;0;0
2020-01-20 00:30:00;8;7;7;6;0;0;0;0;0;0;0;0
2020-01-20 00:45:00;7;3;4;5;0;0;0;0;0;0;0;0
2020-01-20 01:00:00;10;4;9;8;0;0;0;0;0;0;0;0
2020-01-20 01:15:00;4;2;5;4;0;0;0;0;0;0;0;0
2020-01-20 01:30:00;8;0;4;6;0;0;0;0;0;0;0;0
2020-01-20 01:45:00;1;1;3;1;0;0;0;0;0;0;0;0
2020-01-20 02:00:00;7;2;5;6;0;0;0;0;0;0;0;0
2020-01-20 02:15:00;2;1;6;6;0;0;0;0;0;0;0;0
2020-01-20 02:30:00;6;3;6;9;0;0;0;0;0;0;0;0
2020-01-20 02:45:00;3;1;5;6;0;0;0;0;0;0;0;0
2020-01-20 03:00:00;8;2;3;4;0;0;0;0;0;0;0;0
2020-01-20 03:15:00;3;0;4;4;0;0;0;0;0;0;0;0
2020-01-20 03:30:00;3;0;2;3;0;0;0;0;0;0;0;0
2020-01-20 03:45:00;8;3;3;6;0;0;0;0;0;0;0;0
2020-01-20 04:00:00;5;4;2;5;0;0;0;0;0;0;0;0
2020-01-20 04:15:00;3;2;13;12;0;0;0;0;0;0;0;0
2020-01-20 04:30:00;17;2;12;11;0;0;0;0;0;0;0;0
2020-01-20 04:45:00;17;8;18;24;0;0;0;0;0;0;0;0
2020-01-20 05:00:00;20;7;17;23;0;0;0;0;0;0;0;0
2020-01-20 05:15:00;24;13;32;43;0;0;0;0;0;0;0;0
2020-01-20 05:30:00;65;23;44;61;0;0;0;0;0;0;0;0
2020-01-20 05:45:00;84;39;40;75;0;0;0;0;0;0;0;0
2020-01-20 06:00:00;69;39;57;75;0;0;0;0;0;0;0;0
2020-01-20 06:15:00;73;35;52;89;0;2;0;0;1;0;0;0
2020-01-20 06:30:00;109;81;82;132;0;0;0;0;0;0;0;0
2020-01-20 06:45:00;139;78;84;113;6;1;0;0;3;0;1;0
2020-01-20 07:00:00;137;82;94;120;5;1;0;0;1;2;1;0
2020-01-20 07:15:00;123;95;99;124;5;4;0;0;2;5;0;3
2020-01-20 07:30:00;141;105;84;145;0;1;0;0;3;1;0;0
2020-01-20 07:45:00;139;111;106;144;10;0;3;0;2;2;0;0
2020-01-20 08:00:00;125;95;103;110;3;0;1;0;0;3;0;1
2020-01-20 08:15:00;155;96;108;124;3;5;1;0;35;3;0;0
2020-01-20 08:30:00;135;110;84;101;0;1;0;0;2;10;0;0
2020-01-20 08:45:00;150;114;96;112;6;1;0;0;2;0;0;0
2020-01-20 09:00:00;112;76;72;97;3;0;0;0;0;0;0;0
2020-01-20 09:15:00;141;83;76;86;1;3;0;0;12;0;0;0
2020-01-20 09:30:00;115;95;69;100;0;1;0;0;1;1;0;0
2020-01-20 09:45:00;119;85;78;100;2;2;0;0;0;1;0;0
