DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2019-09-02 00:00:00;11;11;0;0;0;0;0
2019-09-02 00:15:00;24;14;0;0;0;0;0
2019-09-02 00:30:00;17;10;0;0;0;0;0
2019-09-02 00:45:00;21;5;0;0;0;0;0
2019-09-02 01:00:00;13;6;0;0;0;0;0
2019-09-02 01:15:00;8;11;0;0;0;0;0
2019-09-02 01:30:00;10;6;0;0;0;0;0
2019-09-02 01:45:00;14;16;0;0;0;0;0
2019-09-02 02:00:00;9;11;0;0;0;0;0
2019-09-02 02:15:00;11;10;0;0;0;0;0
2019-09-02 02:30:00;4;6;0;0;0;0;0
2019-09-02 02:45:00;6;8;0;0;0;0;0
2019-09-02 03:00:00;4;8;1;1;0;0;0
2019-09-02 03:15:00;5;9;1;1;0;0;0
2019-09-02 03:30:00;10;5;0;0;0;0;0
2019-09-02 03:45:00;7;9;0;0;0;0;0
2019-09-02 04:00:00;5;12;0;0;0;0;0
2019-09-02 04:15:00;12;8;0;0;0;0;0
2019-09-02 04:30:00;8;16;1;1;0;0;0
2019-09-02 04:45:00;12;25;0;0;0;0;0
2019-09-02 05:00:00;21;25;0;0;0;0;0
2019-09-02 05:15:00;47;42;1;1;0;0;0
2019-09-02 05:30:00;83;60;0;0;0;0;0
2019-09-02 05:45:00;128;68;1;1;0;0;0
2019-09-02 06:00:00;92;54;2;2;0;0;0
2019-09-02 06:15:00;124;103;3;3;0;0;0
2019-09-02 06:30:00;156;119;8;8;0;0;0
2019-09-02 06:45:00;208;116;10;10;2;0;0
2019-09-02 07:00:00;184;150;12;12;2;0;0
2019-09-02 07:15:00;227;151;8;8;3;0;0
2019-09-02 07:30:00;208;157;8;8;0;0;0
2019-09-02 07:45:00;238;150;16;16;5;0;0
2019-09-02 08:00:00;185;143;7;7;2;0;0
2019-09-02 08:15:00;200;145;12;12;4;0;0
2019-09-02 08:30:00;166;172;8;8;3;0;0
2019-09-02 08:45:00;195;154;8;8;0;0;0
2019-09-02 09:00:00;177;151;4;4;7;0;0
2019-09-02 09:15:00;174;118;8;8;0;0;0
2019-09-02 09:30:00;188;144;7;7;8;0;0
2019-09-02 09:45:00;176;135;10;10;4;0;0
2019-09-02 10:00:00;159;139;7;7;3;0;0
2019-09-02 10:15:00;207;151;9;9;4;0;0
2019-09-02 10:30:00;199;162;6;6;17;0;0
2019-09-02 10:45:00;211;183;10;10;0;0;0
2019-09-02 11:00:00;201;201;8;8;12;0;0
2019-09-02 11:15:00;195;168;11;11;1;0;0
2019-09-02 11:30:00;190;178;13;13;2;0;0
2019-09-02 11:45:00;231;167;5;5;2;0;0
2019-09-02 12:00:00;234;163;8;8;0;0;0
2019-09-02 12:15:00;197;189;8;8;4;0;0
2019-09-02 12:30:00;184;185;17;17;7;0;0
2019-09-02 12:45:00;210;173;8;8;4;0;0
2019-09-02 13:00:00;177;153;6;6;3;0;0
2019-09-02 13:15:00;173;177;9;9;2;0;0
2019-09-02 13:30:00;185;180;6;6;0;0;0
2019-09-02 13:45:00;204;184;4;4;16;0;0
2019-09-02 14:00:00;178;164;6;6;1;0;0
2019-09-02 14:15:00;198;192;10;10;0;0;0
2019-09-02 14:30:00;188;194;8;8;7;0;0
2019-09-02 14:45:00;211;195;12;12;4;0;0
2019-09-02 15:00:00;176;202;5;5;6;0;0
2019-09-02 15:15:00;230;179;3;3;4;0;0
2019-09-02 15:30:00;219;210;9;9;19;0;0
2019-09-02 15:45:00;237;229;8;8;1;0;0
2019-09-02 16:00:00;213;211;5;5;1;0;0
2019-09-02 16:15:00;260;243;6;6;7;0;0
2019-09-02 16:30:00;230;205;8;8;19;0;0
2019-09-02 16:45:00;228;214;2;2;4;0;0
2019-09-02 17:00:00;246;242;7;7;4;0;0
2019-09-02 17:15:00;230;246;18;18;103;0;0
2019-09-02 17:30:00;251;189;10;10;9;0;0
2019-09-02 17:45:00;230;219;9;9;5;0;0
2019-09-02 18:00:00;190;218;9;9;7;0;0
2019-09-02 18:15:00;224;220;12;12;28;0;0
2019-09-02 18:30:00;208;192;7;7;5;0;0
2019-09-02 18:45:00;169;194;8;8;1;0;0
2019-09-02 19:00:00;168;189;7;7;0;0;0
2019-09-02 19:15:00;148;172;5;5;19;0;0
2019-09-02 19:30:00;127;151;9;9;7;0;0
2019-09-02 19:45:00;121;165;3;3;14;0;0
2019-09-02 20:00:00;94;153;8;8;2;0;0
2019-09-02 20:15:00;99;141;6;6;4;0;0
2019-09-02 20:30:00;85;102;6;6;0;0;0
2019-09-02 20:45:00;82;75;2;2;0;0;0
2019-09-02 21:00:00;63;94;2;2;0;0;0
2019-09-02 21:15:00;67;66;7;7;0;0;0
2019-09-02 21:30:00;73;96;5;5;0;0;0
2019-09-02 21:45:00;66;62;0;0;0;0;0
2019-09-02 22:00:00;43;82;0;0;0;0;0
2019-09-02 22:15:00;53;60;1;1;0;0;0
2019-09-02 22:30:00;45;59;2;2;0;0;0
2019-09-02 22:45:00;36;31;0;0;0;0;0
2019-09-02 23:00:00;45;38;0;0;0;0;0
2019-09-02 23:15:00;29;29;0;0;0;0;0
2019-09-02 23:30:00;24;13;0;0;0;0;0
2019-09-02 23:45:00;25;22;0;0;0;0;0
