DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-10-24 00:00:00;5;4;3;2;1;1;7;5
2019-10-24 00:15:00;5;4;3;5;2;3;8;2
2019-10-24 00:30:00;5;6;1;6;4;0;7;1
2019-10-24 00:45:00;7;4;4;4;1;2;2;1
2019-10-24 01:00:00;2;4;3;1;3;2;5;2
2019-10-24 01:15:00;1;2;1;1;2;1;6;1
2019-10-24 01:30:00;3;1;0;4;2;0;3;0
2019-10-24 01:45:00;1;2;1;2;2;0;0;0
2019-10-24 02:00:00;1;4;1;2;3;2;1;0
2019-10-24 02:15:00;2;2;0;1;0;0;0;0
2019-10-24 02:30:00;2;2;1;2;2;1;1;1
2019-10-24 02:45:00;2;2;1;4;1;4;4;1
2019-10-24 03:00:00;2;1;1;1;1;1;1;0
2019-10-24 03:15:00;4;2;2;4;2;0;1;1
2019-10-24 03:30:00;5;2;1;2;0;0;1;0
2019-10-24 03:45:00;2;1;0;2;2;1;2;1
2019-10-24 04:00:00;5;3;2;2;1;0;1;1
2019-10-24 04:15:00;2;1;2;3;2;1;1;1
2019-10-24 04:30:00;6;6;4;4;4;2;6;3
2019-10-24 04:45:00;5;12;12;4;2;3;6;2
2019-10-24 05:00:00;17;18;26;11;6;15;22;11
2019-10-24 05:15:00;21;24;51;7;5;31;36;12
2019-10-24 05:30:00;31;38;79;23;15;34;52;18
2019-10-24 05:45:00;40;29;59;44;25;15;42;20
2019-10-24 06:00:00;30;33;63;43;48;21;30;21
2019-10-24 06:15:00;45;49;64;33;59;20;31;33
2019-10-24 06:30:00;65;60;101;21;12;39;43;26
2019-10-24 06:45:00;72;63;104;19;17;37;58;55
2019-10-24 07:00:00;71;48;115;31;26;36;57;48
2019-10-24 07:15:00;99;76;91;34;72;51;63;42
2019-10-24 07:30:00;140;92;96;26;65;48;74;67
2019-10-24 07:45:00;120;122;102;24;46;75;87;85
2019-10-24 08:00:00;111;82;106;30;40;51;83;54
2019-10-24 08:15:00;77;79;103;28;59;37;63;47
2019-10-24 08:30:00;81;51;81;30;59;57;67;52
2019-10-24 08:45:00;70;58;49;26;44;65;61;43
2019-10-24 09:00:00;45;43;50;18;32;53;64;46
2019-10-24 09:15:00;69;51;47;24;41;38;70;36
2019-10-24 09:30:00;64;52;33;32;53;31;57;42
2019-10-24 09:45:00;68;60;35;25;37;25;60;44
2019-10-24 10:00:00;51;35;33;21;26;34;72;34
2019-10-24 10:15:00;64;54;21;32;55;34;60;38
2019-10-24 10:30:00;48;46;27;24;61;28;72;51
2019-10-24 10:45:00;70;62;35;33;28;42;59;45
2019-10-24 11:00:00;58;55;27;31;35;37;60;49
2019-10-24 11:15:00;57;40;24;32;43;34;55;45
2019-10-24 11:30:00;63;47;23;44;78;40;69;56
2019-10-24 11:45:00;59;48;23;33;35;34;67;44
2019-10-24 12:00:00;73;63;21;32;25;45;72;49
2019-10-24 12:15:00;57;57;33;35;36;38;69;57
2019-10-24 12:30:00;56;52;25;32;45;41;70;51
2019-10-24 12:45:00;67;51;32;33;30;40;82;63
2019-10-24 13:00:00;58;55;40;30;31;44;85;60
2019-10-24 13:15:00;61;59;51;37;85;50;75;53
2019-10-24 13:30:00;69;42;64;24;55;45;79;46
2019-10-24 13:45:00;67;69;66;29;35;36;69;52
2019-10-24 14:00:00;72;54;31;44;57;32;68;49
2019-10-24 14:15:00;70;56;23;65;64;27;59;54
2019-10-24 14:30:00;61;53;30;67;86;32;72;50
2019-10-24 14:45:00;72;68;28;59;57;48;66;47
2019-10-24 15:00:00;69;61;35;70;50;49;90;64
2019-10-24 15:15:00;70;62;27;66;65;29;84;59
2019-10-24 15:30:00;94;76;20;68;90;30;83;69
2019-10-24 15:45:00;88;80;30;82;91;52;90;79
2019-10-24 16:00:00;85;71;27;65;72;42;93;82
2019-10-24 16:15:00;87;96;34;68;76;58;91;72
2019-10-24 16:30:00;105;98;31;83;77;44;79;75
2019-10-24 16:45:00;90;91;40;66;70;43;82;67
2019-10-24 17:00:00;82;71;29;65;71;48;97;74
2019-10-24 17:15:00;95;96;30;66;65;45;92;68
2019-10-24 17:30:00;75;67;30;64;58;45;73;57
2019-10-24 17:45:00;70;58;25;75;45;32;74;62
2019-10-24 18:00:00;72;60;43;57;50;38;75;54
2019-10-24 18:15:00;60;52;30;65;51;47;73;61
2019-10-24 18:30:00;76;51;32;68;60;35;56;49
2019-10-24 18:45:00;47;43;32;63;45;34;55;38
2019-10-24 19:00:00;47;38;24;59;39;27;51;35
2019-10-24 19:15:00;46;29;17;43;49;40;45;40
2019-10-24 19:30:00;40;27;20;31;27;24;46;34
2019-10-24 19:45:00;31;23;21;34;19;20;41;33
2019-10-24 20:00:00;48;34;21;20;26;26;40;33
2019-10-24 20:15:00;24;24;21;60;147;24;34;24
2019-10-24 20:30:00;38;29;25;25;10;15;32;18
2019-10-24 20:45:00;20;19;27;23;13;19;27;13
2019-10-24 21:00:00;18;16;42;15;18;32;28;24
2019-10-24 21:15:00;27;18;40;22;13;34;41;13
2019-10-24 21:30:00;19;15;21;17;13;15;37;20
2019-10-24 21:45:00;28;16;20;57;22;17;32;17
2019-10-24 22:00:00;24;19;17;61;67;18;29;19
2019-10-24 22:15:00;14;17;13;41;65;11;32;16
2019-10-24 22:30:00;17;12;11;12;9;15;27;17
2019-10-24 22:45:00;6;14;14;13;12;10;10;6
2019-10-24 23:00:00;13;12;4;10;10;5;22;4
2019-10-24 23:15:00;9;8;5;8;8;13;20;7
2019-10-24 23:30:00;9;10;8;2;3;5;20;4
2019-10-24 23:45:00;7;5;6;10;7;10;11;3
