DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2019-08-29 00:00:00;17;13;0;0;9;9;1;1;0;1;18;12;10;18;9;0;0
2019-08-29 00:15:00;11;7;0;0;13;6;3;3;3;0;11;9;5;19;5;0;0
2019-08-29 00:30:00;12;6;0;0;12;6;2;2;2;0;11;7;8;18;7;0;0
2019-08-29 00:45:00;11;8;0;0;14;4;1;1;1;0;11;7;4;18;5;0;0
2019-08-29 01:00:00;5;4;0;0;11;5;2;2;2;0;5;3;6;15;6;0;0
2019-08-29 01:15:00;6;4;0;0;14;7;1;1;0;0;5;4;7;19;7;0;0
2019-08-29 01:30:00;5;3;0;0;10;1;1;1;0;0;5;3;1;11;1;0;0
2019-08-29 01:45:00;7;1;0;0;6;5;1;1;0;0;6;2;3;10;3;0;0
2019-08-29 02:00:00;5;1;0;0;5;1;1;0;0;0;5;1;3;7;2;0;0
2019-08-29 02:15:00;6;2;0;0;7;1;1;1;0;0;6;2;1;8;1;0;0
2019-08-29 02:30:00;10;2;0;0;3;1;1;1;1;0;8;3;0;3;1;0;0
2019-08-29 02:45:00;6;3;0;0;4;2;0;0;0;0;7;2;3;6;2;0;0
2019-08-29 03:00:00;9;3;0;0;9;1;1;1;1;0;8;3;1;10;1;0;0
2019-08-29 03:15:00;5;2;0;0;7;3;0;0;0;0;4;2;3;10;3;0;0
2019-08-29 03:30:00;8;1;0;1;5;1;0;0;0;1;8;1;1;5;1;0;0
2019-08-29 03:45:00;13;8;3;0;8;1;0;0;0;0;12;9;2;10;2;0;0
2019-08-29 04:00:00;7;2;0;0;11;2;0;0;0;0;6;3;0;13;1;0;0
2019-08-29 04:15:00;17;3;0;1;14;3;0;0;0;1;15;3;2;14;3;0;0
2019-08-29 04:30:00;27;5;0;1;15;4;2;2;3;0;25;6;4;18;4;0;0
2019-08-29 04:45:00;32;11;0;2;18;6;2;2;2;2;30;10;5;21;5;0;0
2019-08-29 05:00:00;24;7;2;0;22;10;5;5;5;0;21;7;10;32;11;0;0
2019-08-29 05:15:00;33;28;0;0;39;10;3;3;4;1;27;30;9;46;9;0;0
2019-08-29 05:30:00;38;34;1;1;56;21;2;2;2;2;28;34;18;73;19;0;0
2019-08-29 05:45:00;71;38;2;3;51;41;5;5;2;5;65;39;39;82;40;0;0
2019-08-29 06:00:00;59;49;5;0;69;32;1;1;0;2;52;48;29;92;30;0;0
2019-08-29 06:15:00;73;46;1;0;70;42;0;0;0;1;64;46;41;107;41;0;0
2019-08-29 06:30:00;88;102;1;0;80;62;4;6;1;0;75;103;58;130;58;0;0
2019-08-29 06:45:00;137;176;3;0;105;61;5;6;1;1;111;179;58;150;59;0;3
2019-08-29 07:00:00;79;125;1;3;92;48;8;8;1;1;72;127;50;120;48;0;0
2019-08-29 07:15:00;131;177;2;2;82;66;9;10;3;5;109;184;62;135;63;0;2
2019-08-29 07:30:00;134;174;1;2;118;62;10;11;2;2;121;177;53;159;58;0;0
2019-08-29 07:45:00;153;234;2;1;104;72;11;11;3;3;130;239;73;152;75;0;8
2019-08-29 08:00:00;111;183;0;5;73;63;6;7;1;4;102;184;63;124;64;0;1
2019-08-29 08:15:00;111;173;1;1;107;67;12;12;2;2;104;176;70;154;69;0;0
