DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-11-15 00:00:00;10;10;7;3;0;8;5;1;2
2019-11-15 00:15:00;15;9;6;1;0;7;5;2;2
2019-11-15 00:30:00;6;9;7;3;2;11;9;0;0
2019-11-15 00:45:00;10;19;14;4;1;7;7;3;5
2019-11-15 01:00:00;8;8;5;3;0;8;4;0;2
2019-11-15 01:15:00;6;5;8;6;1;5;7;0;2
2019-11-15 01:30:00;4;3;2;0;0;3;5;1;1
2019-11-15 01:45:00;9;5;7;3;1;9;4;0;0
2019-11-15 02:00:00;5;3;3;2;3;8;9;0;1
2019-11-15 02:15:00;4;3;2;1;1;4;5;1;2
2019-11-15 02:30:00;4;2;2;1;0;4;5;0;0
2019-11-15 02:45:00;4;3;5;2;1;5;5;0;0
2019-11-15 03:00:00;6;11;8;3;0;4;3;0;0
2019-11-15 03:15:00;5;2;2;2;0;10;5;0;0
2019-11-15 03:30:00;6;4;11;1;0;4;15;1;2
2019-11-15 03:45:00;5;4;4;3;1;6;2;0;0
2019-11-15 04:00:00;4;0;5;0;0;10;8;0;0
2019-11-15 04:15:00;13;3;5;0;1;9;8;0;1
2019-11-15 04:30:00;11;7;5;1;0;22;5;1;0
2019-11-15 04:45:00;20;8;7;1;1;19;11;2;1
2019-11-15 05:00:00;30;8;9;1;0;30;19;1;1
2019-11-15 05:15:00;43;15;20;5;2;44;21;3;6
2019-11-15 05:30:00;44;27;37;6;1;50;35;29;8
2019-11-15 05:45:00;64;40;52;13;4;76;67;7;14
2019-11-15 06:00:00;57;40;55;17;3;66;68;7;12
2019-11-15 06:15:00;73;52;64;9;9;86;68;7;17
2019-11-15 06:30:00;92;75;60;15;13;106;90;12;20
2019-11-15 06:45:00;98;105;88;17;14;100;119;6;14
2019-11-15 07:00:00;125;157;92;28;11;85;94;12;22
2019-11-15 07:15:00;136;167;91;31;10;78;79;16;28
2019-11-15 07:30:00;140;139;101;31;11;96;102;20;25
2019-11-15 07:45:00;105;95;84;25;11;95;122;12;24
2019-11-15 08:00:00;104;103;74;22;10;92;127;15;27
2019-11-15 08:15:00;94;114;98;15;11;87;88;12;17
2019-11-15 08:30:00;98;106;80;49;9;90;95;17;31
2019-11-15 08:45:00;79;91;73;17;12;104;95;16;27
2019-11-15 09:00:00;91;97;110;19;14;119;96;14;19
2019-11-15 09:15:00;87;112;73;19;10;84;79;11;23
2019-11-15 09:30:00;94;108;83;24;13;88;84;17;24
2019-11-15 09:45:00;91;67;92;19;10;79;95;15;20
2019-11-15 10:00:00;95;95;86;28;10;88;93;11;16
2019-11-15 10:15:00;90;101;104;19;15;97;90;16;18
2019-11-15 10:30:00;97;83;90;18;10;104;80;10;20
2019-11-15 10:45:00;88;95;102;26;9;108;99;16;21
2019-11-15 11:00:00;95;97;98;18;11;95;87;11;19
2019-11-15 11:15:00;104;114;101;21;11;100;96;10;20
2019-11-15 11:30:00;98;102;85;23;9;99;108;15;24
2019-11-15 11:45:00;116;119;90;30;13;100;99;16;23
2019-11-15 12:00:00;107;128;90;25;14;139;102;34;34
2019-11-15 12:15:00;108;129;94;31;10;94;105;22;31
2019-11-15 12:30:00;96;123;106;24;11;114;113;14;27
2019-11-15 12:45:00;101;124;90;29;9;123;123;14;17
2019-11-15 13:00:00;110;147;87;24;9;122;122;23;29
