DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-07-07 00:00:00;0;1;2;1;1;1;3;0;1;4;1
2020-07-07 00:15:00;0;3;5;2;2;3;7;1;0;2;0
2020-07-07 00:30:00;0;1;2;0;0;3;1;0;0;3;5
2020-07-07 00:45:00;0;5;4;0;0;0;1;0;0;0;1
2020-07-07 01:00:00;0;0;1;0;0;0;0;1;2;6;2
2020-07-07 01:15:00;0;1;0;0;0;0;3;0;2;3;2
2020-07-07 01:30:00;0;0;3;1;1;0;2;0;2;2;0
2020-07-07 01:45:00;0;1;1;0;0;0;0;0;0;2;2
2020-07-07 02:00:00;0;1;2;1;1;0;2;0;0;0;1
2020-07-07 02:15:00;0;0;2;0;0;1;0;0;0;1;1
2020-07-07 02:30:00;0;2;1;0;0;0;0;0;1;2;2
2020-07-07 02:45:00;0;1;1;0;0;2;2;0;0;1;0
2020-07-07 03:00:00;0;1;2;1;1;0;1;1;1;2;1
2020-07-07 03:15:00;0;0;2;0;0;0;0;0;0;1;2
2020-07-07 03:30:00;0;1;0;0;0;1;1;0;1;4;2
2020-07-07 03:45:00;0;4;3;0;0;0;0;0;1;2;0
2020-07-07 04:00:00;0;3;0;1;1;0;1;0;1;0;2
2020-07-07 04:15:00;1;2;1;0;0;0;1;0;0;3;0
2020-07-07 04:30:00;0;6;2;0;0;1;3;0;0;1;0
2020-07-07 04:45:00;0;4;5;0;0;0;0;1;1;2;4
2020-07-07 05:00:00;5;14;5;0;0;2;1;0;1;6;4
2020-07-07 05:15:00;3;29;10;3;4;2;7;1;2;2;8
2020-07-07 05:30:00;2;35;14;4;6;3;9;2;3;12;7
2020-07-07 05:45:00;0;29;25;4;4;6;7;1;11;25;9
2020-07-07 06:00:00;4;20;14;1;4;7;7;1;11;17;17
2020-07-07 06:15:00;3;28;16;6;9;9;13;3;14;21;16
2020-07-07 06:30:00;4;37;38;10;15;6;21;3;5;24;24
2020-07-07 06:45:00;2;30;30;8;9;8;12;4;15;23;25
2020-07-07 07:00:00;6;24;30;19;20;5;19;11;14;27;32
2020-07-07 07:15:00;5;27;38;23;29;9;28;10;42;54;16
2020-07-07 07:30:00;5;49;41;48;50;19;35;23;54;66;18
2020-07-07 07:45:00;7;41;50;19;21;25;46;32;47;46;21
2020-07-07 08:00:00;5;40;43;17;19;18;30;21;30;28;25
2020-07-07 08:15:00;7;28;47;15;17;10;27;16;28;35;24
2020-07-07 08:30:00;5;35;63;15;17;16;33;11;32;39;16
2020-07-07 08:45:00;13;32;33;9;19;14;31;11;27;43;20
2020-07-07 09:00:00;6;26;23;7;12;18;33;18;16;30;21
2020-07-07 09:15:00;3;27;36;12;15;9;19;14;25;30;21
2020-07-07 09:30:00;3;18;38;8;11;14;25;10;33;28;19
2020-07-07 09:45:00;8;30;48;11;14;13;27;19;26;30;22
2020-07-07 10:00:00;4;35;30;12;12;14;29;19;25;19;28
2020-07-07 10:15:00;2;33;40;10;11;10;32;17;31;30;25
2020-07-07 10:30:00;8;30;38;18;21;15;29;23;32;27;22
2020-07-07 10:45:00;8;30;37;10;17;16;33;21;24;23;18
2020-07-07 11:00:00;7;31;42;20;24;11;37;16;27;23;22
2020-07-07 11:15:00;6;51;35;14;19;23;37;26;25;30;23
2020-07-07 11:30:00;2;31;39;9;10;19;26;20;28;34;19
2020-07-07 11:45:00;9;28;51;9;11;18;34;26;31;33;22
2020-07-07 12:00:00;3;40;56;8;12;12;38;19;21;14;26
2020-07-07 12:15:00;6;26;58;7;12;17;38;25;21;19;22
2020-07-07 12:30:00;6;28;47;15;18;25;31;19;18;30;25
2020-07-07 12:45:00;3;41;56;18;21;22;50;23;27;23;26
2020-07-07 13:00:00;5;46;45;7;10;16;32;23;22;25;23
2020-07-07 13:15:00;4;42;35;3;7;22;48;29;22;20;20
2020-07-07 13:30:00;6;47;47;6;8;12;28;24;28;28;15
2020-07-07 13:45:00;3;48;50;9;11;14;35;18;29;28;25
2020-07-07 14:00:00;6;38;41;5;9;22;27;23;23;19;28
2020-07-07 14:15:00;2;42;34;9;10;14;35;25;28;39;31
2020-07-07 14:30:00;7;45;50;12;15;22;33;19;26;25;33
2020-07-07 14:45:00;7;34;44;11;17;20;34;26;20;27;32
2020-07-07 15:00:00;5;34;37;16;20;24;30;22;28;34;30
2020-07-07 15:15:00;7;48;48;4;11;17;41;28;23;35;30
2020-07-07 15:30:00;4;34;36;9;15;12;42;19;28;32;29
2020-07-07 15:45:00;4;42;43;12;14;19;43;32;20;23;21
2020-07-07 16:00:00;9;38;42;10;14;21;39;29;20;23;29
2020-07-07 16:15:00;5;44;48;10;12;25;29;17;23;24;29
2020-07-07 16:30:00;7;42;51;19;27;22;35;24;25;33;36
2020-07-07 16:45:00;11;39;46;11;17;25;45;28;26;37;33
2020-07-07 17:00:00;8;45;46;10;15;19;45;23;28;24;33
2020-07-07 17:15:00;11;48;53;8;15;17;39;26;34;42;28
2020-07-07 17:30:00;3;37;57;17;19;16;34;32;27;19;23
2020-07-07 17:45:00;3;34;58;12;15;8;34;17;35;29;19
2020-07-07 18:00:00;5;28;38;4;8;20;33;21;26;23;37
2020-07-07 18:15:00;3;30;39;7;10;14;44;22;25;30;28
2020-07-07 18:30:00;3;28;32;8;9;17;29;16;20;27;25
2020-07-07 18:45:00;5;28;38;9;13;14;27;17;20;25;18
2020-07-07 19:00:00;2;23;24;3;4;14;14;2;20;17;16
2020-07-07 19:15:00;2;28;29;4;3;11;29;19;8;17;22
2020-07-07 19:30:00;2;22;28;1;3;12;13;13;16;20;18
2020-07-07 19:45:00;2;24;26;4;5;8;30;15;14;20;12
2020-07-07 20:00:00;4;22;23;7;9;9;19;10;11;17;12
2020-07-07 20:15:00;3;25;20;2;4;7;23;13;13;12;10
2020-07-07 20:30:00;1;18;28;3;4;8;16;7;12;22;17
2020-07-07 20:45:00;3;23;13;2;4;6;16;6;10;10;11
2020-07-07 21:00:00;3;22;18;2;3;16;23;10;7;10;12
2020-07-07 21:15:00;3;23;22;2;2;4;15;11;9;18;9
2020-07-07 21:30:00;2;19;22;2;3;6;8;12;4;4;12
2020-07-07 21:45:00;1;12;18;2;4;7;15;6;6;13;15
2020-07-07 22:00:00;2;10;12;3;3;7;16;6;7;11;10
2020-07-07 22:15:00;2;14;14;2;5;4;14;5;7;12;13
2020-07-07 22:30:00;0;8;8;4;3;6;10;5;4;3;10
2020-07-07 22:45:00;1;4;9;0;1;4;11;11;4;10;7
2020-07-07 23:00:00;0;6;11;0;0;6;7;3;2;7;8
2020-07-07 23:15:00;2;4;11;1;3;3;9;2;0;4;3
2020-07-07 23:30:00;0;5;2;1;1;2;3;3;1;7;8
