DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-07-05 00:00:00;18;6;4;5;11
2020-07-05 00:15:00;13;3;8;12;21
2020-07-05 00:30:00;6;0;2;11;11
2020-07-05 00:45:00;15;1;0;9;11
2020-07-05 01:00:00;9;1;1;7;5
2020-07-05 01:15:00;6;0;1;8;11
2020-07-05 01:30:00;4;0;0;6;3
2020-07-05 01:45:00;8;1;0;3;3
2020-07-05 02:00:00;4;1;0;6;2
2020-07-05 02:15:00;4;0;1;7;3
2020-07-05 02:30:00;3;1;0;2;5
2020-07-05 02:45:00;4;1;1;5;1
2020-07-05 03:00:00;2;0;1;3;1
2020-07-05 03:15:00;2;0;2;5;0
2020-07-05 03:30:00;5;0;0;5;4
2020-07-05 03:45:00;1;0;1;1;0
2020-07-05 04:00:00;0;0;0;0;0
2020-07-05 04:15:00;2;3;2;5;1
2020-07-05 04:30:00;0;0;1;0;0
2020-07-05 04:45:00;0;0;0;1;0
2020-07-05 05:00:00;0;0;0;2;0
2020-07-05 05:15:00;2;2;2;3;2
2020-07-05 05:30:00;3;0;1;2;0
2020-07-05 05:45:00;3;0;0;1;2
2020-07-05 06:00:00;3;2;0;0;4
2020-07-05 06:15:00;3;2;4;3;5
2020-07-05 06:30:00;3;0;0;3;2
2020-07-05 06:45:00;3;1;1;3;5
2020-07-05 07:00:00;1;0;0;0;4
2020-07-05 07:15:00;2;2;2;6;5
2020-07-05 07:30:00;4;2;1;1;12
2020-07-05 07:45:00;7;2;2;7;18
2020-07-05 08:00:00;3;0;2;2;12
2020-07-05 08:15:00;8;4;0;3;13
2020-07-05 08:30:00;9;1;2;1;16
2020-07-05 08:45:00;8;0;1;8;15
2020-07-05 09:00:00;5;0;3;8;12
2020-07-05 09:15:00;17;1;4;6;18
2020-07-05 09:30:00;17;7;2;10;27
2020-07-05 09:45:00;16;6;2;6;31
2020-07-05 10:00:00;19;2;3;12;28
2020-07-05 10:15:00;14;4;3;5;26
2020-07-05 10:30:00;18;6;8;15;33
2020-07-05 10:45:00;13;6;7;8;35
2020-07-05 11:00:00;20;2;11;14;35
2020-07-05 11:15:00;17;3;2;13;31
2020-07-05 11:30:00;20;9;8;10;32
2020-07-05 11:45:00;25;2;3;10;42
2020-07-05 12:00:00;24;6;9;15;38
2020-07-05 12:15:00;23;3;8;12;26
2020-07-05 12:30:00;25;6;9;11;42
2020-07-05 12:45:00;28;1;3;13;34
2020-07-05 13:00:00;27;7;8;17;28
2020-07-05 13:15:00;23;2;4;11;34
2020-07-05 13:30:00;24;6;5;9;34
2020-07-05 13:45:00;29;0;13;11;40
2020-07-05 14:00:00;19;5;6;12;39
2020-07-05 14:15:00;35;5;10;13;44
2020-07-05 14:30:00;37;4;8;15;35
2020-07-05 14:45:00;28;8;13;14;42
2020-07-05 15:00:00;26;5;7;17;46
2020-07-05 15:15:00;25;2;5;7;36
2020-07-05 15:30:00;17;7;5;9;49
2020-07-05 15:45:00;24;3;7;12;40
2020-07-05 16:00:00;39;2;10;16;33
2020-07-05 16:15:00;27;3;8;13;39
2020-07-05 16:30:00;25;10;8;19;40
2020-07-05 16:45:00;35;6;15;20;44
2020-07-05 17:00:00;33;3;12;15;41
2020-07-05 17:15:00;39;2;11;13;45
2020-07-05 17:30:00;33;6;10;17;28
2020-07-05 17:45:00;29;3;9;19;38
2020-07-05 18:00:00;36;7;7;473;36
2020-07-05 18:15:00;29;4;9;268;47
2020-07-05 18:30:00;26;13;7;1;37
2020-07-05 18:45:00;24;2;7;660;42
2020-07-05 19:00:00;28;5;5;269;39
2020-07-05 19:15:00;28;3;5;293;42
2020-07-05 19:30:00;29;4;3;276;23
2020-07-05 19:45:00;24;4;17;318;36
2020-07-05 20:00:00;30;4;8;5;21
2020-07-05 20:15:00;28;6;7;14;27
2020-07-05 20:30:00;24;4;5;9;33
2020-07-05 20:45:00;15;2;5;15;25
2020-07-05 21:00:00;15;2;9;260;27
2020-07-05 21:15:00;15;4;6;273;30
2020-07-05 21:30:00;25;3;6;588;19
2020-07-05 21:45:00;25;2;7;154;15
2020-07-05 22:00:00;20;4;6;393;13
2020-07-05 22:15:00;10;3;4;547;9
2020-07-05 22:30:00;9;0;4;125;8
2020-07-05 22:45:00;8;2;0;326;7
2020-07-05 23:00:00;10;3;4;11;7
2020-07-05 23:15:00;3;0;5;7;6
2020-07-05 23:30:00;2;0;1;13;6
2020-07-05 23:45:00;4;0;0;547;3
