DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-12-16 00:00:00;3;7;7;1;3;0;9;4
2019-12-16 00:15:00;3;6;6;2;4;0;10;9
2019-12-16 00:30:00;4;2;2;1;4;0;6;6
2019-12-16 00:45:00;4;6;7;0;0;0;5;3
2019-12-16 01:00:00;3;3;4;2;2;0;2;2
2019-12-16 01:15:00;2;3;3;2;4;0;6;4
2019-12-16 01:30:00;1;1;1;2;1;0;0;1
2019-12-16 01:45:00;1;2;3;0;0;0;4;0
2019-12-16 02:00:00;0;0;0;0;2;0;1;0
2019-12-16 02:15:00;2;2;2;2;3;0;1;3
2019-12-16 02:30:00;2;5;5;1;1;0;4;3
2019-12-16 02:45:00;1;2;2;1;3;0;2;1
2019-12-16 03:00:00;1;1;1;0;0;0;6;1
2019-12-16 03:15:00;4;1;1;1;1;0;2;0
2019-12-16 03:30:00;4;2;2;4;5;0;4;3
2019-12-16 03:45:00;3;3;4;2;4;0;2;2
2019-12-16 04:00:00;3;3;3;1;1;0;3;2
2019-12-16 04:15:00;3;5;5;4;4;0;2;0
2019-12-16 04:30:00;8;19;20;3;6;0;4;2
2019-12-16 04:45:00;10;21;21;3;6;0;7;3
2019-12-16 05:00:00;15;27;27;6;15;0;17;8
2019-12-16 05:15:00;41;46;47;6;14;0;26;8
2019-12-16 05:30:00;74;92;100;10;22;0;48;18
2019-12-16 05:45:00;87;76;74;6;10;0;51;17
2019-12-16 06:00:00;66;61;62;5;13;0;34;18
2019-12-16 06:15:00;100;90;87;7;21;0;36;17
2019-12-16 06:30:00;119;86;88;9;11;0;35;17
2019-12-16 06:45:00;147;101;102;7;21;0;75;58
2019-12-16 07:00:00;118;79;76;17;23;0;70;44
2019-12-16 07:15:00;155;101;100;22;23;0;84;56
2019-12-16 07:30:00;55;23;22;7;12;0;28;17
2019-12-16 07:45:00;
2019-12-16 08:00:00;
2019-12-16 08:15:00;
2019-12-16 08:30:00;
2019-12-16 08:45:00;
2019-12-16 09:00:00;22;13;12;3;4;0;19;14
2019-12-16 09:15:00;77;52;53;11;22;0;67;42
2019-12-16 09:30:00;105;71;68;22;21;0;89;42
2019-12-16 09:45:00;87;61;61;23;25;0;78;53
2019-12-16 10:00:00;106;82;78;25;31;0;85;54
2019-12-16 10:15:00;93;67;68;15;51;0;91;64
2019-12-16 10:30:00;93;77;74;13;21;0;69;51
2019-12-16 10:45:00;89;82;79;11;17;0;89;70
2019-12-16 11:00:00;76;79;79;14;27;0;92;54
2019-12-16 11:15:00;87;92;86;21;32;0;94;55
2019-12-16 11:30:00;103;77;81;23;28;0;96;66
2019-12-16 11:45:00;100;74;67;19;29;0;93;65
2019-12-16 12:00:00;91;73;71;24;32;0;90;77
2019-12-16 12:15:00;97;70;71;22;31;0;102;69
2019-12-16 12:30:00;90;64;62;20;33;0;77;59
2019-12-16 12:45:00;96;73;68;21;55;0;90;79
2019-12-16 13:00:00;96;84;82;13;36;0;91;71
2019-12-16 13:15:00;101;84;80;15;27;0;98;80
2019-12-16 13:30:00;94;97;97;18;33;0;102;59
2019-12-16 13:45:00;131;102;102;18;35;0;106;69
2019-12-16 14:00:00;103;78;73;34;40;0;105;78
2019-12-16 14:15:00;94;66;67;32;55;0;107;83
2019-12-16 14:30:00;90;67;67;24;38;0;104;78
2019-12-16 14:45:00;108;66;69;26;37;0;99;72
2019-12-16 15:00:00;112;75;74;24;32;0;104;71
2019-12-16 15:15:00;106;71;67;19;36;0;128;97
2019-12-16 15:30:00;116;96;98;29;77;0;111;94
2019-12-16 15:45:00;95;59;56;27;38;0;114;72
2019-12-16 16:00:00;123;73;76;22;34;0;140;120
2019-12-16 16:15:00;117;84;82;31;46;0;131;109
2019-12-16 16:30:00;103;73;73;20;45;0;115;94
2019-12-16 16:45:00;126;77;75;20;36;0;115;94
2019-12-16 17:00:00;120;83;78;27;41;0;106;90
2019-12-16 17:15:00;110;80;74;30;49;0;110;95
2019-12-16 17:30:00;112;74;70;29;42;0;101;87
2019-12-16 17:45:00;125;67;65;27;37;0;97;82
2019-12-16 18:00:00;94;70;68;19;37;0;98;65
2019-12-16 18:15:00;84;49;48;18;24;0;103;72
2019-12-16 18:30:00;68;62;63;8;20;0;72;58
2019-12-16 18:45:00;73;60;56;16;31;0;68;60
2019-12-16 19:00:00;49;52;54;21;27;0;67;46
2019-12-16 19:15:00;61;49;47;11;21;0;63;50
2019-12-16 19:30:00;45;46;44;11;13;0;53;35
2019-12-16 19:45:00;50;48;46;9;20;0;39;22
2019-12-16 20:00:00;51;43;43;10;14;0;56;23
2019-12-16 20:15:00;53;44;45;15;18;0;54;32
2019-12-16 20:30:00;40;36;33;9;20;0;46;30
2019-12-16 20:45:00;34;42;39;5;10;0;33;30
2019-12-16 21:00:00;47;56;53;6;10;0;40;22
2019-12-16 21:15:00;65;74;72;8;14;0;41;18
2019-12-16 21:30:00;44;46;48;8;8;0;34;19
2019-12-16 21:45:00;34;49;49;22;31;0;44;29
2019-12-16 22:00:00;29;26;29;19;37;0;49;30
2019-12-16 22:15:00;25;29;28;15;15;0;47;19
2019-12-16 22:30:00;19;22;21;12;7;0;29;12
2019-12-16 22:45:00;15;18;19;5;14;0;18;10
2019-12-16 23:00:00;16;24;26;6;9;0;20;8
2019-12-16 23:15:00;6;14;14;7;9;0;10;6
2019-12-16 23:30:00;6;10;10;2;5;0;11;6
2019-12-16 23:45:00;4;8;8;0;3;0;9;4
