DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-12-17 00:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 00:15:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 00:30:00;0;0;1;1;2;0;2;2;0;0;0;0;0;0
2020-12-17 00:45:00;2;0;0;0;0;0;2;2;0;0;0;0;0;0
2020-12-17 01:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 01:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 01:30:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-17 01:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-17 02:00:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-17 02:15:00;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-17 02:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-17 02:45:00;1;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:15:00;1;0;2;2;1;0;0;0;0;0;0;0;0;0
2020-12-17 03:30:00;2;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:45:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-17 04:00:00;0;0;1;1;1;0;1;0;0;0;0;0;0;0
2020-12-17 04:15:00;2;0;1;0;4;0;1;1;0;0;0;0;0;0
2020-12-17 04:30:00;2;0;1;1;3;0;1;1;0;0;0;0;0;0
2020-12-17 04:45:00;2;0;0;0;7;0;3;3;0;0;0;0;0;0
2020-12-17 05:00:00;9;0;1;1;6;0;6;6;0;0;0;0;0;0
2020-12-17 05:15:00;18;0;3;3;14;0;14;13;0;0;0;0;0;0
2020-12-17 05:30:00;28;0;5;5;25;0;11;11;0;0;0;0;0;0
2020-12-17 05:45:00;45;0;9;8;27;0;3;5;0;0;0;0;0;0
2020-12-17 06:00:00;26;0;11;9;26;0;7;6;0;0;0;0;0;0
2020-12-17 06:15:00;29;0;8;8;35;0;5;5;0;0;0;0;0;0
2020-12-17 06:30:00;37;0;13;12;30;0;17;19;0;0;0;0;0;0
2020-12-17 06:45:00;33;0;9;10;31;0;19;20;0;0;0;0;0;0
2020-12-17 07:00:00;27;0;2;1;42;0;13;11;0;0;0;0;0;0
2020-12-17 07:15:00;31;0;7;3;41;0;13;13;0;0;0;0;0;0
2020-12-17 07:30:00;38;0;20;15;49;0;4;3;1;0;0;0;0;0
2020-12-17 07:45:00;35;0;15;15;52;0;19;19;0;0;0;0;0;0
2020-12-17 08:00:00;33;0;26;18;41;0;13;11;0;0;0;0;0;0
2020-12-17 08:15:00;36;0;17;18;26;0;9;13;0;0;0;0;0;0
2020-12-17 08:30:00;25;0;18;17;20;0;20;19;0;0;0;0;0;0
2020-12-17 08:45:00;38;0;16;17;30;0;12;16;0;2;0;1;0;0
2020-12-17 09:00:00;47;0;15;16;25;0;9;9;0;0;0;0;0;0
2020-12-17 09:15:00;42;0;14;15;29;0;14;15;0;0;0;0;0;0
2020-12-17 09:30:00;48;0;21;19;38;0;14;14;0;0;0;0;0;0
2020-12-17 09:45:00;57;0;20;18;33;0;10;12;1;0;0;0;0;0
2020-12-17 10:00:00;46;0;13;14;31;0;9;10;0;0;0;1;0;0
2020-12-17 10:15:00;53;0;23;22;22;0;14;11;0;0;0;0;0;0
2020-12-17 10:30:00;53;0;24;24;37;0;8;10;0;0;0;0;0;0
2020-12-17 10:45:00;59;0;21;22;40;0;15;14;1;0;0;3;0;0
2020-12-17 11:00:00;57;0;21;19;25;0;9;7;0;0;0;0;0;0
2020-12-17 11:15:00;57;0;23;25;24;0;11;12;0;0;0;0;0;0
2020-12-17 11:30:00;54;0;18;17;23;0;9;17;0;0;0;0;0;0
2020-12-17 11:45:00;53;0;15;12;36;0;6;7;0;0;0;0;0;0
2020-12-17 12:00:00;46;0;21;19;22;0;7;8;1;0;0;0;0;0
2020-12-17 12:15:00;47;0;22;20;33;0;8;7;1;0;0;0;0;0
2020-12-17 12:30:00;61;0;20;17;34;0;8;10;0;0;0;0;0;0
2020-12-17 12:45:00;63;0;20;21;33;0;7;8;0;0;0;0;0;0
2020-12-17 13:00:00;65;0;20;16;33;0;10;13;0;0;0;0;0;0
2020-12-17 13:15:00;64;0;16;16;40;0;8;10;1;0;0;0;0;0
2020-12-17 13:30:00;56;0;21;21;39;0;14;10;0;0;0;0;0;0
2020-12-17 13:45:00;59;0;21;19;34;0;15;18;1;0;0;0;0;0
2020-12-17 14:00:00;50;0;35;26;37;0;19;20;0;0;0;0;0;0
2020-12-17 14:15:00;70;0;31;26;37;0;9;10;0;0;0;1;1;0
2020-12-17 14:30:00;65;0;27;27;49;0;15;14;0;0;0;0;0;0
2020-12-17 14:45:00;69;0;26;20;49;0;8;8;1;0;0;0;0;0
2020-12-17 15:00:00;63;0;36;28;53;0;13;13;0;0;0;1;0;0
2020-12-17 15:15:00;52;0;21;17;31;0;8;10;2;2;0;0;1;0
2020-12-17 15:30:00;65;0;29;24;46;0;11;11;0;0;0;0;0;0
2020-12-17 15:45:00;86;0;26;24;34;0;15;20;0;0;0;0;0;0
2020-12-17 16:00:00;79;0;23;20;33;0;12;13;1;2;0;3;1;0
2020-12-17 16:15:00;82;0;33;27;37;0;15;12;3;12;0;1;0;0
2020-12-17 16:30:00;66;0;35;10;56;0;11;12;1;5;3;0;0;0
2020-12-17 16:45:00;73;0;22;12;50;0;10;12;3;1;0;5;0;0
2020-12-17 17:00:00;66;0;17;11;39;0;4;5;0;0;0;1;0;0
2020-12-17 17:15:00;74;0;22;21;32;0;11;11;0;0;0;0;0;0
2020-12-17 17:30:00;64;0;16;14;28;0;8;8;1;0;0;1;0;0
2020-12-17 17:45:00;52;0;15;16;39;0;14;14;0;0;0;0;0;0
2020-12-17 18:00:00;55;0;16;9;22;0;8;10;0;0;0;0;0;0
2020-12-17 18:15:00;74;0;12;11;24;0;8;8;0;0;0;0;0;0
2020-12-17 18:30:00;41;0;13;11;31;0;9;11;0;0;0;0;0;0
2020-12-17 18:45:00;36;0;15;14;15;0;7;7;0;0;0;0;0;0
2020-12-17 19:00:00;41;0;6;8;15;0;5;5;0;0;0;0;0;0
2020-12-17 19:15:00;32;0;8;6;8;0;4;4;0;10;0;0;0;0
2020-12-17 19:30:00;26;0;3;5;8;0;6;6;0;0;0;0;0;0
2020-12-17 19:45:00;34;0;5;5;8;0;4;4;0;0;0;2;1;0
2020-12-17 20:00:00;29;0;10;7;6;0;7;7;0;0;0;0;0;0
2020-12-17 20:15:00;25;0;3;4;10;0;3;3;0;0;0;0;0;0
2020-12-17 20:30:00;19;0;4;4;11;0;3;3;0;0;0;0;0;0
2020-12-17 20:45:00;18;0;2;2;12;0;8;7;0;0;0;0;0;0
2020-12-17 21:00:00;21;0;2;2;10;0;6;6;0;0;0;0;0;0
2020-12-17 21:15:00;13;0;3;3;16;0;6;6;0;0;0;0;0;0
2020-12-17 21:30:00;3;0;3;3;8;0;4;3;0;0;0;0;0;0
2020-12-17 21:45:00;6;0;12;12;4;0;1;1;0;0;0;0;0;0
2020-12-17 22:00:00;17;0;7;8;11;0;4;4;0;0;0;0;0;0
2020-12-17 22:15:00;9;0;4;5;9;0;0;0;0;0;0;0;0;0
2020-12-17 22:30:00;7;0;2;3;2;0;4;3;0;0;0;0;0;0
2020-12-17 22:45:00;5;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-17 23:00:00;4;0;1;1;3;0;0;0;0;0;0;0;0;0
2020-12-17 23:15:00;4;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-17 23:30:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
