DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-10-26 00:00:00;13;15;16;3;5;14;23;12
2019-10-26 00:15:00;19;32;31;0;1;10;16;9
2019-10-26 00:30:00;7;12;12;3;8;4;12;7
2019-10-26 00:45:00;9;14;15;1;2;5;11;6
2019-10-26 01:00:00;10;16;16;4;7;10;17;12
2019-10-26 01:15:00;7;10;11;1;3;6;18;12
2019-10-26 01:30:00;13;11;12;1;5;8;10;5
2019-10-26 01:45:00;7;6;6;4;5;4;9;2
2019-10-26 02:00:00;5;13;13;1;1;3;5;3
2019-10-26 02:15:00;3;6;8;0;0;4;7;2
2019-10-26 02:30:00;2;6;6;0;3;6;2;2
2019-10-26 02:45:00;5;10;10;3;2;2;3;2
2019-10-26 03:00:00;3;6;5;2;4;2;4;4
2019-10-26 03:15:00;6;5;4;2;2;6;6;5
2019-10-26 03:30:00;2;5;5;0;2;3;4;4
2019-10-26 03:45:00;4;7;7;1;1;4;4;4
2019-10-26 04:00:00;5;9;9;2;1;0;4;5
2019-10-26 04:15:00;7;6;6;1;0;0;2;5
2019-10-26 04:30:00;5;6;6;0;0;6;3;2
2019-10-26 04:45:00;3;12;11;1;2;3;1;5
2019-10-26 05:00:00;13;27;29;4;11;6;10;3
2019-10-26 05:15:00;14;33;33;2;12;10;9;5
2019-10-26 05:30:00;24;42;41;8;5;8;22;8
2019-10-26 05:45:00;19;33;33;16;23;8;21;15
2019-10-26 06:00:00;6;12;12;30;47;11;31;34
2019-10-26 06:15:00;18;19;18;19;33;9;26;13
2019-10-26 06:30:00;16;31;31;17;27;16;19;16
2019-10-26 06:45:00;16;24;24;6;20;11;13;16
2019-10-26 07:00:00;15;15;16;4;12;9;21;12
2019-10-26 07:15:00;20;15;15;10;13;11;13;4
2019-10-26 07:30:00;28;22;22;11;10;19;28;16
2019-10-26 07:45:00;38;29;30;5;15;20;35;14
2019-10-26 08:00:00;36;28;28;5;7;8;27;7
2019-10-26 08:15:00;27;26;28;9;14;21;28;11
2019-10-26 08:30:00;39;38;39;14;19;18;45;24
2019-10-26 08:45:00;34;43;43;18;22;17;36;20
2019-10-26 09:00:00;33;36;34;12;21;17;47;26
2019-10-26 09:15:00;47;40;40;11;12;22;58;33
2019-10-26 09:30:00;48;47;44;20;25;21;53;31
2019-10-26 09:45:00;62;48;47;16;34;37;52;32
2019-10-26 10:00:00;54;47;47;20;20;20;64;32
2019-10-26 10:15:00;53;55;56;14;24;14;52;27
2019-10-26 10:30:00;49;47;48;18;28;14;57;27
2019-10-26 10:45:00;65;58;59;16;29;24;61;38
2019-10-26 11:00:00;65;67;70;19;21;26;71;41
2019-10-26 11:15:00;67;72;69;19;23;24;77;29
2019-10-26 11:30:00;72;68;66;28;29;26;61;39
2019-10-26 11:45:00;77;68;64;20;27;27;68;43
2019-10-26 12:00:00;65;75;71;26;26;24;65;48
2019-10-26 12:15:00;77;66;62;21;26;28;72;41
2019-10-26 12:30:00;89;64;67;23;29;25;72;47
2019-10-26 12:45:00;85;61;56;21;26;21;75;49
2019-10-26 13:00:00;75;62;60;20;23;23;63;46
