DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-08-03 00:00:00;2;0;0;1;1;0;0;0
2020-08-03 00:15:00;2;1;1;4;2;0;0;0
2020-08-03 00:30:00;3;0;0;2;1;0;0;0
2020-08-03 00:45:00;2;1;1;5;1;0;0;0
2020-08-03 01:00:00;2;0;0;4;0;0;0;0
2020-08-03 01:15:00;3;1;0;2;0;0;0;0
2020-08-03 01:30:00;2;1;0;2;0;0;0;0
2020-08-03 01:45:00;0;1;0;0;2;0;0;0
2020-08-03 02:00:00;1;0;0;0;0;0;0;0
2020-08-03 02:15:00;1;1;1;3;0;0;0;0
2020-08-03 02:30:00;3;1;1;3;1;0;0;0
2020-08-03 02:45:00;0;0;0;1;1;0;0;0
2020-08-03 03:00:00;2;0;0;0;1;0;0;0
2020-08-03 03:15:00;1;0;0;1;1;0;0;0
2020-08-03 03:30:00;1;0;1;1;1;0;0;0
2020-08-03 03:45:00;1;0;0;0;0;0;0;0
2020-08-03 04:00:00;3;1;1;0;1;0;0;0
2020-08-03 04:15:00;8;0;1;2;0;0;0;0
2020-08-03 04:30:00;10;0;0;6;1;0;0;0
2020-08-03 04:45:00;5;0;0;4;0;0;0;0
2020-08-03 05:00:00;12;1;2;5;0;0;0;0
2020-08-03 05:15:00;18;5;3;10;1;0;0;0
2020-08-03 05:30:00;35;3;1;22;3;0;0;0
2020-08-03 05:45:00;46;9;4;30;5;0;0;0
2020-08-03 06:00:00;38;5;7;15;2;0;0;0
2020-08-03 06:15:00;87;7;9;32;2;0;0;0
2020-08-03 06:30:00;100;6;9;60;5;8;0;0
2020-08-03 06:45:00;89;10;8;70;8;8;0;0
2020-08-03 07:00:00;108;8;11;55;11;3;0;2
2020-08-03 07:15:00;103;10;12;77;6;2;0;1
2020-08-03 07:30:00;143;17;14;82;16;1;0;1
2020-08-03 07:45:00;130;12;27;93;20;17;0;0
2020-08-03 08:00:00;120;10;33;60;21;1;0;0
2020-08-03 08:15:00;112;15;27;89;26;0;0;1
2020-08-03 08:30:00;112;16;27;66;17;2;0;0
2020-08-03 08:45:00;91;17;25;77;25;0;0;0
2020-08-03 09:00:00;86;20;30;61;10;0;0;0
2020-08-03 09:15:00;69;17;19;66;10;0;0;0
2020-08-03 09:30:00;89;16;37;63;18;2;0;0
2020-08-03 09:45:00;89;13;33;77;9;1;0;0
2020-08-03 10:00:00;85;10;22;91;13;1;0;0
2020-08-03 10:15:00;97;19;32;60;21;1;0;0
2020-08-03 10:30:00;95;14;41;72;18;4;0;0
2020-08-03 10:45:00;86;9;34;97;18;0;0;0
2020-08-03 11:00:00;77;10;37;84;19;2;0;0
2020-08-03 11:15:00;97;11;26;85;18;5;0;0
2020-08-03 11:30:00;81;17;46;91;21;0;0;0
2020-08-03 11:45:00;73;13;28;99;23;2;0;0
2020-08-03 12:00:00;74;12;38;88;19;6;0;0
2020-08-03 12:15:00;78;20;39;80;19;1;0;0
2020-08-03 12:30:00;81;30;48;97;20;6;0;0
2020-08-03 12:45:00;65;17;45;79;17;1;0;0
