DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-08-24 00:00:00;4;0;2;5;0;0;0;0
2020-08-24 00:15:00;6;0;0;9;0;0;0;0
2020-08-24 00:30:00;2;1;0;4;1;0;0;0
2020-08-24 00:45:00;10;8;1;6;5;0;0;0
2020-08-24 01:00:00;4;2;2;4;2;0;0;0
2020-08-24 01:15:00;2;1;0;3;1;0;0;0
2020-08-24 01:30:00;1;2;0;1;0;0;0;0
2020-08-24 01:45:00;4;0;0;1;0;0;0;0
2020-08-24 02:00:00;1;0;0;0;0;0;0;0
2020-08-24 02:15:00;0;0;0;1;1;0;0;0
2020-08-24 02:30:00;3;0;0;3;0;0;0;0
2020-08-24 02:45:00;2;0;1;3;1;0;0;0
2020-08-24 03:00:00;3;0;0;4;0;0;0;0
2020-08-24 03:15:00;1;0;0;3;0;0;0;0
2020-08-24 03:30:00;1;0;1;1;0;0;0;0
2020-08-24 03:45:00;5;2;2;0;1;0;0;0
2020-08-24 04:00:00;7;0;1;0;1;0;0;0
2020-08-24 04:15:00;5;1;1;2;0;0;0;0
2020-08-24 04:30:00;6;1;0;2;1;0;0;0
2020-08-24 04:45:00;10;0;1;1;0;0;0;0
2020-08-24 05:00:00;16;2;0;6;1;0;0;0
2020-08-24 05:15:00;24;3;2;14;2;0;0;0
2020-08-24 05:30:00;42;6;3;27;3;0;0;0
2020-08-24 05:45:00;37;5;6;29;5;0;0;0
2020-08-24 06:00:00;43;2;2;14;3;0;0;0
2020-08-24 06:15:00;31;0;3;12;0;0;0;0
2020-08-24 06:30:00;80;9;4;51;7;3;1;0
2020-08-24 06:45:00;82;8;6;66;6;8;0;0
2020-08-24 07:00:00;92;10;13;58;9;7;0;0
2020-08-24 07:15:00;106;8;15;74;10;24;0;0
2020-08-24 07:30:00;96;11;18;68;17;6;0;0
2020-08-24 07:45:00;91;9;19;70;15;16;0;1
2020-08-24 08:00:00;81;17;22;62;10;2;0;0
2020-08-24 08:15:00;99;12;17;64;13;3;0;0
