DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-05-22 00:00:00;0;3;1;0;0;5;0;0;5;0;0;0;1;0;0;0;0
2020-05-22 00:15:00;3;5;5;0;2;8;0;1;9;1;1;0;0;0;0;0;0
2020-05-22 00:30:00;0;11;3;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-05-22 00:45:00;3;6;3;0;0;2;0;0;2;1;1;0;0;0;0;0;0
2020-05-22 01:00:00;0;2;2;0;0;5;0;0;6;0;0;0;0;0;0;0;0
2020-05-22 01:15:00;1;4;2;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-05-22 01:30:00;1;3;0;2;0;5;2;0;5;1;0;0;0;0;0;0;0
2020-05-22 01:45:00;0;5;6;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-05-22 02:00:00;0;3;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-22 02:15:00;1;2;1;0;0;2;0;0;2;1;1;1;0;0;0;0;0
2020-05-22 02:30:00;1;2;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-05-22 02:45:00;3;1;0;0;0;2;1;0;3;2;0;0;0;0;0;0;0
2020-05-22 03:00:00;0;3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0
2020-05-22 03:15:00;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:30:00;0;4;0;0;0;3;0;0;3;0;0;1;0;0;0;0;0
2020-05-22 03:45:00;0;2;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2020-05-22 04:00:00;0;3;1;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-05-22 04:15:00;1;3;5;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-05-22 04:30:00;0;6;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-05-22 04:45:00;1;6;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-22 05:00:00;36;12;2;0;0;8;0;0;9;0;0;2;0;0;0;0;0
2020-05-22 05:15:00;2;7;0;1;0;10;1;0;12;0;0;1;0;0;0;0;0
2020-05-22 05:30:00;6;13;5;3;3;11;3;1;10;3;0;0;0;0;0;0;0
2020-05-22 05:45:00;7;20;9;0;1;9;0;1;9;1;0;1;0;0;0;0;0
2020-05-22 06:00:00;3;14;4;0;0;18;0;0;18;0;1;3;0;0;0;0;0
2020-05-22 06:15:00;3;23;11;1;1;24;1;0;24;2;1;0;0;0;0;0;0
2020-05-22 06:30:00;2;22;11;0;0;17;0;0;19;0;2;2;0;0;0;0;0
2020-05-22 06:45:00;3;16;8;2;1;43;3;0;43;1;0;3;0;0;0;0;0
2020-05-22 07:00:00;3;30;11;2;2;61;2;0;52;2;0;2;0;0;0;0;0
2020-05-22 07:15:00;4;44;19;4;1;67;4;1;70;4;2;3;0;0;0;0;0
2020-05-22 07:30:00;6;36;21;2;0;47;1;0;54;1;2;5;0;0;0;0;0
