DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2019-10-30 00:00:00;7;9;10;0;0;0;0;0
2019-10-30 00:15:00;6;12;7;0;0;0;0;0
2019-10-30 00:30:00;11;10;8;0;0;0;0;0
2019-10-30 00:45:00;4;9;12;0;0;0;0;0
2019-10-30 01:00:00;6;14;12;0;0;0;0;0
2019-10-30 01:15:00;6;19;2;0;0;0;0;0
2019-10-30 01:30:00;7;8;7;0;0;0;0;0
2019-10-30 01:45:00;6;5;2;0;0;0;0;0
2019-10-30 02:00:00;8;11;7;0;0;0;0;0
2019-10-30 02:15:00;3;6;5;0;0;0;0;0
2019-10-30 02:30:00;5;15;8;0;0;0;0;0
2019-10-30 02:45:00;4;3;5;0;0;0;0;0
2019-10-30 03:00:00;5;6;6;0;0;0;0;0
2019-10-30 03:15:00;8;7;4;0;0;0;0;0
2019-10-30 03:30:00;9;9;8;0;0;0;0;0
2019-10-30 03:45:00;4;8;8;0;0;0;0;0
2019-10-30 04:00:00;16;16;9;0;0;0;0;0
2019-10-30 04:15:00;17;13;11;0;0;0;0;0
2019-10-30 04:30:00;16;19;17;0;0;0;0;0
2019-10-30 04:45:00;15;25;27;0;0;0;0;0
2019-10-30 05:00:00;26;47;68;0;0;0;0;0
2019-10-30 05:15:00;40;68;132;0;0;0;0;0
2019-10-30 05:30:00;54;104;100;0;0;0;0;0
2019-10-30 05:45:00;104;125;70;0;0;0;0;0
2019-10-30 06:00:00;122;136;66;0;11;0;0;0
2019-10-30 06:15:00;76;139;81;0;0;0;2;0
2019-10-30 06:30:00;80;165;86;0;9;0;1;5
2019-10-30 06:45:00;78;159;84;0;1;4;1;0
2019-10-30 07:00:00;58;150;103;0;9;0;0;1
2019-10-30 07:15:00;80;161;87;0;22;1;5;8
2019-10-30 07:30:00;95;157;95;0;11;4;10;0
2019-10-30 07:45:00;93;176;109;0;5;1;6;2
2019-10-30 08:00:00;68;163;88;0;14;0;13;1
2019-10-30 08:15:00;86;172;81;0;4;11;33;4
2019-10-30 08:30:00;97;169;91;0;3;2;11;10
2019-10-30 08:45:00;107;131;74;0;7;6;26;18
2019-10-30 09:00:00;84;143;82;0;18;2;14;36
2019-10-30 09:15:00;81;157;77;0;12;3;2;2
