DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-11-09 00:00:00;10;4;8;7;3;2;7;1;6;7;0;1;0;4;0;0;0
2019-11-09 00:15:00;17;4;40;16;5;4;2;3;7;9;0;0;0;0;0;0;0
2019-11-09 00:30:00;9;6;5;7;1;8;2;4;8;5;0;0;0;0;0;0;0
2019-11-09 00:45:00;11;6;3;9;3;6;5;3;10;4;0;0;1;0;0;0;0
2019-11-09 01:00:00;5;7;5;5;7;7;6;5;9;4;0;0;0;0;0;0;0
2019-11-09 01:15:00;6;4;6;10;6;3;3;4;7;3;0;0;0;0;0;0;0
2019-11-09 01:30:00;4;4;3;6;1;0;5;3;3;5;0;0;0;0;0;0;0
2019-11-09 01:45:00;3;1;7;8;3;2;6;3;5;5;0;0;0;0;0;0;0
2019-11-09 02:00:00;5;4;8;5;5;3;3;4;9;6;0;0;0;0;0;0;0
2019-11-09 02:15:00;4;1;2;6;1;3;4;5;4;4;0;0;0;0;0;0;0
2019-11-09 02:30:00;1;2;3;5;1;1;1;4;1;1;0;0;0;0;0;0;0
2019-11-09 02:45:00;2;0;6;6;1;2;2;4;4;1;0;0;0;0;0;0;0
2019-11-09 03:00:00;2;1;0;3;2;6;5;4;6;2;0;0;0;0;0;0;0
2019-11-09 03:15:00;3;4;1;4;4;1;1;2;5;5;0;0;0;0;0;0;0
2019-11-09 03:30:00;3;4;2;4;3;0;1;4;4;1;0;0;0;0;0;0;0
2019-11-09 03:45:00;2;1;1;5;2;0;3;1;3;1;0;0;0;0;0;0;0
2019-11-09 04:00:00;4;3;0;4;0;0;0;3;6;4;0;0;0;0;0;0;0
2019-11-09 04:15:00;2;1;2;2;0;0;0;1;3;1;0;0;0;0;0;0;0
2019-11-09 04:30:00;1;0;2;4;2;1;2;0;1;5;0;0;0;0;0;0;0
2019-11-09 04:45:00;1;2;4;6;2;3;2;3;11;5;0;0;0;0;0;0;0
2019-11-09 05:00:00;11;1;3;1;0;3;3;3;7;1;0;0;0;0;0;0;0
2019-11-09 05:15:00;14;3;7;5;0;4;4;6;4;11;0;0;0;0;0;0;0
2019-11-09 05:30:00;24;6;4;3;5;3;9;15;17;12;0;5;0;0;1;0;0
2019-11-09 05:45:00;9;4;2;5;2;3;6;20;23;22;0;0;0;0;0;0;0
2019-11-09 06:00:00;10;6;9;9;5;6;8;34;40;50;0;0;0;0;0;0;0
2019-11-09 06:15:00;16;2;7;8;1;2;8;17;16;9;0;0;0;0;0;0;0
2019-11-09 06:30:00;15;6;12;15;5;3;8;4;9;12;0;0;0;0;0;0;0
2019-11-09 06:45:00;18;1;11;9;3;2;3;11;22;6;0;0;0;0;0;0;0
2019-11-09 07:00:00;8;4;6;7;5;4;8;7;9;10;0;0;0;0;0;0;0
2019-11-09 07:15:00;5;2;11;4;2;3;12;8;9;3;0;0;9;0;0;0;0
2019-11-09 07:30:00;8;10;6;5;3;6;8;15;13;10;0;0;0;0;0;0;0
2019-11-09 07:45:00;20;11;16;11;5;2;4;9;14;20;0;0;0;0;0;8;0
2019-11-09 08:00:00;20;13;9;10;7;10;8;15;15;9;0;0;2;0;0;0;0
2019-11-09 08:15:00;15;10;11;12;4;10;5;16;19;14;0;0;0;0;0;0;0
2019-11-09 08:30:00;21;16;16;19;10;13;11;13;17;15;0;0;0;0;2;0;0
2019-11-09 08:45:00;21;18;12;9;5;11;14;17;20;21;0;0;0;0;0;0;0
2019-11-09 09:00:00;26;20;20;17;10;12;18;15;17;19;6;0;0;0;0;3;0
2019-11-09 09:15:00;21;26;17;9;10;6;9;26;20;17;0;3;0;0;0;0;0
2019-11-09 09:30:00;25;33;15;13;15;11;13;21;30;25;0;0;7;0;0;0;0
2019-11-09 09:45:00;28;35;20;12;16;25;24;28;33;31;0;0;0;0;0;0;0
2019-11-09 10:00:00;31;28;24;16;9;12;24;27;32;18;0;0;0;0;0;0;0
2019-11-09 10:15:00;39;45;18;11;16;13;19;31;33;19;0;0;0;0;1;0;0
2019-11-09 10:30:00;29;43;15;18;14;19;35;24;40;41;0;1;1;2;0;2;0
2019-11-09 10:45:00;35;51;19;20;16;24;20;31;39;43;2;0;0;0;1;0;0
2019-11-09 11:00:00;30;43;30;25;17;27;37;34;33;26;3;0;0;0;1;0;0
2019-11-09 11:15:00;25;44;18;24;20;20;25;20;21;29;0;0;0;0;0;1;0
2019-11-09 11:30:00;42;42;26;26;11;17;27;30;31;36;0;0;0;0;1;0;0
2019-11-09 11:45:00;31;59;24;25;13;20;28;31;39;41;1;0;0;0;1;0;0
2019-11-09 12:00:00;40;40;29;22;19;29;38;31;36;39;0;0;6;0;0;0;0
2019-11-09 12:15:00;38;42;22;26;17;17;42;24;21;29;2;0;2;1;5;2;0
2019-11-09 12:30:00;39;38;22;18;14;25;29;36;40;41;1;0;0;0;1;0;0
2019-11-09 12:45:00;47;44;25;24;18;32;33;36;37;39;0;0;0;0;7;2;0
2019-11-09 13:00:00;49;45;25;26;12;13;23;25;26;35;0;0;0;1;0;2;0
2019-11-09 13:15:00;42;45;21;33;19;23;32;36;50;31;3;1;3;0;3;2;0
2019-11-09 13:30:00;45;57;21;23;15;36;47;23;32;37;1;0;3;1;0;0;0
2019-11-09 13:45:00;49;50;29;24;11;27;35;31;35;44;0;0;1;0;2;0;0
2019-11-09 14:00:00;48;45;34;42;23;30;41;24;32;38;0;0;7;0;1;0;0
2019-11-09 14:15:00;41;39;22;31;33;23;39;37;32;34;3;1;9;1;0;0;0
2019-11-09 14:30:00;40;52;25;22;23;22;34;26;25;42;0;0;0;0;0;0;0
2019-11-09 14:45:00;47;49;23;17;27;31;35;35;43;50;0;1;8;1;1;1;0
2019-11-09 15:00:00;52;41;26;23;19;33;44;21;32;45;31;0;4;1;1;0;0
2019-11-09 15:15:00;47;41;21;22;10;25;36;32;35;39;1;0;5;0;9;2;0
2019-11-09 15:30:00;41;31;22;23;16;278;40;18;24;32;0;0;1;0;0;28;0
2019-11-09 15:45:00;34;33;18;20;52;22;37;25;27;33;0;0;9;0;0;0;0
2019-11-09 16:00:00;36;36;17;17;17;31;31;37;34;43;3;5;0;0;0;0;0
2019-11-09 16:15:00;58;53;32;22;24;25;43;36;39;39;0;9;0;19;1;0;0
2019-11-09 16:30:00;37;33;24;35;15;21;38;26;31;40;0;0;1;0;0;0;0
2019-11-09 16:45:00;53;36;23;24;20;23;43;31;30;42;1;1;0;0;1;2;0
2019-11-09 17:00:00;50;24;25;30;12;18;22;18;24;24;0;0;6;0;1;0;0
2019-11-09 17:15:00;43;50;30;33;32;30;53;40;43;46;6;0;0;3;3;3;0
2019-11-09 17:30:00;34;43;19;11;14;21;35;16;26;31;0;0;2;6;1;1;0
2019-11-09 17:45:00;36;50;30;30;20;30;44;28;32;41;0;0;0;0;0;0;0
2019-11-09 18:00:00;48;32;17;28;18;36;42;25;27;31;0;0;0;0;2;0;0
2019-11-09 18:15:00;35;38;22;27;16;42;39;31;21;24;3;0;0;0;7;0;0
2019-11-09 18:30:00;25;36;9;18;15;14;38;15;32;25;0;0;2;0;1;0;0
2019-11-09 18:45:00;48;37;21;21;11;20;23;23;36;23;0;0;2;0;0;0;0
2019-11-09 19:00:00;22;32;21;21;13;16;35;16;16;21;0;2;0;0;21;4;0
2019-11-09 19:15:00;26;24;23;17;9;23;26;20;31;18;1;0;2;0;0;0;0
2019-11-09 19:30:00;28;31;17;17;14;24;27;9;18;25;0;0;1;0;1;0;0
2019-11-09 19:45:00;21;28;11;8;7;26;24;20;17;17;0;0;1;0;0;8;0
2019-11-09 20:00:00;28;26;16;16;11;27;72;23;30;20;0;0;0;0;5;0;0
2019-11-09 20:15:00;26;13;19;18;6;31;33;14;15;13;0;0;0;0;0;0;0
2019-11-09 20:30:00;21;25;13;24;11;18;23;16;27;17;0;0;0;0;0;0;0
2019-11-09 20:45:00;23;14;19;13;16;17;15;21;23;17;2;0;3;0;4;0;0
2019-11-09 21:00:00;13;10;16;18;12;10;13;10;15;12;0;0;1;0;0;0;0
2019-11-09 21:15:00;11;17;8;12;8;15;15;9;17;12;0;0;0;0;0;0;0
2019-11-09 21:30:00;18;9;12;18;8;12;10;6;12;6;0;0;1;0;0;0;0
2019-11-09 21:45:00;24;10;16;21;11;13;12;14;14;18;2;0;1;0;3;0;0
2019-11-09 22:00:00;20;15;21;22;9;15;8;12;15;29;0;0;0;0;0;0;0
2019-11-09 22:15:00;21;18;8;12;7;13;14;13;13;13;0;0;0;0;0;0;0
2019-11-09 22:30:00;18;10;12;19;16;10;22;9;22;14;0;0;4;0;1;4;1
