DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-07-13 00:00:00;13;6;0;0;0;14;5;0;0
2020-07-13 00:15:00;9;6;0;0;0;18;14;0;0
2020-07-13 00:30:00;7;8;0;0;0;11;5;0;0
2020-07-13 00:45:00;18;9;0;1;0;16;12;0;0
2020-07-13 01:00:00;7;5;0;0;0;13;6;0;0
2020-07-13 01:15:00;17;5;0;0;0;8;4;0;0
2020-07-13 01:30:00;7;3;0;0;0;6;3;0;0
2020-07-13 01:45:00;9;3;0;0;0;2;5;0;0
2020-07-13 02:00:00;8;2;0;0;0;4;3;0;0
2020-07-13 02:15:00;14;4;0;0;0;8;1;0;0
2020-07-13 02:30:00;11;1;0;0;0;6;2;0;0
2020-07-13 02:45:00;8;4;0;1;1;4;0;0;0
2020-07-13 03:00:00;6;1;0;0;0;7;5;0;0
2020-07-13 03:15:00;4;1;0;0;0;4;2;0;0
2020-07-13 03:30:00;6;3;0;0;0;8;4;0;0
2020-07-13 03:45:00;6;3;0;0;0;12;5;0;0
2020-07-13 04:00:00;9;5;0;0;0;9;4;0;0
2020-07-13 04:15:00;9;7;0;1;0;14;5;0;0
2020-07-13 04:30:00;17;11;1;0;0;19;11;0;0
2020-07-13 04:45:00;29;20;0;1;0;64;17;0;0
2020-07-13 05:00:00;31;17;2;0;1;100;64;0;1
2020-07-13 05:15:00;44;39;1;0;0;203;153;0;0
2020-07-13 05:30:00;48;49;4;0;0;184;146;0;1
2020-07-13 05:45:00;73;57;6;0;1;152;134;0;2
2020-07-13 06:00:00;72;65;0;3;2;124;104;0;2
2020-07-13 06:15:00;83;74;3;2;7;180;152;0;4
2020-07-13 06:30:00;63;84;7;3;5;174;163;3;2
2020-07-13 06:45:00;85;101;8;3;18;182;202;2;5
2020-07-13 07:00:00;56;96;6;16;7;163;188;10;4
2020-07-13 07:15:00;99;93;3;7;18;213;238;1;2
2020-07-13 07:30:00;111;122;5;6;13;237;237;8;3
2020-07-13 07:45:00;110;106;7;11;16;211;237;14;8
2020-07-13 08:00:00;108;121;9;10;14;173;197;9;6
2020-07-13 08:15:00;102;106;7;13;7;161;168;13;9
2020-07-13 08:30:00;103;88;5;12;18;153;168;38;7
2020-07-13 08:45:00;99;100;10;13;14;135;165;2;10
2020-07-13 09:00:00;97;91;11;18;18;121;142;1;2
2020-07-13 09:15:00;103;99;13;16;23;109;146;3;0
2020-07-13 09:30:00;96;106;9;18;17;115;148;7;3
2020-07-13 09:45:00;103;98;13;24;25;135;154;7;3
2020-07-13 10:00:00;87;106;19;31;21;99;134;18;1
2020-07-13 10:15:00;120;96;15;17;15;103;131;22;2
2020-07-13 10:30:00;110;125;19;30;25;92;147;8;26
2020-07-13 10:45:00;110;115;13;27;12;120;141;6;1
2020-07-13 11:00:00;139;124;14;30;18;109;129;12;1
2020-07-13 11:15:00;124;121;14;25;11;103;139;46;0
2020-07-13 11:30:00;126;134;17;23;22;112;140;14;1
2020-07-13 11:45:00;111;134;11;29;17;90;106;8;1
2020-07-13 12:00:00;135;148;8;43;10;99;141;9;3
2020-07-13 12:15:00;139;141;19;19;20;114;126;10;4
2020-07-13 12:30:00;135;138;16;17;14;97;118;16;1
2020-07-13 12:45:00;113;143;12;5;18;119;127;4;1
2020-07-13 13:00:00;126;139;11;24;18;138;137;7;1
2020-07-13 13:15:00;131;147;16;22;23;140;158;23;0
2020-07-13 13:30:00;147;158;18;19;16;174;183;7;1
2020-07-13 13:45:00;140;139;11;22;16;184;194;9;0
2020-07-13 14:00:00;190;197;8;22;18;150;176;19;0
2020-07-13 14:15:00;256;253;18;28;13;116;137;20;1
2020-07-13 14:30:00;277;277;22;21;18;108;138;1;0
2020-07-13 14:45:00;208;216;15;30;21;124;142;1;3
2020-07-13 15:00:00;197;215;10;24;19;102;130;5;4
2020-07-13 15:15:00;200;214;14;18;19;110;149;30;6
2020-07-13 15:30:00;185;192;9;34;14;124;152;9;1
2020-07-13 15:45:00;173;202;18;28;19;120;153;10;1
2020-07-13 16:00:00;231;252;12;27;21;99;144;17;3
2020-07-13 16:15:00;251;244;27;22;15;118;165;13;2
2020-07-13 16:30:00;209;209;14;26;24;134;149;38;1
2020-07-13 16:45:00;192;217;9;26;15;128;148;8;0
2020-07-13 17:00:00;196;205;14;34;15;114;148;21;2
2020-07-13 17:15:00;190;227;16;26;20;123;152;11;3
2020-07-13 17:30:00;198;206;18;21;14;121;130;5;2
2020-07-13 17:45:00;164;170;8;28;11;112;138;8;3
2020-07-13 18:00:00;138;164;13;15;10;115;134;19;4
2020-07-13 18:15:00;165;157;8;15;7;95;107;31;3
2020-07-13 18:30:00;123;134;4;21;11;99;98;1;5
