DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2019-09-14 00:00:00;0;14;15;2;6;14;4;11;10;3;10;7;6
2019-09-14 00:15:00;0;27;20;3;9;11;2;9;6;1;12;18;8
2019-09-14 00:30:00;0;19;10;0;5;6;3;27;9;0;15;11;9
2019-09-14 00:45:00;0;19;5;0;8;10;3;10;3;2;11;7;7
2019-09-14 01:00:00;0;8;9;0;3;5;1;20;11;3;11;13;8
2019-09-14 01:15:00;0;17;11;1;7;6;4;13;9;3;7;8;6
2019-09-14 01:30:00;0;12;8;4;5;8;2;16;7;6;5;8;10
2019-09-14 01:45:00;0;13;4;2;4;7;4;7;3;0;6;9;5
2019-09-14 02:00:00;0;12;10;3;2;8;0;9;5;0;13;9;4
2019-09-14 02:15:00;0;10;2;0;5;4;1;7;1;2;9;8;1
2019-09-14 02:30:00;0;16;7;2;2;5;4;10;2;0;4;5;11
2019-09-14 02:45:00;0;5;4;1;4;3;5;6;2;2;9;5;5
2019-09-14 03:00:00;0;7;2;0;3;5;2;5;0;3;6;5;3
2019-09-14 03:15:00;0;8;4;1;4;4;1;3;8;1;5;5;1
2019-09-14 03:30:00;0;5;3;0;2;4;0;4;5;1;2;2;1
2019-09-14 03:45:00;0;6;3;2;3;3;1;4;1;0;5;3;3
2019-09-14 04:00:00;0;7;4;1;2;6;0;2;0;1;2;6;1
2019-09-14 04:15:00;0;8;1;0;0;2;1;7;0;0;3;4;1
2019-09-14 04:30:00;0;3;3;0;0;3;2;5;0;2;8;1;3
2019-09-14 04:45:00;0;11;6;1;5;10;3;9;5;2;9;4;2
2019-09-14 05:00:00;0;9;5;0;5;9;2;12;1;0;10;9;1
2019-09-14 05:15:00;0;11;7;1;3;12;6;13;9;0;13;10;6
2019-09-14 05:30:00;0;11;9;3;17;34;5;22;14;5;12;14;12
2019-09-14 05:45:00;0;16;8;0;27;52;17;14;8;1;14;12;4
