DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2019-12-30 00:00:00;3;0;0;0;0;0;0;0;0;0;2
2019-12-30 00:15:00;4;1;0;0;0;0;0;0;0;0;0
2019-12-30 00:30:00;4;0;0;0;0;0;0;0;0;0;3
2019-12-30 00:45:00;4;0;0;0;0;0;0;0;1;1;6
2019-12-30 01:00:00;3;0;0;0;0;1;1;1;0;0;2
2019-12-30 01:15:00;2;0;0;0;0;0;0;0;0;0;4
2019-12-30 01:30:00;0;0;0;0;0;0;0;0;0;0;2
2019-12-30 01:45:00;4;1;0;0;0;0;0;0;0;0;3
2019-12-30 02:00:00;0;0;0;0;0;0;0;0;0;0;4
2019-12-30 02:15:00;2;0;0;0;0;0;0;0;0;0;3
2019-12-30 02:30:00;4;1;0;0;0;0;0;0;0;0;5
2019-12-30 02:45:00;0;0;0;0;0;0;0;0;0;1;0
2019-12-30 03:00:00;2;0;0;0;0;1;0;1;0;0;4
2019-12-30 03:15:00;1;0;0;0;0;0;0;0;0;0;0
2019-12-30 03:30:00;1;0;0;0;0;0;0;0;0;0;0
2019-12-30 03:45:00;2;0;0;0;0;0;0;0;0;0;2
2019-12-30 04:00:00;2;0;0;0;0;0;0;0;0;0;2
2019-12-30 04:15:00;2;0;0;0;0;0;0;0;0;0;1
2019-12-30 04:30:00;1;0;0;0;0;0;0;0;0;0;3
2019-12-30 04:45:00;1;0;1;1;1;1;1;0;0;0;4
2019-12-30 05:00:00;6;1;0;0;0;0;0;0;0;0;4
2019-12-30 05:15:00;7;0;0;0;2;0;2;0;0;4;8
2019-12-30 05:30:00;14;0;0;0;1;0;1;0;1;0;5
2019-12-30 05:45:00;14;4;3;2;1;0;1;0;0;2;14
2019-12-30 06:00:00;15;0;0;0;2;0;3;0;2;4;9
2019-12-30 06:15:00;5;1;1;1;6;0;6;0;1;2;5
2019-12-30 06:30:00;6;2;0;0;5;0;5;0;2;4;18
2019-12-30 06:45:00;11;2;0;0;3;0;5;0;3;2;12
2019-12-30 07:00:00;22;3;1;1;4;0;5;0;1;3;12
2019-12-30 07:15:00;18;3;0;0;4;0;5;0;1;2;7
2019-12-30 07:30:00;22;3;1;1;4;0;4;0;1;0;8
2019-12-30 07:45:00;22;1;0;0;4;0;4;1;1;2;13
2019-12-30 08:00:00;29;0;0;0;6;0;6;1;1;3;16
2019-12-30 08:15:00;25;2;0;0;1;0;2;0;2;0;18
2019-12-30 08:30:00;30;1;1;1;3;0;3;0;2;2;12
2019-12-30 08:45:00;41;5;2;2;3;0;3;0;0;1;15
2019-12-30 09:00:00;31;3;0;0;5;0;5;0;0;2;17
2019-12-30 09:15:00;59;4;0;0;2;0;2;0;0;2;24
2019-12-30 09:30:00;75;6;0;0;2;1;2;1;1;1;20
2019-12-30 09:45:00;70;9;0;0;2;0;2;0;0;2;28
2019-12-30 10:00:00;75;8;1;1;2;0;2;0;1;2;27
2019-12-30 10:15:00;61;4;0;0;1;0;1;0;0;1;32
2019-12-30 10:30:00;82;6;1;1;2;0;2;0;1;3;38
2019-12-30 10:45:00;87;5;1;1;4;2;3;2;3;2;44
2019-12-30 11:00:00;65;7;0;0;4;0;4;0;0;2;44
2019-12-30 11:15:00;62;4;1;2;2;1;2;1;0;1;42
2019-12-30 11:30:00;81;4;0;0;2;1;3;1;0;3;47
2019-12-30 11:45:00;67;7;0;0;2;0;2;0;1;1;38
2019-12-30 12:00:00;53;3;0;0;3;0;3;0;0;2;59
2019-12-30 12:15:00;54;5;3;3;3;1;3;0;1;1;43
2019-12-30 12:30:00;57;4;0;0;2;0;2;2;1;3;53
2019-12-30 12:45:00;70;1;1;1;4;0;4;0;0;2;57
2019-12-30 13:00:00;63;7;0;2;4;0;4;0;0;3;49
2019-12-30 13:15:00;65;7;3;2;4;0;5;0;2;1;52
2019-12-30 13:30:00;65;4;2;2;2;0;2;0;0;1;46
2019-12-30 13:45:00;82;8;0;0;4;1;4;1;3;3;66
2019-12-30 14:00:00;61;5;1;1;6;0;6;0;1;5;45
2019-12-30 14:15:00;70;5;0;0;3;1;3;2;0;3;53
2019-12-30 14:30:00;85;11;0;0;5;2;5;2;0;3;53
2019-12-30 14:45:00;57;6;0;0;1;0;1;0;1;3;52
2019-12-30 15:00:00;63;6;1;1;4;2;4;2;3;6;55
2019-12-30 15:15:00;49;6;1;1;2;0;2;0;1;5;63
2019-12-30 15:30:00;64;12;0;0;2;2;2;2;1;5;61
2019-12-30 15:45:00;63;7;1;2;3;1;3;0;1;5;54
2019-12-30 16:00:00;53;3;1;1;3;0;3;0;3;7;58
2019-12-30 16:15:00;51;2;2;2;2;1;2;0;1;4;50
2019-12-30 16:30:00;44;7;0;0;3;0;3;0;1;6;63
2019-12-30 16:45:00;49;5;1;1;3;0;2;0;1;4;64
2019-12-30 17:00:00;50;2;1;1;4;0;3;0;0;4;48
2019-12-30 17:15:00;70;5;0;0;4;0;4;0;0;3;55
2019-12-30 17:30:00;42;2;1;1;2;0;2;0;0;5;48
2019-12-30 17:45:00;43;3;2;2;5;0;5;0;1;2;57
2019-12-30 18:00:00;29;3;0;0;1;1;1;1;0;2;42
2019-12-30 18:15:00;34;3;0;0;1;0;1;0;0;3;42
2019-12-30 18:30:00;40;7;0;0;2;0;2;0;0;4;42
2019-12-30 18:45:00;41;5;0;0;3;0;5;0;2;4;42
2019-12-30 19:00:00;20;5;0;0;2;0;2;0;0;2;43
2019-12-30 19:15:00;26;0;0;0;2;0;2;0;0;1;43
2019-12-30 19:30:00;30;2;0;0;1;0;1;0;0;1;26
2019-12-30 19:45:00;21;1;0;0;2;0;2;0;1;2;38
2019-12-30 20:00:00;8;0;0;0;3;0;3;0;1;2;52
2019-12-30 20:15:00;10;1;0;0;0;0;0;0;0;1;27
2019-12-30 20:30:00;9;1;0;0;1;0;1;0;0;0;14
2019-12-30 20:45:00;17;1;0;0;1;0;1;0;0;1;18
2019-12-30 21:00:00;12;1;0;0;0;0;0;0;0;0;25
2019-12-30 21:15:00;7;2;0;0;0;0;0;0;0;1;11
2019-12-30 21:30:00;11;3;0;0;1;0;1;0;0;2;10
2019-12-30 21:45:00;9;0;0;0;0;0;0;0;2;2;18
2019-12-30 22:00:00;7;2;0;0;0;0;1;0;1;0;25
2019-12-30 22:15:00;6;0;0;0;0;0;0;0;1;0;7
2019-12-30 22:30:00;9;0;0;0;0;0;0;0;0;0;20
