DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-03-13 00:00:00;4;4;3;1;3;13;17;11;1;1;0;0;0;0
2020-03-13 00:15:00;9;6;2;1;2;13;10;7;1;0;0;0;0;0
2020-03-13 00:30:00;10;6;1;0;0;10;9;1;2;1;0;0;0;0
2020-03-13 00:45:00;2;7;1;3;4;6;9;4;4;2;0;0;0;0
2020-03-13 01:00:00;7;6;1;0;1;5;7;3;0;1;0;0;0;0
2020-03-13 01:15:00;5;3;0;1;1;7;6;1;1;1;0;0;0;0
2020-03-13 01:30:00;6;9;2;0;0;8;9;2;0;0;0;0;0;0
2020-03-13 01:45:00;5;6;1;0;2;4;5;3;0;0;0;0;0;0
2020-03-13 02:00:00;3;3;0;0;0;5;7;4;0;0;0;0;0;0
2020-03-13 02:15:00;4;4;3;0;1;3;8;3;0;1;0;0;0;0
2020-03-13 02:30:00;1;1;0;1;0;4;5;1;1;0;0;0;0;0
2020-03-13 02:45:00;6;3;0;0;0;5;4;2;0;0;0;0;0;0
2020-03-13 03:00:00;1;3;3;1;1;8;8;2;0;0;0;0;0;0
2020-03-13 03:15:00;4;3;1;1;2;10;7;2;0;0;0;0;0;0
2020-03-13 03:30:00;6;6;2;0;0;3;4;1;0;0;0;0;0;0
2020-03-13 03:45:00;4;3;1;2;1;7;4;0;0;0;0;0;0;0
2020-03-13 04:00:00;5;6;0;2;2;8;5;0;0;1;0;0;0;0
2020-03-13 04:15:00;7;8;0;2;4;11;10;4;0;1;0;0;0;0
2020-03-13 04:30:00;9;6;0;1;1;13;7;5;1;0;0;0;0;0
2020-03-13 04:45:00;23;15;0;4;8;12;18;4;3;2;0;0;0;0
2020-03-13 05:00:00;45;40;4;7;10;20;21;7;2;2;0;0;0;0
2020-03-13 05:15:00;74;46;3;7;13;30;33;17;5;1;0;0;0;0
2020-03-13 05:30:00;43;63;1;9;16;30;23;18;5;4;0;0;0;0
2020-03-13 05:45:00;53;57;3;26;24;49;44;21;3;6;0;0;0;0
2020-03-13 06:00:00;59;83;6;24;27;54;53;36;11;5;0;0;0;0
2020-03-13 06:15:00;73;93;7;21;27;61;52;31;8;5;0;0;0;0
2020-03-13 06:30:00;74;108;8;23;38;61;51;26;12;6;0;0;0;0
2020-03-13 06:45:00;72;109;16;24;49;64;60;46;10;7;0;0;0;0
2020-03-13 07:00:00;96;125;15;32;55;40;48;26;16;7;0;1;5;0
2020-03-13 07:15:00;108;130;20;48;83;76;67;29;17;13;0;0;0;0
2020-03-13 07:30:00;105;112;26;50;92;81;72;35;16;8;2;0;0;0
2020-03-13 07:45:00;94;108;22;72;85;103;85;38;12;10;0;0;2;0
2020-03-13 08:00:00;78;109;23;34;43;83;79;32;12;11;0;0;0;0
2020-03-13 08:15:00;90;94;23;24;49;80;90;31;12;7;0;0;0;0
2020-03-13 08:30:00;73;100;27;44;48;56;125;41;5;10;6;0;0;0
2020-03-13 08:45:00;79;94;22;39;30;66;114;37;17;6;12;0;3;0
2020-03-13 09:00:00;85;90;27;43;31;67;81;39;8;11;0;0;8;0
2020-03-13 09:15:00;70;90;17;44;44;79;77;25;10;11;0;0;0;0
2020-03-13 09:30:00;67;86;26;45;50;88;88;29;13;7;0;0;2;0
2020-03-13 09:45:00;93;86;27;32;37;95;98;30;7;7;0;0;0;0
2020-03-13 10:00:00;82;79;37;39;45;103;110;36;22;8;0;1;0;0
2020-03-13 10:15:00;79;98;30;47;29;87;94;37;13;11;0;0;0;0
2020-03-13 10:30:00;89;90;34;44;34;106;97;39;15;9;0;0;2;0
2020-03-13 10:45:00;91;91;40;43;43;89;131;53;12;12;0;0;1;0
2020-03-13 11:00:00;94;69;40;52;36;112;139;55;13;12;0;0;0;0
2020-03-13 11:15:00;83;91;32;45;46;104;117;50;18;11;0;0;0;3
2020-03-13 11:30:00;96;99;35;53;37;115;119;49;14;10;0;1;13;0
2020-03-13 11:45:00;86;93;22;47;41;111;130;54;17;13;1;4;0;0
2020-03-13 12:00:00;100;102;31;46;41;96;136;50;20;14;0;0;0;0
2020-03-13 12:15:00;94;96;32;55;42;117;159;54;16;10;0;0;2;1
2020-03-13 12:30:00;77;91;31;33;41;118;138;64;12;9;1;0;0;0
2020-03-13 12:45:00;70;86;29;44;37;98;124;44;17;10;0;0;12;0
2020-03-13 13:00:00;84;99;24;58;60;99;125;45;14;12;1;0;2;0
2020-03-13 13:15:00;102;100;25;37;34;116;133;46;18;9;0;0;0;13
2020-03-13 13:30:00;107;107;23;47;52;123;164;55;21;5;0;2;2;0
2020-03-13 13:45:00;94;104;23;51;36;135;134;52;26;13;3;0;0;59
2020-03-13 14:00:00;95;109;40;53;42;115;157;58;21;8;1;0;0;0
2020-03-13 14:15:00;91;89;19;42;31;119;141;47;14;6;0;0;0;0
2020-03-13 14:30:00;69;68;20;23;37;79;109;45;16;6;0;0;0;0
2020-03-13 14:45:00;80;82;22;29;30;93;113;44;12;6;0;0;9;0
2020-03-13 15:00:00;101;94;29;52;39;130;131;57;33;18;0;0;1;0
2020-03-13 15:15:00;83;83;33;40;36;142;161;61;19;12;5;0;1;6
2020-03-13 15:30:00;112;118;39;43;36;127;170;49;18;10;0;4;0;0
2020-03-13 15:45:00;100;90;29;50;43;118;141;45;29;13;0;0;2;0
2020-03-13 16:00:00;93;93;25;46;42;124;127;41;34;12;0;0;1;0
2020-03-13 16:15:00;97;109;24;39;28;131;157;59;11;9;0;0;1;0
2020-03-13 16:30:00;102;81;30;41;35;117;145;47;12;12;0;0;0;12
2020-03-13 16:45:00;86;93;27;48;35;125;130;57;30;14;1;2;0;0
2020-03-13 17:00:00;101;99;27;52;38;111;130;53;33;22;0;0;0;1
2020-03-13 17:15:00;89;97;31;43;29;123;139;52;27;6;0;3;8;0
2020-03-13 17:30:00;102;111;31;39;41;112;122;56;24;10;3;0;1;2
2020-03-13 17:45:00;99;105;23;33;41;101;113;47;20;7;2;0;2;0
2020-03-13 18:00:00;81;78;27;42;38;106;119;40;28;9;0;1;2;0
2020-03-13 18:15:00;103;98;31;47;43;99;122;38;15;9;0;0;0;0
2020-03-13 18:30:00;85;85;21;33;34;97;108;29;23;5;0;1;1;0
2020-03-13 18:45:00;79;85;26;38;36;98;94;42;11;6;1;0;0;0
2020-03-13 19:00:00;74;74;29;28;31;82;86;25;12;10;1;1;0;0
2020-03-13 19:15:00;63;60;21;28;28;84;101;32;12;7;0;0;0;0
2020-03-13 19:30:00;60;63;14;22;18;76;86;29;11;7;2;0;2;0
2020-03-13 19:45:00;62;60;17;17;29;67;61;35;4;3;0;0;2;0
2020-03-13 20:00:00;60;57;19;10;20;61;52;19;9;8;3;0;0;0
2020-03-13 20:15:00;43;54;14;14;24;62;58;23;8;3;0;0;0;0
2020-03-13 20:30:00;48;53;10;10;19;75;53;25;14;3;0;0;0;0
2020-03-13 20:45:00;41;47;7;10;20;47;44;18;6;3;0;0;0;0
