DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-04-18 00:00:00;4;2;0;5;1;0;0;0;0;0
2020-04-18 00:15:00;1;1;0;2;1;0;0;0;0;0
2020-04-18 00:30:00;2;6;1;4;4;0;0;0;0;0
2020-04-18 00:45:00;4;2;0;6;0;0;0;0;0;0
2020-04-18 01:00:00;2;0;0;3;0;1;0;0;0;0
2020-04-18 01:15:00;2;0;0;1;0;0;0;0;0;0
2020-04-18 01:30:00;1;3;0;0;0;0;0;0;0;0
2020-04-18 01:45:00;5;1;0;0;2;0;0;0;0;0
2020-04-18 02:00:00;5;4;0;0;0;0;0;0;0;0
2020-04-18 02:15:00;2;1;0;1;0;0;0;0;0;0
2020-04-18 02:30:00;4;0;0;1;1;0;0;0;0;0
2020-04-18 02:45:00;1;0;0;0;0;0;0;0;0;0
2020-04-18 03:00:00;0;0;0;1;0;0;0;0;0;0
2020-04-18 03:15:00;2;0;0;2;1;0;0;0;0;0
2020-04-18 03:30:00;2;2;0;1;1;0;0;0;0;0
2020-04-18 03:45:00;1;1;0;4;3;0;0;0;0;0
2020-04-18 04:00:00;7;3;0;4;2;1;0;0;0;0
2020-04-18 04:15:00;0;1;0;2;3;0;0;0;0;0
2020-04-18 04:30:00;2;1;1;1;1;0;0;0;0;0
2020-04-18 04:45:00;8;3;0;4;0;0;0;0;0;0
2020-04-18 05:00:00;9;4;0;3;1;0;0;0;0;0
2020-04-18 05:15:00;10;9;0;3;1;0;0;0;0;0
2020-04-18 05:30:00;8;6;1;16;10;0;0;0;0;0
2020-04-18 05:45:00;7;3;0;9;6;0;0;0;0;0
2020-04-18 06:00:00;13;2;3;14;0;0;0;0;0;0
2020-04-18 06:15:00;11;6;0;4;6;0;0;0;0;0
2020-04-18 06:30:00;19;5;0;16;4;1;0;0;0;0
2020-04-18 06:45:00;17;4;0;9;3;0;0;0;0;0
2020-04-18 07:00:00;15;5;0;19;5;0;0;0;0;0
2020-04-18 07:15:00;18;3;0;15;2;1;0;0;0;0
2020-04-18 07:30:00;12;8;0;20;7;1;0;0;0;0
2020-04-18 07:45:00;12;7;0;17;11;0;0;0;0;0
2020-04-18 08:00:00;19;6;0;18;8;0;0;0;0;0
2020-04-18 08:15:00;29;13;0;23;8;1;0;0;0;0
2020-04-18 08:30:00;32;14;0;17;8;2;0;0;0;0
2020-04-18 08:45:00;34;14;1;23;15;2;0;0;0;0
2020-04-18 09:00:00;28;5;1;27;16;5;0;0;0;0
2020-04-18 09:15:00;42;9;0;25;18;1;0;0;0;0
2020-04-18 09:30:00;34;17;0;33;17;8;0;0;0;0
2020-04-18 09:45:00;32;15;0;32;25;7;7;0;0;0
2020-04-18 10:00:00;45;21;0;43;18;7;0;0;0;0
2020-04-18 10:15:00;50;25;2;35;22;6;0;0;0;0
2020-04-18 10:30:00;48;30;0;39;22;9;1;0;0;0
2020-04-18 10:45:00;34;42;3;37;24;8;0;0;0;0
2020-04-18 11:00:00;41;20;0;37;25;259;0;0;0;0
2020-04-18 11:15:00;40;26;1;39;24;8;3;0;0;0
2020-04-18 11:30:00;53;25;1;41;23;2;0;0;0;0
2020-04-18 11:45:00;41;19;0;53;24;2;0;0;0;0
2020-04-18 12:00:00;42;16;1;58;24;7;0;0;0;0
2020-04-18 12:15:00;34;22;1;42;11;2;0;0;0;0
2020-04-18 12:30:00;50;24;0;37;13;261;0;0;0;0
2020-04-18 12:45:00;41;30;0;46;13;1;0;0;0;0
2020-04-18 13:00:00;40;26;0;53;18;2;0;0;0;0
2020-04-18 13:15:00;54;24;0;50;21;3;5;0;0;0
2020-04-18 13:30:00;48;19;0;44;21;2;4;0;0;0
2020-04-18 13:45:00;41;26;0;49;25;7;0;0;0;0
2020-04-18 14:00:00;43;17;6;34;14;3;7;0;0;0
2020-04-18 14:15:00;43;22;0;36;19;1;0;0;0;0
2020-04-18 14:30:00;36;13;2;30;26;1;0;0;0;0
2020-04-18 14:45:00;31;18;0;46;21;2;0;0;0;0
2020-04-18 15:00:00;40;16;0;35;17;2;0;0;0;0
2020-04-18 15:15:00;30;15;0;36;21;0;0;0;0;0
2020-04-18 15:30:00;26;18;1;35;11;2;0;0;0;0
2020-04-18 15:45:00;32;17;1;31;9;0;0;0;0;0
2020-04-18 16:00:00;33;18;0;38;16;0;2;0;0;0
2020-04-18 16:15:00;29;17;0;40;13;2;0;0;0;0
2020-04-18 16:30:00;33;16;0;40;16;1;0;0;0;0
2020-04-18 16:45:00;40;11;0;52;15;3;0;0;0;0
2020-04-18 17:00:00;41;11;0;38;15;2;0;0;0;0
2020-04-18 17:15:00;25;12;0;28;14;1;0;0;0;0
2020-04-18 17:30:00;21;19;0;30;21;1;0;0;0;0
2020-04-18 17:45:00;28;12;3;24;8;1;0;0;0;0
2020-04-18 18:00:00;29;14;0;20;7;1;0;0;0;0
2020-04-18 18:15:00;26;9;1;29;8;1;0;0;0;0
2020-04-18 18:30:00;28;20;0;22;16;1;3;0;0;0
2020-04-18 18:45:00;26;15;0;20;3;1;0;0;0;0
2020-04-18 19:00:00;21;13;0;26;12;0;0;0;0;0
2020-04-18 19:15:00;15;19;0;30;5;0;0;0;0;0
2020-04-18 19:30:00;10;9;0;20;8;1;0;0;0;0
2020-04-18 19:45:00;20;3;0;26;6;0;0;0;0;0
2020-04-18 20:00:00;18;7;1;20;3;0;0;0;0;0
2020-04-18 20:15:00;13;4;0;23;6;0;0;0;0;0
2020-04-18 20:30:00;13;11;0;15;11;0;0;0;0;0
2020-04-18 20:45:00;16;7;0;16;3;0;0;0;0;0
2020-04-18 21:00:00;9;0;0;10;6;0;0;0;0;0
2020-04-18 21:15:00;4;5;0;7;4;0;0;0;0;0
2020-04-18 21:30:00;3;3;0;4;0;0;0;0;0;0
2020-04-18 21:45:00;2;3;0;4;4;0;0;0;0;0
2020-04-18 22:00:00;5;3;4;5;6;0;0;0;0;0
2020-04-18 22:15:00;3;3;1;5;0;0;0;0;0;0
2020-04-18 22:30:00;5;3;0;12;1;0;0;0;0;0
2020-04-18 22:45:00;2;1;0;4;3;0;0;0;0;0
2020-04-18 23:00:00;4;4;0;7;3;0;0;0;0;0
2020-04-18 23:15:00;1;0;0;7;3;0;0;0;0;0
2020-04-18 23:30:00;2;2;0;2;1;0;0;0;0;0
2020-04-18 23:45:00;3;3;0;3;1;0;0;0;0;0
