DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-10-09 00:00:00;14;10;0;0;0;0;0
2020-10-09 00:15:00;20;12;1;1;0;0;0
2020-10-09 00:30:00;15;6;1;1;0;0;0
2020-10-09 00:45:00;14;10;0;0;0;0;0
2020-10-09 01:00:00;16;10;0;0;0;0;0
2020-10-09 01:15:00;10;5;0;0;0;0;0
2020-10-09 01:30:00;10;4;0;0;0;0;0
2020-10-09 01:45:00;9;13;1;1;0;0;0
2020-10-09 02:00:00;6;9;0;0;0;0;0
2020-10-09 02:15:00;16;12;0;0;0;0;0
2020-10-09 02:30:00;9;6;0;0;0;0;0
2020-10-09 02:45:00;6;5;0;0;0;0;0
2020-10-09 03:00:00;7;6;0;0;0;0;0
2020-10-09 03:15:00;7;7;0;0;0;0;0
2020-10-09 03:30:00;4;2;0;0;0;0;0
2020-10-09 03:45:00;9;7;0;0;0;0;0
2020-10-09 04:00:00;14;6;1;1;0;0;0
2020-10-09 04:15:00;13;11;0;0;0;0;0
2020-10-09 04:30:00;14;13;1;1;0;0;0
2020-10-09 04:45:00;19;19;0;0;0;0;0
2020-10-09 05:00:00;27;24;0;0;0;0;0
2020-10-09 05:15:00;65;35;1;1;0;0;0
2020-10-09 05:30:00;98;57;3;3;0;0;0
2020-10-09 05:45:00;99;69;3;3;0;0;0
2020-10-09 06:00:00;93;71;4;4;0;0;0
2020-10-09 06:15:00;105;103;5;5;1;0;0
2020-10-09 06:30:00;155;108;3;3;0;0;0
2020-10-09 06:45:00;193;123;8;8;1;0;0
2020-10-09 07:00:00;158;168;8;8;5;0;0
2020-10-09 07:15:00;205;246;18;18;8;0;0
2020-10-09 07:30:00;207;239;20;20;14;0;0
2020-10-09 07:45:00;243;210;19;19;4;0;0
2020-10-09 08:00:00;260;126;11;11;4;0;0
2020-10-09 08:15:00;199;147;10;10;6;0;0
2020-10-09 08:30:00;172;163;6;6;8;0;0
2020-10-09 08:45:00;193;166;8;8;8;0;0
2020-10-09 09:00:00;193;125;11;11;2;0;0
2020-10-09 09:15:00;197;142;6;6;3;0;0
2020-10-09 09:30:00;195;159;9;9;0;0;0
2020-10-09 09:45:00;196;182;15;15;4;0;0
2020-10-09 10:00:00;167;147;12;12;0;0;0
2020-10-09 10:15:00;227;175;9;9;4;0;0
2020-10-09 10:30:00;195;198;11;11;4;0;0
2020-10-09 10:45:00;228;188;9;9;1;0;0
2020-10-09 11:00:00;182;165;11;11;4;0;0
2020-10-09 11:15:00;190;174;10;10;5;0;0
2020-10-09 11:30:00;243;180;6;6;23;0;0
2020-10-09 11:45:00;179;188;7;7;7;0;0
2020-10-09 12:00:00;228;217;5;5;15;0;0
2020-10-09 12:15:00;234;201;12;12;15;0;0
2020-10-09 12:30:00;225;199;17;17;10;0;0
2020-10-09 12:45:00;245;205;11;11;16;0;0
2020-10-09 13:00:00;226;197;7;7;65;0;0
2020-10-09 13:15:00;268;192;10;10;11;0;0
2020-10-09 13:30:00;238;194;11;11;6;0;0
2020-10-09 13:45:00;239;222;10;10;2;0;0
2020-10-09 14:00:00;246;186;11;11;8;0;0
2020-10-09 14:15:00;226;199;17;17;4;0;0
2020-10-09 14:30:00;229;223;9;9;18;0;0
2020-10-09 14:45:00;232;221;14;14;6;0;0
2020-10-09 15:00:00;229;197;5;5;7;0;0
2020-10-09 15:15:00;217;190;17;17;16;0;0
2020-10-09 15:30:00;232;216;13;13;4;0;0
2020-10-09 15:45:00;228;188;8;8;23;0;0
2020-10-09 16:00:00;202;182;9;9;3;0;0
2020-10-09 16:15:00;220;213;5;5;3;0;0
2020-10-09 16:30:00;245;195;12;12;8;0;0
2020-10-09 16:45:00;194;178;12;12;6;0;0
2020-10-09 17:00:00;237;206;9;9;18;0;0
2020-10-09 17:15:00;255;202;7;7;10;0;0
2020-10-09 17:30:00;241;188;6;6;9;0;0
2020-10-09 17:45:00;221;211;8;8;3;0;0
2020-10-09 18:00:00;216;187;7;7;3;0;0
2020-10-09 18:15:00;196;224;12;12;13;0;0
2020-10-09 18:30:00;203;185;12;12;3;0;0
2020-10-09 18:45:00;192;219;11;11;5;0;0
2020-10-09 19:00:00;190;200;10;10;13;0;0
2020-10-09 19:15:00;176;173;7;7;29;0;0
2020-10-09 19:30:00;157;164;9;9;5;0;0
2020-10-09 19:45:00;148;179;12;12;6;0;0
2020-10-09 20:00:00;136;190;5;5;0;0;0
2020-10-09 20:15:00;131;158;3;3;3;0;0
2020-10-09 20:30:00;91;96;9;9;0;0;0
2020-10-09 20:45:00;89;97;3;3;0;0;0
2020-10-09 21:00:00;114;106;4;4;0;0;0
2020-10-09 21:15:00;108;66;5;5;1;0;0
2020-10-09 21:30:00;86;98;3;3;0;0;0
2020-10-09 21:45:00;76;70;2;2;0;0;0
2020-10-09 22:00:00;99;99;4;4;0;0;0
2020-10-09 22:15:00;84;53;4;4;0;0;0
2020-10-09 22:30:00;80;68;1;1;0;0;0
2020-10-09 22:45:00;61;61;2;2;0;0;0
2020-10-09 23:00:00;78;72;3;3;0;0;0
2020-10-09 23:15:00;60;60;4;4;0;0;0
2020-10-09 23:30:00;83;45;7;7;0;0;0
2020-10-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
