DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-12-22 00:00:00;1;1;0;1;0;0;1;1;0;0;0
2020-12-22 00:15:00;2;3;0;7;1;2;1;3;0;0;0
2020-12-22 00:30:00;2;2;0;2;1;1;0;0;0;0;0
2020-12-22 00:45:00;1;1;0;1;0;1;0;0;0;0;0
2020-12-22 01:00:00;1;1;0;1;0;1;0;0;0;0;0
2020-12-22 01:15:00;0;1;0;1;0;0;1;1;0;0;0
2020-12-22 01:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-22 01:45:00;1;1;0;3;2;3;0;0;0;0;0
2020-12-22 02:00:00;0;0;0;1;0;0;0;0;0;0;0
2020-12-22 02:15:00;2;1;0;1;0;1;0;0;0;0;0
2020-12-22 02:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-22 02:45:00;1;0;0;0;0;0;0;0;0;0;0
2020-12-22 03:00:00;1;0;0;0;0;0;0;0;0;0;0
2020-12-22 03:15:00;1;1;0;0;0;0;0;0;0;0;0
2020-12-22 03:30:00;2;3;0;1;0;1;0;1;0;0;0
2020-12-22 03:45:00;0;0;0;2;0;1;1;1;0;0;0
2020-12-22 04:00:00;0;0;0;1;0;1;0;0;0;0;0
2020-12-22 04:15:00;1;2;0;3;0;3;0;0;0;0;0
2020-12-22 04:30:00;0;0;0;1;1;1;0;0;0;0;0
2020-12-22 04:45:00;7;3;0;2;0;2;0;0;0;0;0
2020-12-22 05:00:00;3;2;0;4;0;3;0;0;0;0;0
2020-12-22 05:15:00;7;2;0;5;2;5;0;5;0;0;0
2020-12-22 05:30:00;3;5;0;6;1;4;2;4;0;0;0
2020-12-22 05:45:00;11;15;0;11;2;4;3;5;0;0;0
2020-12-22 06:00:00;10;14;0;15;3;4;1;5;0;0;0
2020-12-22 06:15:00;28;19;0;22;10;18;2;16;0;0;0
2020-12-22 06:30:00;34;19;0;24;4;14;2;13;0;0;0
2020-12-22 06:45:00;36;35;0;32;16;27;0;26;0;0;0
2020-12-22 07:00:00;31;22;0;25;10;20;2;19;2;0;0
2020-12-22 07:15:00;46;44;0;35;5;24;6;18;0;0;1
2020-12-22 07:30:00;46;36;0;32;4;26;5;15;3;0;0
2020-12-22 07:45:00;56;48;0;29;5;16;2;16;0;1;0
2020-12-22 08:00:00;45;28;0;37;7;25;1;21;0;0;0
2020-12-22 08:15:00;43;42;0;33;7;26;5;16;0;0;0
2020-12-22 08:30:00;28;40;0;44;8;33;3;9;0;0;0
2020-12-22 08:45:00;28;37;0;35;11;26;5;8;0;0;0
2020-12-22 09:00:00;30;31;0;48;8;36;3;6;0;0;0
2020-12-22 09:15:00;34;39;0;42;4;29;5;9;0;0;0
2020-12-22 09:30:00;39;38;0;61;9;47;3;13;0;0;0
2020-12-22 09:45:00;25;30;0;45;7;41;0;7;0;0;0
2020-12-22 10:00:00;27;31;0;46;7;38;3;9;0;0;1
2020-12-22 10:15:00;37;40;0;50;9;39;6;7;0;0;0
2020-12-22 10:30:00;34;34;0;66;12;52;3;17;0;0;0
