DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-02-13 00:00:00;1;0;0;0;0;0;0;0;0
2020-02-13 00:15:00;0;2;0;0;0;0;0;0;0
2020-02-13 00:30:00;1;0;0;0;0;0;0;0;0
2020-02-13 00:45:00;2;0;0;0;0;0;0;0;0
2020-02-13 01:00:00;0;0;0;0;0;0;0;0;0
2020-02-13 01:15:00;0;0;0;0;0;0;0;0;0
2020-02-13 01:30:00;0;0;0;0;0;0;0;0;0
2020-02-13 01:45:00;0;0;0;0;0;0;0;0;0
2020-02-13 02:00:00;0;0;1;0;0;0;0;0;0
2020-02-13 02:15:00;1;0;0;0;0;0;0;0;0
2020-02-13 02:30:00;0;0;0;0;0;0;0;0;0
2020-02-13 02:45:00;0;0;0;0;0;0;0;0;0
2020-02-13 03:00:00;1;0;0;0;0;0;0;0;0
2020-02-13 03:15:00;0;0;0;0;0;0;0;0;0
2020-02-13 03:30:00;0;0;0;0;0;0;0;0;0
2020-02-13 03:45:00;0;0;1;0;0;0;0;0;0
2020-02-13 04:00:00;0;0;0;0;0;0;0;0;0
2020-02-13 04:15:00;0;0;1;0;0;0;0;0;0
2020-02-13 04:30:00;0;0;1;0;0;0;0;0;0
2020-02-13 04:45:00;0;0;2;0;0;0;0;0;0
2020-02-13 05:00:00;2;1;2;0;0;0;0;0;0
2020-02-13 05:15:00;2;0;5;0;0;0;0;0;0
2020-02-13 05:30:00;5;1;5;0;0;0;1;0;0
2020-02-13 05:45:00;11;1;5;1;0;0;1;1;0
2020-02-13 06:00:00;6;3;1;0;0;1;0;0;0
2020-02-13 06:15:00;5;0;1;1;0;0;0;0;0
2020-02-13 06:30:00;5;1;6;3;0;0;1;3;0
2020-02-13 06:45:00;6;10;10;4;0;1;0;0;0
2020-02-13 07:00:00;11;1;7;1;1;1;0;6;0
2020-02-13 07:15:00;10;3;6;3;1;2;4;0;0
2020-02-13 07:30:00;24;16;1;5;4;1;1;2;1
2020-02-13 07:45:00;16;2;6;3;1;0;1;0;0
2020-02-13 08:00:00;16;10;8;7;2;1;1;1;0
2020-02-13 08:15:00;34;3;6;4;1;0;3;2;1
2020-02-13 08:30:00;33;4;18;9;2;1;0;3;0
2020-02-13 08:45:00;39;5;10;12;3;2;2;2;0
2020-02-13 09:00:00;34;6;16;10;3;1;4;0;20
