DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2019-08-07 00:00:00;30;15;4;9;10;12;30;14;11;0;0;0
2019-08-07 00:15:00;23;10;3;8;11;23;26;15;20;0;0;2
2019-08-07 00:30:00;14;6;3;6;14;23;13;23;25;1;0;3
2019-08-07 00:45:00;13;7;2;3;7;13;16;11;11;0;0;1
2019-08-07 01:00:00;13;7;1;2;5;9;14;5;6;0;0;1
2019-08-07 01:15:00;19;8;3;2;8;5;22;8;8;0;0;0
2019-08-07 01:30:00;23;11;2;4;7;4;24;9;4;0;0;0
2019-08-07 01:45:00;13;8;1;2;7;6;11;6;5;2;1;0
2019-08-07 02:00:00;7;2;0;2;1;3;8;2;4;3;0;0
2019-08-07 02:15:00;16;8;0;0;2;6;16;5;7;2;0;0
2019-08-07 02:30:00;9;6;0;2;1;3;11;1;3;0;0;1
2019-08-07 02:45:00;4;3;3;3;6;7;4;7;9;2;0;0
2019-08-07 03:00:00;11;6;0;1;5;9;13;5;6;0;0;0
2019-08-07 03:15:00;9;4;2;2;3;7;9;6;9;2;0;0
2019-08-07 03:30:00;14;8;1;4;4;6;13;4;6;0;0;1
2019-08-07 03:45:00;12;9;0;0;3;9;12;4;7;1;0;0
2019-08-07 04:00:00;13;4;0;0;9;6;13;9;6;0;0;1
2019-08-07 04:15:00;20;8;0;1;3;7;18;4;7;0;0;2
2019-08-07 04:30:00;24;11;1;2;11;13;26;13;13;1;0;1
2019-08-07 04:45:00;30;18;2;0;17;10;28;18;16;0;0;1
2019-08-07 05:00:00;40;16;1;1;41;41;46;42;37;0;0;3
2019-08-07 05:15:00;52;12;5;4;59;63;57;63;55;1;0;5
2019-08-07 05:30:00;88;21;5;3;69;102;87;62;89;2;1;3
2019-08-07 05:45:00;129;24;5;8;63;94;138;58;82;0;0;6
2019-08-07 06:00:00;163;25;7;8;60;89;163;60;80;2;0;5
2019-08-07 06:15:00;125;33;8;19;87;121;131;78;121;0;0;6
2019-08-07 06:30:00;173;33;9;10;108;148;185;106;140;2;0;13
2019-08-07 06:45:00;185;38;9;11;128;179;200;113;153;0;0;11
2019-08-07 07:00:00;138;32;7;9;111;153;141;92;144;2;1;11
2019-08-07 07:15:00;162;34;14;15;123;187;181;116;168;2;1;17
2019-08-07 07:30:00;173;35;17;20;116;205;195;114;195;1;0;13
2019-08-07 07:45:00;199;36;24;21;121;169;227;119;153;2;0;11
2019-08-07 08:00:00;154;38;14;21;99;170;184;111;155;1;1;9
2019-08-07 08:15:00;164;38;14;22;120;142;193;98;135;1;0;5
2019-08-07 08:30:00;199;34;20;28;111;170;198;104;149;4;1;3
2019-08-07 08:45:00;161;31;32;30;101;154;176;111;141;3;0;3
2019-08-07 09:00:00;146;37;25;29;86;140;164;106;126;3;1;2
2019-08-07 09:15:00;176;31;18;39;71;136;201;86;137;4;0;4
2019-08-07 09:30:00;163;34;32;33;84;136;188;102;130;1;1;4
2019-08-07 09:45:00;183;47;30;31;82;147;202;97;142;1;1;5
2019-08-07 10:00:00;168;39;26;42;98;125;192;100;134;0;2;2
2019-08-07 10:15:00;190;27;35;47;102;138;201;97;135;2;2;4
2019-08-07 10:30:00;194;35;34;54;75;125;226;88;125;3;0;3
2019-08-07 10:45:00;203;37;40;52;83;142;230;115;131;3;2;4
2019-08-07 11:00:00;193;26;32;48;89;135;208;104;132;1;3;2
2019-08-07 11:15:00;204;41;29;48;82;132;218;96;135;3;0;5
2019-08-07 11:30:00;213;38;33;57;78;141;236;97;134;3;2;4
2019-08-07 11:45:00;216;29;27;60;88;118;234;102;128;2;4;4
2019-08-07 12:00:00;197;35;31;48;58;113;215;75;113;3;1;3
2019-08-07 12:15:00;230;33;31;52;74;143;251;98;124;2;2;4
2019-08-07 12:30:00;221;31;36;67;84;134;217;102;134;1;4;11
2019-08-07 12:45:00;206;32;32;62;73;126;214;106;134;1;1;6
2019-08-07 13:00:00;207;29;51;68;98;143;214;125;146;1;6;4
2019-08-07 13:15:00;221;26;26;45;90;135;200;106;129;1;3;4
2019-08-07 13:30:00;238;30;31;52;106;150;252;125;143;2;3;3
2019-08-07 13:45:00;240;32;26;68;95;153;260;113;143;4;2;5
2019-08-07 14:00:00;247;30;32;59;84;129;261;108;124;2;5;6
2019-08-07 14:15:00;274;27;26;47;88;155;283;105;151;2;1;3
2019-08-07 14:30:00;248;30;32;66;71;142;264;96;131;4;4;5
2019-08-07 14:45:00;241;17;27;77;82;148;255;96;132;1;5;8
2019-08-07 15:00:00;242;14;34;82;70;124;247;102;121;0;2;4
