DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-03-31 00:00:00;2;2;0;0;7;2;0;7;5;0;0
2020-03-31 00:15:00;6;1;2;0;3;1;0;4;2;0;0
2020-03-31 00:30:00;4;4;0;0;15;5;0;14;10;0;0
2020-03-31 00:45:00;5;4;1;0;1;2;0;1;2;0;0
2020-03-31 01:00:00;2;3;1;0;6;4;0;6;3;0;0
2020-03-31 01:15:00;6;5;0;0;3;2;0;1;1;0;0
2020-03-31 01:30:00;8;4;0;0;3;2;0;2;3;0;0
2020-03-31 01:45:00;1;3;0;0;2;0;0;2;2;0;0
2020-03-31 02:00:00;7;7;3;0;3;2;0;3;3;0;0
2020-03-31 02:15:00;5;4;0;0;1;2;0;1;2;0;0
2020-03-31 02:30:00;7;7;0;0;3;5;0;5;4;0;0
2020-03-31 02:45:00;10;8;0;0;2;2;0;1;1;0;0
2020-03-31 03:00:00;2;1;1;1;7;4;0;7;4;0;0
2020-03-31 03:15:00;4;4;1;0;3;2;0;3;2;1;0
2020-03-31 03:30:00;4;2;0;0;7;6;0;6;5;0;0
2020-03-31 03:45:00;3;4;0;1;4;1;0;3;2;0;0
2020-03-31 04:00:00;6;6;0;1;4;5;0;3;4;0;0
2020-03-31 04:15:00;10;10;2;0;5;3;0;5;7;0;0
2020-03-31 04:30:00;10;7;0;0;4;2;0;4;3;0;0
2020-03-31 04:45:00;14;16;0;0;3;2;0;3;2;0;0
2020-03-31 05:00:00;16;7;0;2;14;4;0;14;10;0;0
2020-03-31 05:15:00;21;15;1;1;16;5;0;15;7;0;0
2020-03-31 05:30:00;53;46;6;3;26;18;0;25;20;0;0
2020-03-31 05:45:00;49;56;8;3;51;21;1;53;25;0;0
2020-03-31 06:00:00;46;51;12;7;46;23;1;47;27;0;0
2020-03-31 06:15:00;48;52;15;5;66;30;2;65;47;0;0
2020-03-31 06:30:00;64;89;27;14;77;50;3;79;50;0;29
2020-03-31 06:45:00;76;78;10;3;82;68;4;89;85;0;2
2020-03-31 07:00:00;54;67;9;2;94;79;4;87;85;1;1
2020-03-31 07:15:00;61;65;7;3;69;72;5;67;82;3;3
2020-03-31 07:30:00;50;66;9;9;85;82;3;82;86;0;6
2020-03-31 07:45:00;52;88;13;20;87;91;4;81;90;2;0
2020-03-31 08:00:00;53;57;5;7;71;74;5;71;81;0;4
2020-03-31 08:15:00;58;54;6;9;59;48;1;61;53;4;1
2020-03-31 08:30:00;49;60;11;6;56;50;6;59;55;3;5
2020-03-31 08:45:00;51;50;8;5;53;42;2;54;49;5;0
2020-03-31 09:00:00;34;39;5;11;46;35;4;50;40;2;3
2020-03-31 09:15:00;50;57;8;10;54;34;2;47;45;2;5
2020-03-31 09:30:00;49;44;1;6;66;33;5;61;47;0;4
2020-03-31 09:45:00;61;63;9;15;54;54;7;53;59;7;8
2020-03-31 10:00:00;56;50;11;11;50;44;4;43;55;0;1
2020-03-31 10:15:00;47;67;11;8;62;59;10;66;69;3;2
2020-03-31 10:30:00;59;57;9;6;70;44;5;64;57;5;0
2020-03-31 10:45:00;58;59;6;4;53;50;8;48;57;0;39
2020-03-31 11:00:00;55;47;6;12;58;45;6;57;51;2;6
2020-03-31 11:15:00;52;51;8;4;51;42;7;48;52;4;5
2020-03-31 11:30:00;46;50;6;10;57;41;0;56;45;3;18
2020-03-31 11:45:00;61;45;6;5;70;57;7;64;64;8;5
2020-03-31 12:00:00;48;41;8;8;63;61;6;58;60;4;39
2020-03-31 12:15:00;76;67;7;8;51;41;4;53;49;2;0
2020-03-31 12:30:00;46;73;6;7;55;47;2;55;50;3;13
2020-03-31 12:45:00;63;66;8;3;57;42;3;56;48;3;7
2020-03-31 13:00:00;63;58;7;10;58;57;4;52;68;1;29
2020-03-31 13:15:00;54;63;7;25;49;49;4;51;49;4;3
2020-03-31 13:30:00;60;69;8;5;58;49;7;57;54;4;7
2020-03-31 13:45:00;51;47;6;7;57;47;2;51;53;4;4
2020-03-31 14:00:00;58;50;8;8;64;71;7;64;68;5;1
2020-03-31 14:15:00;71;89;11;10;81;68;4;75;63;6;6
2020-03-31 14:30:00;55;75;5;12;73;73;10;71;77;3;11
2020-03-31 14:45:00;57;64;6;9;49;64;3;45;72;3;6
2020-03-31 15:00:00;57;76;12;9;49;48;2;46;51;1;2
2020-03-31 15:15:00;61;59;3;11;58;72;10;57;76;4;8
2020-03-31 15:30:00;68;65;16;12;50;53;7;54;54;7;0
2020-03-31 15:45:00;59;67;5;12;72;64;8;75;65;10;18
2020-03-31 16:00:00;69;83;9;13;63;70;11;68;75;9;8
2020-03-31 16:15:00;55;74;7;20;63;72;8;60;72;10;8
2020-03-31 16:30:00;63;81;10;36;71;76;3;60;86;14;13
2020-03-31 16:45:00;48;75;11;28;54;65;6;58;69;5;17
2020-03-31 17:00:00;71;76;10;21;69;86;4;64;84;5;14
2020-03-31 17:15:00;57;67;10;11;65;61;3;60;60;2;15
2020-03-31 17:30:00;55;64;6;6;70;61;1;65;69;1;30
2020-03-31 17:45:00;53;60;12;9;50;42;2;47;45;0;9
2020-03-31 18:00:00;46;51;2;4;57;56;1;55;56;1;0
2020-03-31 18:15:00;37;39;5;26;45;36;2;48;41;0;5
2020-03-31 18:30:00;36;38;1;5;47;38;3;42;39;0;3
2020-03-31 18:45:00;25;33;5;1;40;30;1;36;33;0;2
2020-03-31 19:00:00;21;33;2;5;39;31;1;33;32;0;11
2020-03-31 19:15:00;27;22;0;2;28;20;1;27;22;0;10
2020-03-31 19:30:00;20;19;1;3;29;26;0;28;28;0;0
2020-03-31 19:45:00;14;20;3;2;33;31;2;32;36;0;2
2020-03-31 20:00:00;21;24;0;1;40;26;2;34;31;0;0
2020-03-31 20:15:00;17;13;1;0;28;30;1;26;30;0;1
2020-03-31 20:30:00;15;17;2;1;25;21;2;24;24;0;0
2020-03-31 20:45:00;5;11;0;0;18;15;0;15;14;0;0
2020-03-31 21:00:00;9;11;5;2;19;14;1;19;16;0;0
2020-03-31 21:15:00;11;10;0;2;15;13;1;13;16;0;0
2020-03-31 21:30:00;12;12;0;0;18;12;0;18;14;0;0
2020-03-31 21:45:00;8;8;2;0;13;10;0;14;8;0;0
2020-03-31 22:00:00;6;7;0;0;26;13;0;25;15;0;0
2020-03-31 22:15:00;8;3;0;0;20;11;0;19;9;0;0
2020-03-31 22:30:00;12;5;1;1;15;7;0;16;6;0;0
2020-03-31 22:45:00;6;3;0;2;13;9;0;15;11;0;0
2020-03-31 23:00:00;7;9;2;1;9;5;0;7;6;0;0
2020-03-31 23:15:00;4;5;0;0;12;4;0;9;6;0;0
2020-03-31 23:30:00;3;3;0;0;9;5;0;8;4;0;0
