DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-03-21 00:00:00;3;1;0;7;0;10;0;0;0
2020-03-21 00:15:00;2;1;0;5;0;14;1;0;0
2020-03-21 00:30:00;2;1;0;5;0;12;1;0;0
2020-03-21 00:45:00;3;2;0;3;0;13;1;0;0
2020-03-21 01:00:00;4;4;0;6;0;12;0;0;0
2020-03-21 01:15:00;1;2;0;6;0;14;1;0;0
2020-03-21 01:30:00;1;1;0;5;0;12;1;0;0
2020-03-21 01:45:00;1;0;0;4;0;14;1;0;0
2020-03-21 02:00:00;3;2;0;6;0;12;1;0;0
2020-03-21 02:15:00;2;1;0;5;0;14;1;0;0
2020-03-21 02:30:00;2;0;0;0;0;12;0;0;0
2020-03-21 02:45:00;1;1;0;0;0;13;1;0;0
2020-03-21 03:00:00;1;3;0;7;0;12;1;0;0
2020-03-21 03:15:00;2;2;0;8;0;14;1;0;0
2020-03-21 03:30:00;3;1;0;1;0;12;0;0;0
2020-03-21 03:45:00;4;1;0;7;0;14;1;0;0
2020-03-21 04:00:00;2;2;0;5;0;12;1;0;0
2020-03-21 04:15:00;2;2;0;3;0;13;1;0;0
2020-03-21 04:30:00;2;0;0;5;0;12;1;0;0
2020-03-21 04:45:00;9;1;0;3;0;14;1;0;0
2020-03-21 05:00:00;6;1;0;9;0;9;0;0;0
2020-03-21 05:15:00;15;4;0;17;0;11;1;0;0
2020-03-21 05:30:00;16;7;2;50;0;9;0;0;0
2020-03-21 05:45:00;33;9;0;47;0;14;1;0;0
2020-03-21 06:00:00;32;6;1;20;0;12;1;0;0
2020-03-21 06:15:00;23;7;2;16;0;13;1;0;0
2020-03-21 06:30:00;20;4;1;19;0;12;0;0;0
2020-03-21 06:45:00;17;7;2;20;0;14;1;0;0
2020-03-21 07:00:00;10;1;2;16;0;12;1;0;0
2020-03-21 07:15:00;16;3;4;14;0;13;1;0;0
2020-03-21 07:30:00;18;7;4;25;0;13;1;0;0
2020-03-21 07:45:00;19;2;5;31;0;13;0;0;0
2020-03-21 08:00:00;24;4;5;23;0;13;1;0;0
2020-03-21 08:15:00;11;6;7;32;0;13;1;0;0
2020-03-21 08:30:00;22;1;5;30;0;9;0;0;0
2020-03-21 08:45:00;27;6;5;28;0;10;1;0;0
2020-03-21 09:00:00;26;9;3;31;0;9;0;0;0
2020-03-21 09:15:00;32;10;2;42;0;10;0;0;0
2020-03-21 09:30:00;33;9;1;35;0;10;1;0;0
2020-03-21 09:45:00;38;6;2;28;0;10;0;0;0
2020-03-21 10:00:00;34;8;4;31;0;9;1;0;0
2020-03-21 10:15:00;26;6;3;38;0;10;1;0;0
2020-03-21 10:30:00;34;7;3;34;0;10;0;0;0
2020-03-21 10:45:00;35;4;2;45;0;10;1;0;0
2020-03-21 11:00:00;24;6;5;25;0;9;0;0;0
2020-03-21 11:15:00;32;2;4;29;0;10;0;0;0
2020-03-21 11:30:00;44;7;3;35;0;10;1;0;0
2020-03-21 11:45:00;42;4;2;32;10;10;0;0;0
2020-03-21 12:00:00;30;9;4;46;0;10;1;0;0
2020-03-21 12:15:00;44;3;3;43;0;10;1;0;0
2020-03-21 12:30:00;39;8;2;39;0;10;0;0;0
2020-03-21 12:45:00;29;7;2;37;0;10;1;0;0
2020-03-21 13:00:00;39;10;4;39;0;10;1;0;0
2020-03-21 13:15:00;39;7;3;36;0;10;0;0;0
2020-03-21 13:30:00;46;14;4;28;0;10;1;0;0
2020-03-21 13:45:00;43;0;0;28;0;10;0;0;0
2020-03-21 14:00:00;48;4;2;41;0;10;1;0;0
2020-03-21 14:15:00;32;6;5;31;0;10;1;0;0
2020-03-21 14:30:00;34;5;2;37;0;10;0;0;0
2020-03-21 14:45:00;33;6;1;21;1;10;1;0;0
2020-03-21 15:00:00;32;4;1;27;0;10;1;0;0
2020-03-21 15:15:00;48;8;3;29;0;10;0;0;0
2020-03-21 15:30:00;21;3;2;28;0;10;1;0;0
2020-03-21 15:45:00;30;5;1;30;0;10;0;0;0
2020-03-21 16:00:00;27;4;5;38;0;10;1;0;0
2020-03-21 16:15:00;32;2;4;30;0;10;1;0;0
2020-03-21 16:30:00;24;3;0;27;0;10;0;0;0
2020-03-21 16:45:00;22;1;1;24;0;10;1;0;0
2020-03-21 17:00:00;24;5;1;29;0;9;1;0;0
2020-03-21 17:15:00;29;6;2;29;0;10;0;0;0
2020-03-21 17:30:00;19;7;1;25;0;10;1;0;0
2020-03-21 17:45:00;30;2;1;30;0;10;0;0;0
2020-03-21 18:00:00;27;6;2;31;0;9;1;0;0
2020-03-21 18:15:00;20;7;1;30;0;11;1;0;0
2020-03-21 18:30:00;27;3;0;21;0;9;0;0;0
2020-03-21 18:45:00;18;4;0;26;0;11;1;0;0
2020-03-21 19:00:00;24;9;0;15;0;9;1;0;0
2020-03-21 19:15:00;22;4;0;23;0;11;0;0;0
2020-03-21 19:30:00;23;2;0;18;0;9;1;0;0
2020-03-21 19:45:00;20;3;0;29;0;11;0;0;0
2020-03-21 20:00:00;15;2;1;12;0;11;1;0;0
2020-03-21 20:15:00;14;2;0;12;0;14;1;0;0
2020-03-21 20:30:00;12;0;0;14;0;12;1;0;0
2020-03-21 20:45:00;13;1;0;7;0;13;0;0;0
2020-03-21 21:00:00;5;0;0;9;0;12;1;0;0
2020-03-21 21:15:00;7;1;0;6;0;14;1;0;0
2020-03-21 21:30:00;7;0;0;14;0;12;1;0;0
2020-03-21 21:45:00;5;0;0;8;0;14;1;0;0
2020-03-21 22:00:00;5;3;2;8;0;12;0;0;0
2020-03-21 22:15:00;7;2;0;7;0;13;1;0;0
2020-03-21 22:30:00;7;3;0;5;0;12;1;0;0
2020-03-21 22:45:00;4;0;0;3;0;14;1;0;0
2020-03-21 23:00:00;3;2;1;7;0;12;1;0;0
2020-03-21 23:15:00;3;1;0;3;0;14;0;0;0
2020-03-21 23:30:00;7;1;0;2;0;12;1;0;0
2020-03-21 23:45:00;1;2;0;5;0;14;1;0;0
