DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-06-04 00:00:00;7;15;7;4;3;8;4;1;1
2020-06-04 00:15:00;19;16;13;7;2;6;4;2;3
2020-06-04 00:30:00;9;7;8;3;1;7;5;1;1
2020-06-04 00:45:00;6;10;6;3;3;10;8;0;0
2020-06-04 01:00:00;6;9;8;1;2;11;10;0;1
2020-06-04 01:15:00;4;7;7;3;0;8;2;1;1
2020-06-04 01:30:00;3;2;3;3;1;6;4;0;1
2020-06-04 01:45:00;7;4;4;1;0;5;2;0;0
2020-06-04 02:00:00;2;1;1;1;0;7;2;1;1
2020-06-04 02:15:00;3;5;4;2;1;8;6;0;1
2020-06-04 02:30:00;3;6;4;3;2;4;2;0;0
2020-06-04 02:45:00;3;5;5;3;4;10;3;0;0
2020-06-04 03:00:00;5;5;3;1;1;7;3;1;2
2020-06-04 03:15:00;1;6;4;3;3;7;3;2;2
2020-06-04 03:30:00;1;3;1;1;1;8;1;1;1
2020-06-04 03:45:00;9;7;7;2;3;7;5;0;0
2020-06-04 04:00:00;5;9;15;5;4;9;12;0;0
2020-06-04 04:15:00;4;9;8;5;4;5;11;0;0
2020-06-04 04:30:00;6;7;6;5;3;19;8;1;0
2020-06-04 04:45:00;18;8;4;1;2;20;10;0;1
2020-06-04 05:00:00;37;11;12;3;2;23;11;1;1
2020-06-04 05:15:00;45;24;25;5;2;36;16;2;2
2020-06-04 05:30:00;24;15;29;7;2;30;27;3;7
2020-06-04 05:45:00;54;36;50;7;2;66;43;5;11
2020-06-04 06:00:00;16;11;16;6;1;29;21;1;2
2020-06-04 06:15:00;7;5;10;2;0;14;8;1;2
2020-06-04 06:30:00;63;52;72;10;8;89;80;13;20
2020-06-04 06:45:00;100;111;84;12;10;86;72;8;12
2020-06-04 07:00:00;77;101;83;12;12;78;58;4;11
2020-06-04 07:15:00;91;104;82;17;10;70;72;10;16
2020-06-04 07:30:00;104;121;69;11;11;88;79;8;15
2020-06-04 07:45:00;79;85;60;17;8;79;75;11;18
2020-06-04 08:00:00;93;98;73;18;14;80;89;49;18
2020-06-04 08:30:00;98;91;79;21;9;62;118;11;14
2020-06-04 08:45:00;78;89;73;20;17;85;54;4;13
2020-06-04 09:00:00;59;49;69;12;11;94;85;9;16
2020-06-04 09:15:00;82;84;71;15;11;91;63;10;12
2020-06-04 09:30:00;96;90;81;18;11;84;62;12;18
2020-06-04 09:45:00;96;100;88;20;10;102;78;13;17
2020-06-04 10:00:00;71;94;90;20;10;123;88;11;11
2020-06-04 10:15:00;82;97;82;20;15;100;83;8;10
2020-06-04 10:30:00;91;94;70;21;10;103;77;10;11
2020-06-04 10:45:00;94;104;93;17;10;94;101;16;22
2020-06-04 11:00:00;81;105;117;23;10;94;82;8;13
2020-06-04 11:15:00;100;120;95;29;10;117;74;76;21
2020-06-04 11:30:00;109;106;97;28;11;113;80;16;27
2020-06-04 11:45:00;89;99;103;26;11;111;95;10;21
