DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-11-14 00:00:00;10;4;2;6;3;4;10;1
2019-11-14 00:15:00;3;2;1;9;3;2;11;3
2019-11-14 00:30:00;4;4;1;0;2;4;9;7
2019-11-14 00:45:00;4;3;3;2;3;1;6;4
2019-11-14 01:00:00;4;1;1;4;2;3;13;1
2019-11-14 01:15:00;1;0;0;1;2;0;1;3
2019-11-14 01:30:00;4;3;1;3;0;3;1;2
2019-11-14 01:45:00;4;3;2;3;2;0;1;1
2019-11-14 02:00:00;3;1;0;0;1;0;3;2
2019-11-14 02:15:00;2;3;0;0;0;0;6;1
2019-11-14 02:30:00;3;0;0;0;0;1;1;0
2019-11-14 02:45:00;0;0;0;3;4;1;1;0
2019-11-14 03:00:00;2;0;1;0;0;0;2;0
2019-11-14 03:15:00;2;1;0;0;3;1;4;1
2019-11-14 03:30:00;4;2;0;0;3;0;2;0
2019-11-14 03:45:00;0;2;1;1;1;0;2;1
2019-11-14 04:00:00;1;1;2;0;1;1;3;1
2019-11-14 04:15:00;6;2;2;1;1;4;4;2
2019-11-14 04:30:00;3;3;3;1;3;2;11;0
2019-11-14 04:45:00;9;15;10;6;4;4;9;2
2019-11-14 05:00:00;6;19;30;11;5;19;11;5
2019-11-14 05:15:00;21;34;75;10;4;38;41;14
2019-11-14 05:30:00;25;47;70;20;16;28;50;12
2019-11-14 05:45:00;48;44;88;53;30;22;42;16
2019-11-14 06:00:00;36;42;56;50;26;25;32;24
2019-11-14 06:15:00;45;44;65;27;26;26;31;28
2019-11-14 06:30:00;69;40;127;25;21;33;48;39
2019-11-14 06:45:00;57;52;108;26;62;54;64;52
2019-11-14 07:00:00;82;60;108;25;32;40;55;49
2019-11-14 07:15:00;106;76;96;28;53;66;71;56
2019-11-14 07:30:00;143;94;116;27;57;61;84;72
2019-11-14 07:45:00;142;110;97;29;71;70;81;71
2019-11-14 08:00:00;101;79;118;31;47;56;74;57
2019-11-14 08:15:00;77;64;89;27;44;47;92;79
2019-11-14 08:30:00;72;59;82;36;29;45;56;36
2019-11-14 08:45:00;63;52;47;30;30;47;56;44
2019-11-14 09:00:00;60;50;31;25;54;45;51;42
2019-11-14 09:15:00;75;52;42;29;67;27;55;44
2019-11-14 09:30:00;61;49;35;33;39;25;60;39
2019-11-14 09:45:00;70;44;30;33;33;27;58;49
2019-11-14 10:00:00;71;32;33;35;57;31;65;33
2019-11-14 10:15:00;69;36;34;36;52;37;62;31
2019-11-14 10:30:00;65;42;27;30;33;31;60;47
2019-11-14 10:45:00;70;43;37;38;31;36;61;47
2019-11-14 11:00:00;64;53;31;27;32;40;71;51
2019-11-14 11:15:00;71;48;28;31;44;36;54;46
2019-11-14 11:30:00;46;37;27;34;32;28;67;36
2019-11-14 11:45:00;64;43;33;28;31;33;71;43
2019-11-14 12:00:00;64;48;36;42;24;50;85;79
2019-11-14 12:15:00;63;58;31;36;37;36;66;58
2019-11-14 12:30:00;63;55;45;37;49;31;72;34
2019-11-14 12:45:00;78;49;27;50;45;57;71;54
2019-11-14 13:00:00;65;53;40;41;38;51;80;62
2019-11-14 13:15:00;69;55;47;36;30;51;92;53
2019-11-14 13:30:00;62;53;62;30;52;51;67;46
2019-11-14 13:45:00;75;68;61;37;50;46;69;61
2019-11-14 14:00:00;61;64;36;61;62;44;83;65
2019-11-14 14:15:00;78;69;39;76;63;36;69;44
2019-11-14 14:30:00;79;78;31;70;106;44;75;45
2019-11-14 14:45:00;87;81;43;67;72;38;68;55
2019-11-14 15:00:00;79;66;21;72;78;37;93;66
2019-11-14 15:15:00;68;65;28;72;74;42;100;74
2019-11-14 15:30:00;106;85;24;92;95;58;88;74
2019-11-14 15:45:00;96;83;35;67;106;57;108;100
2019-11-14 16:00:00;119;112;30;74;120;65;104;78
2019-11-14 16:15:00;97;98;41;56;85;60;111;91
2019-11-14 16:30:00;103;97;28;70;66;66;107;89
2019-11-14 16:45:00;107;92;33;61;121;44;103;84
2019-11-14 17:00:00;88;91;38;62;65;60;94;87
2019-11-14 17:15:00;97;87;28;81;83;67;84;72
2019-11-14 17:30:00;64;56;28;72;58;54;65;63
2019-11-14 17:45:00;77;64;35;86;59;31;77;57
2019-11-14 18:00:00;77;71;33;71;59;46;63;38
