DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2019-10-29 00:00:00;2;6;0;1;1;4;0;2;8;3;0;0;1;2;0;0;0;0;0;0;0
2019-10-29 00:15:00;2;6;3;1;1;3;3;0;9;8;3;1;3;2;0;0;0;0;0;0;0
2019-10-29 00:30:00;2;6;4;4;2;2;1;2;3;7;0;1;2;1;0;0;0;0;0;0;0
2019-10-29 00:45:00;4;5;2;1;1;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 01:00:00;4;3;2;2;1;0;0;0;6;6;0;2;1;1;2;0;0;0;0;0;0
2019-10-29 01:15:00;4;3;0;0;0;1;0;0;3;1;1;1;0;1;1;0;0;0;0;0;0
2019-10-29 01:30:00;2;7;1;0;0;1;1;0;3;2;0;0;0;1;1;0;0;0;0;0;0
2019-10-29 01:45:00;6;2;3;0;0;0;0;2;0;3;3;1;0;4;0;0;0;0;0;0;0
2019-10-29 02:00:00;5;8;3;0;0;0;0;0;5;3;0;2;3;0;1;0;0;0;0;0;0
2019-10-29 02:15:00;2;3;0;0;0;0;0;0;1;1;0;0;0;5;1;0;0;0;0;0;0
2019-10-29 02:30:00;4;10;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
2019-10-29 02:45:00;2;2;0;0;2;0;1;0;1;1;0;0;2;0;0;0;0;0;0;0;0
2019-10-29 03:00:00;2;3;1;0;1;2;0;0;8;2;1;0;2;3;0;0;0;0;0;0;0
2019-10-29 03:15:00;2;6;0;0;0;0;0;0;0;2;0;0;1;2;0;0;0;0;0;0;0
2019-10-29 03:30:00;2;3;3;0;2;3;0;0;2;2;1;0;3;0;1;0;0;0;0;0;0
2019-10-29 03:45:00;2;7;1;2;0;0;0;0;5;5;0;0;0;0;1;0;0;0;0;0;0
2019-10-29 04:00:00;3;5;1;0;1;0;0;0;1;3;0;0;1;8;1;0;0;0;0;0;0
2019-10-29 04:15:00;4;4;0;0;0;1;0;0;1;2;0;0;2;4;0;0;0;0;0;0;0
2019-10-29 04:30:00;9;10;0;1;2;2;0;0;8;3;0;1;4;4;1;0;0;0;0;0;0
2019-10-29 04:45:00;4;8;1;0;3;9;4;0;6;8;0;1;2;5;2;0;0;0;0;0;0
2019-10-29 05:00:00;14;16;6;2;3;5;3;2;13;14;5;2;2;9;5;0;0;0;0;0;0
2019-10-29 05:15:00;11;17;8;3;5;15;3;1;13;14;15;6;7;4;5;0;0;0;0;0;0
2019-10-29 05:30:00;49;30;17;5;14;33;6;1;27;24;22;7;15;10;6;0;0;0;0;1;0
2019-10-29 05:45:00;61;46;22;11;15;32;2;2;29;42;10;14;18;12;22;0;0;0;0;0;0
2019-10-29 06:00:00;49;34;29;4;6;32;8;5;23;34;18;12;39;21;16;0;0;0;0;0;0
2019-10-29 06:15:00;57;50;37;8;17;29;7;1;48;62;18;13;36;16;20;1;0;0;0;0;0
