2020-12-23 00:00:00;3;1;2;1;0;1
2020-12-23 00:15:00;4;1;1;0;0;2
2020-12-23 00:30:00;5;2;3;1;0;0
2020-12-23 00:45:00;3;1;5;1;0;1
2020-12-23 01:00:00;3;0;4;2;0;1
2020-12-23 01:15:00;1;1;2;4;1;1
2020-12-23 01:30:00;2;1;0;1;0;1
2020-12-23 01:45:00;3;0;1;3;0;1
2020-12-23 02:00:00;2;0;7;2;0;0
2020-12-23 02:15:00;2;1;4;2;0;3
2020-12-23 02:30:00;3;1;0;1;0;0
2020-12-23 02:45:00;2;2;1;1;0;1
2020-12-23 03:00:00;6;1;1;5;0;1
2020-12-23 03:15:00;3;1;3;2;0;1
2020-12-23 03:30:00;6;0;3;1;0;0
2020-12-23 03:45:00;0;0;3;4;1;0
2020-12-23 04:00:00;2;1;2;2;0;0
2020-12-23 04:15:00;4;2;3;5;0;1
2020-12-23 04:30:00;13;3;3;13;0;4
2020-12-23 04:45:00;19;3;7;12;1;1
2020-12-23 05:00:00;16;10;11;20;1;1
2020-12-23 05:15:00;30;19;8;25;0;3
2020-12-23 05:30:00;59;42;14;40;6;11
2020-12-23 05:45:00;48;38;15;29;0;6
2020-12-23 06:00:00;29;22;12;21;2;6
2020-12-23 06:15:00;48;38;21;35;1;6
2020-12-23 06:30:00;48;35;29;40;1;17
2020-12-23 06:45:00;69;32;28;43;0;9
2020-12-23 07:00:00;57;55;28;57;8;8
2020-12-23 07:15:00;71;41;32;60;12;20
2020-12-23 07:30:00;76;60;39;68;10;26
2020-12-23 07:45:00;82;66;33;64;10;27
2020-12-23 08:00:00;73;46;47;61;8;23
2020-12-23 08:15:00;68;57;39;65;14;28
2020-12-23 08:30:00;76;61;29;69;16;32
2020-12-23 08:45:00;104;77;43;93;17;35
2020-12-23 09:00:00;78;61;48;85;14;42
2020-12-23 09:15:00;107;72;66;95;19;44
2020-12-23 09:30:00;105;84;60;100;14;41
2020-12-23 09:45:00;130;99;65;114;22;57
2020-12-23 10:00:00;129;87;68;112;18;38
2020-12-23 10:15:00;134;116;83;122;24;52
2020-12-23 10:30:00;130;114;67;119;14;50
2020-12-23 10:45:00;130;106;74;120;24;53
2020-12-23 11:00:00;126;110;79;130;21;58
2020-12-23 11:15:00;142;110;90;123;14;59
2020-12-23 11:30:00;131;100;86;124;26;42
2020-12-23 11:45:00;145;125;77;143;31;61
2020-12-23 12:00:00;130;108;69;130;27;56
2020-12-23 12:15:00;141;110;82;128;21;61
2020-12-23 12:30:00;139;95;77;136;15;59
2020-12-23 12:45:00;139;104;86;131;31;51
2020-12-23 13:00:00;119;106;85;108;19;56
2020-12-23 13:15:00;131;123;94;158;27;55
2020-12-23 13:30:00;133;124;77;152;19;52
2020-12-23 13:45:00;118;114;84;143;24;56
2020-12-23 14:00:00;137;112;81;129;20;66
2020-12-23 14:15:00;132;97;108;127;21;56
2020-12-23 14:30:00;124;119;81;139;23;75
2020-12-23 14:45:00;129;124;90;131;24;51
2020-12-23 15:00:00;126;102;90;134;23;63
2020-12-23 15:15:00;146;122;96;154;25;53
2020-12-23 15:30:00;146;119;71;131;19;72
2020-12-23 15:45:00;131;92;92;140;16;58
2020-12-23 16:00:00;131;100;67;117;25;57
2020-12-23 16:15:00;130;99;81;134;20;71
2020-12-23 16:30:00;135;116;81;141;17;55
2020-12-23 16:45:00;118;100;84;130;15;64
2020-12-23 17:00:00;141;87;71;131;18;46
2020-12-23 17:15:00;115;82;66;115;14;56
2020-12-23 17:30:00;128;93;64;103;16;53
2020-12-23 17:45:00;116;74;55;92;13;49
2020-12-23 18:00:00;94;67;54;87;16;54
2020-12-23 18:15:00;97;81;47;98;13;49
2020-12-23 18:30:00;84;52;42;92;13;35
2020-12-23 18:45:00;91;55;39;80;17;39
2020-12-23 19:00:00;86;46;36;72;13;35
2020-12-23 19:15:00;63;46;33;71;13;33
2020-12-23 19:30:00;60;47;32;55;7;30
2020-12-23 19:45:00;58;35;29;60;5;26
2020-12-23 20:00:00;62;40;35;61;4;20
2020-12-23 20:15:00;61;30;38;56;5;13
2020-12-23 20:30:00;62;38;31;51;7;23
2020-12-23 20:45:00;64;34;29;39;5;10
2020-12-23 21:00:00;33;13;9;29;4;3
2020-12-23 21:15:00;14;5;13;18;1;3
2020-12-23 21:30:00;16;8;10;9;0;3
2020-12-23 21:45:00;12;4;11;15;0;1
2020-12-23 22:00:00;14;5;7;15;1;3
2020-12-23 22:15:00;12;3;7;8;1;1
2020-12-23 22:30:00;10;6;8;5;0;1
2020-12-23 22:45:00;17;5;5;7;0;2
2020-12-23 23:00:00;7;2;2;4;0;1
2020-12-23 23:15:00;9;3;2;6;1;0
2020-12-23 23:30:00;6;0;0;5;0;1
2020-12-23 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
