DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-11-15 00:00:00;9;4;6;7;0;0;0;0;0;0;0;0
2020-11-15 00:15:00;15;9;12;14;0;0;0;0;0;0;0;0
2020-11-15 00:30:00;16;12;9;12;0;0;0;0;0;0;0;0
2020-11-15 00:45:00;10;7;16;10;0;0;0;0;0;0;0;0
2020-11-15 01:00:00;10;4;8;8;0;0;0;0;0;0;0;0
2020-11-15 01:15:00;8;10;8;6;0;0;0;0;0;0;0;0
2020-11-15 01:30:00;6;6;12;6;0;0;0;0;0;0;0;0
2020-11-15 01:45:00;9;7;9;11;0;0;0;0;0;0;0;0
2020-11-15 02:00:00;6;7;5;7;0;0;0;0;0;0;0;0
2020-11-15 02:15:00;11;5;2;5;0;0;0;0;0;0;0;0
2020-11-15 02:30:00;3;3;5;3;0;0;0;0;0;0;0;0
2020-11-15 02:45:00;5;2;6;5;0;0;0;0;0;0;0;0
2020-11-15 03:00:00;7;2;5;2;0;0;0;0;0;0;0;0
2020-11-15 03:15:00;5;2;4;2;0;0;0;0;0;0;0;0
2020-11-15 03:30:00;3;2;5;6;0;0;0;0;0;0;0;0
2020-11-15 03:45:00;4;2;2;4;0;0;0;0;0;0;0;0
2020-11-15 04:00:00;3;0;3;3;0;0;0;0;0;0;0;0
2020-11-15 04:15:00;2;6;3;4;0;0;0;0;0;0;0;0
2020-11-15 04:30:00;1;1;4;1;0;0;0;0;0;0;0;0
2020-11-15 04:45:00;5;5;3;4;0;0;0;0;0;0;0;0
2020-11-15 05:00:00;1;1;3;4;0;0;0;0;0;0;0;0
2020-11-15 05:15:00;11;1;1;4;0;0;0;0;0;0;0;0
2020-11-15 05:30:00;8;3;8;7;0;0;0;0;0;0;0;0
2020-11-15 05:45:00;14;5;5;4;0;0;0;0;0;0;0;0
2020-11-15 06:00:00;7;4;6;5;0;0;0;0;0;0;0;0
2020-11-15 06:15:00;6;5;7;7;0;0;0;0;0;0;0;0
2020-11-15 06:30:00;6;4;4;5;0;0;0;0;0;0;0;0
2020-11-15 06:45:00;13;4;10;9;0;0;0;0;0;0;0;0
2020-11-15 07:00:00;8;2;3;6;0;0;0;0;0;0;0;0
2020-11-15 07:15:00;10;6;8;2;0;0;0;0;0;0;0;0
2020-11-15 07:30:00;6;4;5;4;0;0;0;0;0;0;0;0
2020-11-15 07:45:00;9;3;10;9;0;0;0;0;0;0;0;0
2020-11-15 08:00:00;11;5;11;8;0;0;0;0;0;0;0;0
2020-11-15 08:15:00;17;3;9;6;0;0;0;0;0;0;0;0
2020-11-15 08:30:00;10;6;8;10;0;0;0;0;0;0;0;0
2020-11-15 08:45:00;18;6;28;13;0;0;0;0;0;0;0;0
2020-11-15 09:00:00;11;10;12;12;0;0;0;0;0;0;0;0
2020-11-15 09:15:00;22;9;21;17;0;0;0;0;0;4;0;0
2020-11-15 09:30:00;31;15;22;20;0;0;0;0;0;0;0;0
2020-11-15 09:45:00;29;14;25;22;0;0;0;0;1;0;0;0
2020-11-15 10:00:00;32;20;19;20;0;0;0;0;0;0;0;0
2020-11-15 10:15:00;30;30;38;21;0;0;0;0;0;1;0;0
2020-11-15 10:30:00;45;28;24;20;1;0;0;0;0;0;0;0
2020-11-15 10:45:00;45;20;32;25;0;0;0;0;0;0;0;0
2020-11-15 11:00:00;38;27;32;19;4;0;1;0;0;3;0;0
2020-11-15 11:15:00;40;25;33;28;0;0;0;0;1;0;0;0
2020-11-15 11:30:00;36;12;34;28;0;0;0;0;0;0;0;0
2020-11-15 11:45:00;43;22;36;29;2;0;2;0;0;1;0;2
2020-11-15 12:00:00;50;29;43;43;0;2;0;0;0;1;0;0
2020-11-15 12:15:00;40;35;41;23;0;21;0;0;0;0;0;0
2020-11-15 12:30:00;51;23;44;40;0;0;0;0;0;0;0;0
2020-11-15 12:45:00;46;30;36;41;4;0;1;0;0;1;0;0
2020-11-15 13:00:00;40;40;33;33;1;2;0;0;2;5;0;0
2020-11-15 13:15:00;42;36;36;33;43;4;4;0;1;2;0;0
2020-11-15 13:30:00;50;34;38;31;6;0;0;0;6;3;0;0
2020-11-15 13:45:00;59;36;46;37;5;2;0;0;0;6;0;0
2020-11-15 14:00:00;49;42;47;27;2;0;0;0;59;2;0;0
2020-11-15 14:15:00;47;31;50;40;37;0;0;0;0;6;0;0
2020-11-15 14:30:00;54;40;46;46;31;2;0;0;1;0;0;0
2020-11-15 14:45:00;47;36;47;50;0;6;0;0;9;6;0;0
2020-11-15 15:00:00;59;29;42;36;1;2;0;0;5;3;0;0
2020-11-15 15:15:00;48;34;46;43;5;0;0;0;5;0;0;0
2020-11-15 15:30:00;52;43;42;46;2;10;0;0;83;1;17;0
2020-11-15 15:45:00;43;27;57;48;0;0;0;0;3;2;0;2
2020-11-15 16:00:00;56;30;54;40;0;0;0;0;0;9;0;0
2020-11-15 16:15:00;49;29;75;70;4;0;0;0;2;3;0;2
2020-11-15 16:30:00;54;30;57;38;7;0;0;0;0;6;0;0
2020-11-15 16:45:00;50;46;52;50;8;0;0;0;5;0;6;0
2020-11-15 17:00:00;55;38;56;61;0;0;0;0;3;0;0;0
2020-11-15 17:15:00;59;50;53;44;1;0;0;0;0;2;0;0
2020-11-15 17:30:00;57;36;44;50;10;0;0;0;4;17;0;0
2020-11-15 17:45:00;43;33;44;43;0;0;0;0;1;0;0;0
2020-11-15 18:00:00;39;36;42;38;2;0;0;0;0;7;0;0
2020-11-15 18:15:00;45;39;41;45;4;0;0;0;8;0;0;0
2020-11-15 18:30:00;42;20;30;29;1;0;0;0;0;2;0;0
2020-11-15 18:45:00;41;26;32;38;0;0;0;0;0;0;0;0
2020-11-15 19:00:00;44;24;32;26;0;0;0;0;0;0;0;0
2020-11-15 19:15:00;40;17;29;26;0;0;0;0;0;0;0;0
2020-11-15 19:30:00;34;23;28;24;0;0;0;0;0;0;0;0
2020-11-15 19:45:00;28;26;24;22;0;0;0;0;0;5;0;0
2020-11-15 20:00:00;39;19;26;25;0;0;0;0;0;0;0;0
2020-11-15 20:15:00;29;16;23;19;0;0;0;0;0;0;0;0
2020-11-15 20:30:00;34;22;22;18;0;0;0;0;0;0;0;0
2020-11-15 20:45:00;25;16;27;15;0;0;0;0;0;0;0;0
2020-11-15 21:00:00;28;18;30;27;0;0;0;0;0;0;0;0
2020-11-15 21:15:00;17;14;13;18;0;0;0;0;0;0;0;0
2020-11-15 21:30:00;24;15;18;18;0;0;0;0;0;0;0;0
2020-11-15 21:45:00;15;9;21;20;0;0;0;0;0;0;0;0
2020-11-15 22:00:00;23;14;20;13;0;0;0;0;0;0;0;0
2020-11-15 22:15:00;14;14;13;10;0;0;0;0;0;0;0;0
2020-11-15 22:30:00;19;12;14;14;0;0;0;0;0;0;0;0
2020-11-15 22:45:00;12;9;8;7;0;0;0;0;0;0;0;0
2020-11-15 23:00:00;13;7;5;8;0;0;0;0;0;0;0;0
2020-11-15 23:15:00;5;2;8;10;0;0;0;0;0;0;0;0
2020-11-15 23:30:00;8;5;5;6;0;0;0;0;0;0;0;0
2020-11-15 23:45:00;4;5;5;4;0;0;0;0;0;0;0;0
