DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-06-28 00:00:00;7;7;0;1;11;14;14;4;11;4;0;0;0
2020-06-28 00:15:00;12;6;1;0;16;17;17;11;12;5;1;0;0
2020-06-28 00:30:00;6;5;0;0;9;17;13;8;11;3;2;0;0
2020-06-28 00:45:00;9;8;0;1;9;10;11;3;19;2;0;0;0
2020-06-28 01:00:00;5;7;0;0;6;16;10;11;8;3;0;0;0
2020-06-28 01:15:00;6;5;0;0;3;12;7;2;3;1;0;0;0
2020-06-28 01:30:00;5;6;0;0;11;13;10;4;4;3;1;0;0
2020-06-28 01:45:00;5;4;1;0;9;12;4;6;2;2;0;0;0
2020-06-28 02:00:00;1;4;0;0;5;10;6;5;3;2;3;0;0
2020-06-28 02:15:00;2;2;0;0;2;5;6;4;5;2;1;0;0
2020-06-28 02:30:00;4;2;0;0;3;4;7;5;2;0;1;0;0
2020-06-28 02:45:00;1;2;1;0;3;5;5;2;1;0;0;0;0
2020-06-28 03:00:00;4;3;0;0;5;7;2;2;3;1;0;0;1
2020-06-28 03:15:00;4;2;0;0;3;4;4;0;3;2;0;0;0
2020-06-28 03:30:00;2;3;0;0;2;6;2;4;1;0;0;0;0
2020-06-28 03:45:00;3;4;1;0;2;4;2;2;4;2;0;0;0
2020-06-28 04:00:00;3;4;0;0;0;1;3;2;3;3;0;0;0
2020-06-28 04:15:00;3;3;1;0;3;5;1;1;1;0;0;0;0
2020-06-28 04:30:00;1;1;0;0;3;4;7;2;0;1;0;0;0
2020-06-28 04:45:00;1;0;0;0;2;7;1;1;2;0;0;0;0
2020-06-28 05:00:00;3;3;0;0;0;1;1;1;2;2;0;0;0
2020-06-28 05:15:00;1;0;0;0;4;3;3;4;1;2;1;1;0
2020-06-28 05:30:00;2;1;0;0;5;5;9;3;4;3;1;0;0
2020-06-28 05:45:00;4;1;0;0;3;6;5;3;2;4;4;1;0
2020-06-28 06:00:00;4;4;0;1;8;8;1;1;2;2;2;0;0
2020-06-28 06:15:00;3;2;0;0;8;4;9;6;5;2;2;1;1
2020-06-28 06:30:00;3;1;0;1;7;6;7;3;3;0;1;0;0
2020-06-28 06:45:00;6;4;1;1;3;8;5;1;3;0;0;1;1
2020-06-28 07:00:00;9;5;0;0;5;3;5;3;8;1;17;0;0
2020-06-28 07:15:00;2;1;0;0;6;7;9;3;4;0;0;0;0
2020-06-28 07:30:00;5;0;0;0;8;5;13;7;5;2;1;0;0
2020-06-28 07:45:00;2;1;0;0;6;10;8;6;11;4;0;1;0
2020-06-28 08:00:00;8;1;0;0;8;7;12;6;1;0;0;0;2
