DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-04-10 00:00:00;1;1;1;1;2;5;2;0;1;1;0;0;0;0
2020-04-10 00:15:00;2;5;1;1;3;6;5;1;1;0;0;0;0;0
2020-04-10 00:30:00;5;5;0;0;0;1;2;0;0;1;0;0;0;0
2020-04-10 00:45:00;1;3;1;1;0;3;3;1;1;0;0;0;0;0
2020-04-10 01:00:00;1;2;2;0;0;5;6;1;2;0;0;0;0;0
2020-04-10 01:15:00;2;5;1;0;0;0;1;0;0;0;0;0;0;0
2020-04-10 01:30:00;2;0;0;1;1;1;2;2;0;0;0;0;0;0
2020-04-10 01:45:00;1;1;0;0;0;1;2;1;1;0;0;0;0;0
2020-04-10 02:00:00;0;2;0;0;0;1;2;0;0;0;0;0;0;0
2020-04-10 02:15:00;0;0;0;0;1;0;1;3;0;1;0;0;0;0
2020-04-10 02:30:00;1;1;0;0;0;1;4;2;0;0;0;0;0;0
2020-04-10 02:45:00;0;2;1;0;0;3;2;1;0;0;0;0;0;0
2020-04-10 03:00:00;2;0;0;1;1;0;0;1;0;0;0;0;0;0
2020-04-10 03:15:00;2;2;1;0;0;1;2;0;0;0;0;0;0;0
2020-04-10 03:30:00;4;2;0;0;0;1;1;0;0;0;0;0;0;0
2020-04-10 03:45:00;0;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-04-10 04:00:00;0;0;0;0;0;2;2;1;1;0;0;0;0;0
2020-04-10 04:15:00;0;1;0;0;1;2;2;1;1;1;0;0;0;0
2020-04-10 04:30:00;2;0;0;1;1;0;2;2;0;1;0;0;0;0
2020-04-10 04:45:00;4;5;0;2;1;1;1;3;0;0;0;0;0;0
2020-04-10 05:00:00;2;2;1;1;1;5;8;2;1;0;0;0;0;0
2020-04-10 05:15:00;6;3;2;0;3;6;4;5;1;1;0;0;0;0
2020-04-10 05:30:00;11;15;0;0;2;8;4;1;1;0;0;0;0;0
2020-04-10 05:45:00;9;4;1;0;0;1;6;2;0;0;0;0;0;0
2020-04-10 06:00:00;6;5;0;2;3;7;9;1;0;3;0;0;0;0
2020-04-10 06:15:00;11;6;1;1;4;11;9;3;1;1;0;0;0;0
2020-04-10 06:30:00;5;6;0;1;2;8;5;1;2;0;0;0;0;0
2020-04-10 06:45:00;3;9;0;0;2;10;9;2;0;0;0;0;0;0
2020-04-10 07:00:00;7;4;1;1;1;7;5;2;0;3;0;0;0;0
2020-04-10 07:15:00;5;4;2;1;5;2;3;5;1;1;0;0;0;0
2020-04-10 07:30:00;7;4;2;2;3;10;10;3;3;0;0;0;0;0
2020-04-10 07:45:00;10;6;7;5;6;13;12;4;2;3;0;0;0;0
2020-04-10 08:00:00;11;4;2;6;9;8;5;12;4;6;0;0;0;0
2020-04-10 08:15:00;6;7;4;2;4;19;16;5;6;1;0;0;0;0
2020-04-10 08:30:00;10;8;4;3;5;18;12;4;1;4;0;0;0;0
2020-04-10 08:45:00;11;12;3;6;9;14;7;5;2;4;0;0;0;0
2020-04-10 09:00:00;16;10;5;10;9;20;13;6;3;0;0;0;0;0
2020-04-10 09:15:00;12;10;2;10;9;30;19;10;2;3;0;0;0;0
2020-04-10 09:30:00;21;10;6;7;7;30;20;5;0;3;0;0;0;0
2020-04-10 09:45:00;19;12;4;9;15;30;17;6;2;3;0;0;0;0
2020-04-10 10:00:00;19;19;7;10;12;30;19;6;11;4;0;0;0;0
2020-04-10 10:15:00;22;23;2;7;7;29;22;7;3;3;0;0;0;0
2020-04-10 10:30:00;21;19;4;6;10;32;30;10;4;2;1;0;0;0
2020-04-10 10:45:00;25;27;8;14;17;40;31;9;8;5;3;0;0;0
2020-04-10 11:00:00;20;25;3;7;13;52;35;18;4;2;0;18;0;0
2020-04-10 11:15:00;34;21;8;11;13;50;44;14;3;10;0;0;0;0
2020-04-10 11:30:00;35;27;10;10;13;46;46;12;5;4;0;0;0;0
2020-04-10 11:45:00;34;36;11;16;21;43;30;19;8;4;0;0;0;0
