DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-06-05 00:00:00;10;3;0;0;0;3;7;5;3;6;0;0
2020-06-05 00:15:00;6;5;0;0;0;6;5;4;1;1;0;0
2020-06-05 00:30:00;1;3;0;0;0;6;5;5;4;4;0;0
2020-06-05 00:45:00;7;1;0;1;2;5;1;1;1;4;0;0
2020-06-05 01:00:00;4;1;1;0;1;3;9;8;4;3;0;0
2020-06-05 01:15:00;4;2;0;2;2;3;3;2;1;1;0;0
2020-06-05 01:30:00;1;2;1;1;1;5;6;3;3;4;0;0
2020-06-05 01:45:00;1;3;0;0;2;6;3;2;2;0;0;0
2020-06-05 02:00:00;2;3;1;0;0;2;4;4;2;1;0;0
2020-06-05 02:15:00;1;2;0;0;0;2;2;2;2;1;0;0
2020-06-05 02:30:00;2;1;1;1;3;4;5;3;1;1;0;0
2020-06-05 02:45:00;4;3;0;1;2;4;2;1;3;1;0;0
2020-06-05 03:00:00;3;3;0;1;2;2;2;2;8;2;0;0
2020-06-05 03:15:00;0;0;0;1;1;4;0;0;1;0;0;0
2020-06-05 03:30:00;4;2;0;0;0;3;3;1;4;2;0;0
2020-06-05 03:45:00;4;1;0;0;0;2;2;2;1;0;0;0
2020-06-05 04:00:00;5;3;0;0;0;5;5;4;1;0;0;0
2020-06-05 04:15:00;2;5;0;2;2;3;1;0;2;4;0;0
2020-06-05 04:30:00;9;3;1;1;0;5;5;3;6;4;0;0
2020-06-05 04:45:00;13;9;1;1;2;8;4;3;5;5;0;0
2020-06-05 05:00:00;30;10;0;5;7;16;18;1;13;10;0;0
2020-06-05 05:15:00;29;12;2;10;12;31;27;4;17;6;1;0
2020-06-05 05:30:00;32;14;1;8;9;45;40;18;48;7;1;0
2020-06-05 05:45:00;36;22;4;5;8;49;48;20;33;10;2;1
2020-06-05 06:00:00;46;14;3;5;8;46;41;28;37;14;2;3
2020-06-05 06:15:00;55;23;6;9;14;54;65;43;35;22;2;0
2020-06-05 06:30:00;58;30;4;10;15;82;70;49;68;15;5;1
2020-06-05 06:45:00;57;23;1;11;14;83;102;50;66;15;2;102
2020-06-05 07:00:00;58;24;3;9;11;80;83;74;63;16;1;0
2020-06-05 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 07:30:00;53;32;0;19;25;85;86;74;65;22;2;17
2020-06-05 07:45:00;59;29;5;13;21;89;88;83;89;24;1;4
2020-06-05 08:00:00;50;28;5;15;14;77;67;64;42;20;2;5
2020-06-05 08:15:00;50;22;4;8;12;67;73;47;52;16;2;5
2020-06-05 08:30:00;59;27;1;10;10;60;71;54;61;13;6;0
2020-06-05 08:45:00;67;38;3;14;13;61;69;40;79;26;2;25
2020-06-05 09:00:00;54;38;4;11;13;51;58;46;67;11;16;2
