DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-10-28 00:00:00;4;5;0;6;10;2;10;8;5;3
2019-10-28 00:15:00;7;11;1;5;6;0;6;4;12;4
2019-10-28 00:30:00;10;3;0;5;6;1;7;6;4;9
2019-10-28 00:45:00;9;3;1;8;9;1;5;9;3;5
2019-10-28 01:00:00;2;3;0;12;6;2;8;10;3;2
2019-10-28 01:15:00;4;3;0;3;1;1;1;2;2;3
2019-10-28 01:30:00;7;1;0;3;2;0;2;2;1;5
2019-10-28 01:45:00;3;3;0;6;5;2;4;2;2;1
2019-10-28 02:00:00;0;0;0;0;1;0;1;0;0;0
2019-10-28 02:15:00;6;3;0;5;1;1;2;2;4;4
2019-10-28 02:30:00;5;2;1;4;2;0;2;3;1;5
2019-10-28 02:45:00;3;2;1;2;0;0;0;1;2;2
2019-10-28 03:00:00;1;2;0;4;2;0;1;4;2;1
2019-10-28 03:15:00;5;2;0;4;1;1;1;4;2;4
2019-10-28 03:30:00;4;2;0;1;1;0;1;0;2;3
2019-10-28 03:45:00;3;3;0;3;2;1;3;3;4;2
2019-10-28 04:00:00;4;1;2;2;2;2;4;1;1;4
2019-10-28 04:15:00;9;5;1;6;9;0;8;6;5;8
2019-10-28 04:30:00;8;9;0;10;11;3;11;10;8;9
2019-10-28 04:45:00;17;7;1;7;10;6;13;6;9;17
2019-10-28 05:00:00;20;13;2;20;30;14;37;18;13;18
2019-10-28 05:15:00;34;15;3;38;57;12;62;34;20;33
2019-10-28 05:30:00;35;25;2;44;47;17;52;43;28;28
2019-10-28 05:45:00;40;26;7;55;68;8;66;56;36;40
2019-10-28 06:00:00;32;20;3;50;56;9;60;41;25;25
2019-10-28 06:15:00;49;28;6;85;95;23;96;79;32;46
2019-10-28 06:30:00;57;40;6;146;123;26;135;144;46;52
2019-10-28 06:45:00;66;36;8;160;131;13;128;150;39;58
2019-10-28 07:00:00;61;50;8;147;129;21;133;151;49;59
2019-10-28 07:15:00;72;33;10;145;146;27;147;147;35;61
2019-10-28 07:30:00;69;55;17;146;130;33;138;142;53;57
2019-10-28 07:45:00;75;60;15;155;145;38;152;140;57;66
2019-10-28 08:00:00;74;67;15;129;156;26;150;137;65;69
2019-10-28 08:15:00;57;70;11;105;116;28;125;119;62;50
2019-10-28 08:30:00;70;67;12;106;128;22;129;110;61;66
2019-10-28 08:45:00;66;62;12;95;101;18;103;86;46;62
2019-10-28 09:00:00;75;72;21;85;112;23;103;82;71;66
2019-10-28 09:15:00;62;54;12;87;93;16;103;75;55;49
2019-10-28 09:30:00;56;58;22;74;101;23;107;61;59;51
2019-10-28 09:45:00;63;64;10;77;89;23;106;73;68;54
2019-10-28 10:00:00;68;98;17;71;78;23;87;57;79;66
2019-10-28 10:15:00;69;58;15;68;93;26;94;63;57;62
2019-10-28 10:30:00;69;59;17;60;81;27;91;56;56;58
2019-10-28 10:45:00;74;63;18;78;77;20;88;73;64;70
2019-10-28 11:00:00;58;55;19;62;80;24;84;53;55;55
2019-10-28 11:15:00;84;75;16;61;88;22;87;50;76;76
2019-10-28 11:30:00;93;77;21;65;84;19;88;54;78;83
2019-10-28 11:45:00;77;89;26;59;88;21;94;53;83;78
2019-10-28 12:00:00;71;119;37;64;90;20;93;69;98;66
2019-10-28 12:15:00;73;104;17;56;72;32;74;63;97;68
2019-10-28 12:30:00;66;101;17;67;76;76;84;55;83;63
2019-10-28 12:45:00;52;109;15;77;79;19;85;65;85;61
2019-10-28 13:00:00;82;95;15;60;84;14;87;48;105;70
2019-10-28 13:15:00;105;79;17;93;107;33;115;91;79;106
2019-10-28 13:30:00;91;53;26;87;98;22;101;77;65;85
2019-10-28 13:45:00;89;70;18;91;102;15;99;76;68;88
2019-10-28 14:00:00;91;65;22;68;97;24;99;59;73;85
2019-10-28 14:15:00;107;99;18;79;94;18;95;68;107;95
2019-10-28 14:30:00;110;120;20;74;110;14;110;71;130;103
2019-10-28 14:45:00;108;108;14;75;74;29;82;71;113;96
2019-10-28 15:00:00;124;140;19;68;90;22;92;59;139;115
2019-10-28 15:15:00;140;136;19;86;84;12;98;62;137;149
2019-10-28 15:30:00;125;128;26;80;94;26;102;71;134;130
2019-10-28 15:45:00;149;138;22;80;102;29;109;69;148;139
2019-10-28 16:00:00;174;161;16;72;109;20;116;62;166;167
2019-10-28 16:15:00;156;144;23;94;127;30;131;91;157;142
2019-10-28 16:30:00;186;152;27;71;121;33;123;66;159;174
2019-10-28 16:45:00;151;140;25;97;135;28;137;83;144;142
2019-10-28 17:00:00;175;179;35;81;122;33;132;70;183;168
2019-10-28 17:15:00;157;137;29;80;120;25;117;61;151;150
2019-10-28 17:30:00;165;170;29;79;122;25;119;73;163;168
2019-10-28 17:45:00;152;134;26;94;118;21;111;66;142;134
2019-10-28 18:00:00;157;139;28;64;79;28;83;49;153;140
2019-10-28 18:15:00;119;110;19;63;83;29;88;45;117;103
2019-10-28 18:30:00;85;76;26;64;74;24;88;54;79;80
