DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-05-25 00:00:00;2;0;0;550;1
2020-05-25 00:15:00;2;2;2;529;4
2020-05-25 00:30:00;2;0;0;257;2
2020-05-25 00:45:00;1;0;2;508;1
2020-05-25 01:00:00;1;0;0;58;5
2020-05-25 01:15:00;0;0;0;80;2
2020-05-25 01:30:00;2;0;0;804;2
2020-05-25 01:45:00;0;0;0;133;0
2020-05-25 02:00:00;1;0;0;607;3
2020-05-25 02:15:00;0;0;1;232;0
2020-05-25 02:30:00;1;0;0;257;0
2020-05-25 02:45:00;0;0;0;1;0
2020-05-25 03:00:00;1;0;0;20;0
2020-05-25 03:15:00;0;0;0;99;1
2020-05-25 03:30:00;0;0;0;324;2
2020-05-25 03:45:00;0;0;0;106;0
2020-05-25 04:00:00;3;1;1;72;0
2020-05-25 04:15:00;1;1;0;32;0
2020-05-25 04:30:00;0;0;0;10;0
2020-05-25 04:45:00;1;0;0;1;3
2020-05-25 05:00:00;6;0;1;3;1
2020-05-25 05:15:00;3;0;1;13;5
2020-05-25 05:30:00;10;1;1;4;8
2020-05-25 05:45:00;13;0;2;5;9
2020-05-25 06:00:00;17;3;5;13;10
2020-05-25 06:15:00;20;3;7;18;30
2020-05-25 06:30:00;23;5;3;15;39
2020-05-25 06:45:00;35;7;2;16;39
2020-05-25 07:00:00;50;6;9;12;60
2020-05-25 07:15:00;23;7;11;17;78
2020-05-25 07:30:00;72;19;16;31;99
2020-05-25 07:45:00;70;26;17;39;62
2020-05-25 08:00:00;49;11;10;14;55
2020-05-25 08:15:00;45;12;12;27;54
2020-05-25 08:30:00;40;9;14;29;47
2020-05-25 08:45:00;35;14;15;25;53
2020-05-25 09:00:00;34;10;17;19;41
2020-05-25 09:15:00;37;11;18;25;37
2020-05-25 09:30:00;30;14;19;25;53
2020-05-25 09:45:00;42;15;20;29;61
2020-05-25 10:00:00;36;10;19;79;64
2020-05-25 10:15:00;33;19;17;99;40
2020-05-25 10:30:00;32;15;18;125;51
2020-05-25 10:45:00;41;12;14;291;59
2020-05-25 11:00:00;38;14;14;304;57
2020-05-25 11:15:00;46;14;13;254;50
2020-05-25 11:30:00;63;12;11;113;59
2020-05-25 11:45:00;45;16;15;173;46
2020-05-25 12:00:00;31;11;15;584;63
2020-05-25 12:15:00;36;16;20;154;43
2020-05-25 12:30:00;36;9;11;529;60
2020-05-25 12:45:00;52;10;13;14;71
2020-05-25 13:00:00;68;18;22;66;66
2020-05-25 13:15:00;42;7;8;74;44
2020-05-25 13:30:00;43;19;18;125;50
2020-05-25 13:45:00;46;10;16;81;56
2020-05-25 14:00:00;39;11;13;100;58
2020-05-25 14:15:00;33;16;18;75;72
2020-05-25 14:30:00;33;17;46;45;47
2020-05-25 14:45:00;44;12;11;128;59
2020-05-25 15:00:00;58;18;22;126;57
2020-05-25 15:15:00;42;9;21;531;70
2020-05-25 15:30:00;55;18;17;21;47
2020-05-25 15:45:00;38;11;17;25;59
2020-05-25 16:00:00;39;6;24;41;90
2020-05-25 16:15:00;44;9;28;46;70
2020-05-25 16:30:00;44;8;17;44;69
2020-05-25 16:45:00;62;9;19;37;95
2020-05-25 17:00:00;42;10;23;35;87
2020-05-25 17:15:00;35;7;16;30;83
2020-05-25 17:30:00;49;8;20;42;54
2020-05-25 17:45:00;44;4;18;22;53
2020-05-25 18:00:00;40;10;19;29;58
2020-05-25 18:15:00;37;7;9;17;45
2020-05-25 18:30:00;37;6;14;14;36
2020-05-25 18:45:00;21;4;13;23;50
2020-05-25 19:00:00;38;5;14;21;24
2020-05-25 19:15:00;16;7;9;13;23
2020-05-25 19:30:00;20;3;7;10;35
2020-05-25 19:45:00;26;5;9;17;28
2020-05-25 20:00:00;12;3;6;8;31
2020-05-25 20:15:00;16;4;6;12;17
2020-05-25 20:30:00;10;3;6;9;23
2020-05-25 20:45:00;16;3;3;9;16
2020-05-25 21:00:00;6;4;4;9;4
2020-05-25 21:15:00;11;1;7;19;16
2020-05-25 21:30:00;12;2;5;23;11
2020-05-25 21:45:00;7;0;2;21;6
2020-05-25 22:00:00;12;4;5;360;16
2020-05-25 22:15:00;5;0;1;461;10
2020-05-25 22:30:00;9;1;4;796;7
2020-05-25 22:45:00;3;0;0;5;6
2020-05-25 23:00:00;7;3;2;5;13
2020-05-25 23:15:00;2;0;0;0;4
2020-05-25 23:30:00;2;0;1;4;5
2020-05-25 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
