DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-06-22 00:00:00;0;0;0;0;0;0;0;0;0
2020-06-22 00:15:00;5;0;1;0;0;0;0;0;0
2020-06-22 00:30:00;4;1;1;0;0;0;0;0;0
2020-06-22 00:45:00;1;1;1;0;0;0;0;0;0
2020-06-22 01:00:00;1;0;0;0;0;0;0;0;0
2020-06-22 01:15:00;1;0;0;0;0;0;0;0;0
2020-06-22 01:30:00;0;0;2;0;0;0;0;0;0
2020-06-22 01:45:00;2;0;0;0;0;0;0;0;0
2020-06-22 02:00:00;1;0;1;0;0;0;0;0;0
2020-06-22 02:15:00;0;0;0;0;0;0;0;0;0
2020-06-22 02:30:00;0;0;0;0;0;0;0;0;0
2020-06-22 03:00:00;1;0;0;0;0;0;0;0;0
2020-06-22 03:15:00;0;0;0;0;0;0;0;0;0
2020-06-22 03:30:00;1;0;0;0;0;0;0;0;0
2020-06-22 03:45:00;0;0;0;0;0;0;0;0;0
2020-06-22 04:00:00;0;0;0;0;0;0;0;0;0
2020-06-22 04:15:00;0;0;0;0;0;0;0;0;0
2020-06-22 04:30:00;0;1;2;0;0;0;0;0;0
2020-06-22 05:00:00;0;0;2;0;0;0;0;0;0
2020-06-22 05:15:00;0;1;3;0;0;0;0;0;0
2020-06-22 05:30:00;4;2;3;0;0;1;0;0;0
2020-06-22 05:45:00;5;0;0;1;0;0;0;0;0
2020-06-22 06:00:00;0;0;9;0;0;0;0;0;0
2020-06-22 06:15:00;2;2;2;0;0;1;0;0;0
2020-06-22 06:30:00;2;6;7;3;0;1;0;1;0
2020-06-22 06:45:00;6;5;7;4;0;0;0;4;0
2020-06-22 07:00:00;9;6;13;1;0;3;1;2;0
2020-06-22 07:15:00;14;1;12;4;1;0;3;0;0
2020-06-22 07:30:00;19;12;16;5;0;0;2;1;0
2020-06-22 07:45:00;12;11;13;7;0;0;0;2;0
2020-06-22 08:00:00;21;6;20;4;5;2;1;3;2
2020-06-22 08:15:00;20;6;18;10;0;2;0;1;0
2020-06-22 08:30:00;22;7;13;8;4;1;3;11;2
2020-06-22 08:45:00;27;7;16;4;1;2;2;3;0
2020-06-22 09:00:00;21;6;10;9;8;1;1;0;7
2020-06-22 09:15:00;54;11;16;5;5;1;3;3;0
2020-06-22 09:30:00;53;12;16;7;3;0;2;8;12
2020-06-22 09:45:00;48;9;18;0;10;2;2;0;18
2020-06-22 10:00:00;59;13;15;6;4;0;1;1;0
2020-06-22 10:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-22 10:30:00;57;19;19;6;2;0;0;2;0
2020-06-22 10:45:00;48;16;24;7;2;3;2;1;2
2020-06-22 11:00:00;55;8;16;2;7;1;2;0;1
2020-06-22 11:15:00;51;8;20;4;9;0;3;2;0
2020-06-22 11:30:00;58;17;21;4;5;1;2;0;4
2020-06-22 11:45:00;59;15;17;6;3;2;1;3;2
2020-06-22 12:00:00;58;15;22;2;4;5;2;1;2
2020-06-22 12:15:00;50;12;21;1;4;1;2;0;0
2020-06-22 12:30:00;48;19;13;7;4;7;1;0;3
2020-06-22 12:45:00;47;14;20;3;3;1;2;1;0
2020-06-22 13:00:00;54;16;25;3;10;1;1;1;54
2020-06-22 13:15:00;48;15;11;3;1;0;5;0;0
2020-06-22 13:45:00;52;11;28;4;3;3;1;0;0
2020-06-22 14:00:00;58;10;22;4;3;1;3;0;49
2020-06-22 14:15:00;67;20;20;4;0;3;2;2;0
2020-06-22 14:30:00;60;13;20;5;5;0;2;2;1
2020-06-22 14:45:00;48;16;22;5;2;0;1;3;0
2020-06-22 15:00:00;67;24;32;9;4;1;2;19;3
2020-06-22 15:15:00;66;19;16;7;3;1;0;7;0
2020-06-22 15:30:00;73;22;24;6;5;3;0;0;0
2020-06-22 15:45:00;69;14;30;5;3;3;3;1;0
2020-06-22 16:00:00;47;11;28;9;4;1;2;7;3
2020-06-22 16:15:00;59;20;35;3;7;1;4;1;5
2020-06-22 16:30:00;55;16;42;6;3;0;1;0;0
2020-06-22 16:45:00;68;18;24;5;3;1;0;0;1
2020-06-22 17:00:00;62;20;31;2;4;2;1;1;0
2020-06-22 17:15:00;68;32;36;3;1;0;2;0;5
2020-06-22 17:30:00;66;17;27;3;2;0;4;1;0
2020-06-22 17:45:00;63;15;39;4;2;1;0;0;0
2020-06-22 18:00:00;68;25;27;1;1;2;3;0;0
2020-06-22 18:15:00;67;8;26;2;4;0;3;15;1
2020-06-22 18:30:00;77;12;20;4;1;1;1;3;0
2020-06-22 18:45:00;46;8;17;7;6;1;2;0;0
2020-06-22 19:00:00;66;12;24;2;5;0;4;0;2
2020-06-22 19:15:00;61;15;22;4;4;2;1;3;0
2020-06-22 19:30:00;55;5;14;4;1;1;4;0;2
2020-06-22 19:45:00;34;24;18;4;0;1;1;2;2
2020-06-22 20:00:00;35;8;17;4;3;0;2;11;6
2020-06-22 20:15:00;19;3;12;9;2;1;1;0;2
2020-06-22 20:30:00;18;3;9;2;0;0;1;7;0
2020-06-22 20:45:00;9;1;9;0;1;0;3;0;2
2020-06-22 21:00:00;12;0;6;5;1;0;1;0;2
2020-06-22 21:15:00;13;6;9;4;0;1;1;16;0
2020-06-22 21:30:00;11;1;11;3;1;0;1;0;3
2020-06-22 21:45:00;11;3;5;0;0;1;2;0;0
2020-06-22 22:00:00;13;2;6;0;1;2;0;0;0
2020-06-22 22:15:00;13;6;5;1;3;1;1;0;4
2020-06-22 22:30:00;3;4;6;4;0;0;1;2;0
2020-06-22 22:45:00;4;0;5;1;1;0;0;0;1
2020-06-22 23:00:00;3;1;2;0;0;0;0;0;0
2020-06-22 23:15:00;8;1;1;0;0;0;0;0;0
2020-06-22 23:30:00;1;0;1;0;0;0;0;0;0
2020-06-22 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
