DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-11-19 00:00:00;1;2;8;2;5;5;1;0;2;3;0;0;0;0
2019-11-19 00:15:00;2;5;15;4;5;4;5;0;1;3;0;0;0;0
2019-11-19 00:30:00;2;1;17;5;7;7;3;0;1;4;0;0;0;0
2019-11-19 00:45:00;5;3;3;0;4;4;1;0;3;0;0;0;0;0
2019-11-19 01:00:00;2;1;3;3;1;3;2;1;1;1;0;0;0;0
2019-11-19 01:15:00;2;2;4;0;6;3;2;0;2;1;0;0;0;0
2019-11-19 01:30:00;0;0;7;0;3;4;1;0;1;1;0;0;0;0
2019-11-19 01:45:00;2;0;3;2;5;3;1;0;0;1;0;0;0;0
2019-11-19 02:00:00;0;1;1;0;4;1;0;0;0;0;0;0;0;0
2019-11-19 02:15:00;1;5;4;0;4;2;0;0;1;2;0;0;0;0
2019-11-19 02:30:00;0;1;5;2;3;2;0;0;1;3;0;0;0;0
2019-11-19 02:45:00;0;4;2;0;5;2;2;0;0;2;0;0;0;0
2019-11-19 03:00:00;2;0;5;0;5;2;0;0;3;2;0;0;0;0
2019-11-19 03:15:00;0;3;8;0;5;3;1;0;3;1;0;0;0;0
2019-11-19 03:30:00;3;2;2;1;3;2;1;1;6;3;0;0;0;0
2019-11-19 03:45:00;5;3;1;1;2;2;1;0;2;7;0;0;0;0
2019-11-19 04:00:00;2;6;5;0;5;4;2;0;0;2;0;0;0;0
2019-11-19 04:15:00;7;2;8;1;11;6;0;0;5;2;0;0;0;0
2019-11-19 04:30:00;6;8;12;3;9;7;0;0;7;9;0;0;0;0
2019-11-19 04:45:00;12;18;16;2;10;4;1;0;6;6;0;0;0;0
2019-11-19 05:00:00;41;50;19;7;15;7;4;1;11;14;0;0;0;0
2019-11-19 05:15:00;93;80;37;18;17;19;11;4;11;16;0;0;0;0
2019-11-19 05:30:00;97;70;47;27;28;24;16;9;14;21;0;0;0;0
2019-11-19 05:45:00;100;62;55;28;28;20;20;11;39;59;0;0;0;0
2019-11-19 06:00:00;78;49;50;27;41;31;21;3;46;62;0;0;0;0
2019-11-19 06:15:00;132;79;71;57;51;55;31;16;39;67;0;0;0;0
2019-11-19 06:30:00;140;77;78;65;45;51;17;10;33;31;0;0;0;0
2019-11-19 06:45:00;147;101;87;76;60;61;36;19;28;22;0;0;0;0
2019-11-19 07:00:00;158;104;105;80;64;66;37;19;32;30;0;0;0;0
2019-11-19 07:15:00;143;97;101;85;67;80;55;32;40;43;0;0;0;0
2019-11-19 07:30:00;147;102;89;77;79;55;64;45;41;39;0;0;0;0
2019-11-19 07:45:00;
2019-11-19 08:00:00;
2019-11-19 08:15:00;
2019-11-19 08:30:00;
2019-11-19 08:45:00;
2019-11-19 09:00:00;
2019-11-19 09:15:00;30;16;33;19;21;18;15;9;18;17;0;0;0;0
2019-11-19 09:30:00;69;40;81;55;54;57;36;20;33;44;0;0;0;0
2019-11-19 09:45:00;72;39;69;38;56;64;25;14;36;38;0;0;0;0
2019-11-19 10:00:00;51;24;72;45;49;64;32;15;37;39;0;0;0;0
2019-11-19 10:15:00;70;32;87;60;82;63;42;24;46;45;0;0;0;0
2019-11-19 10:30:00;62;45;97;57;72;62;32;6;45;48;0;0;0;0
2019-11-19 10:45:00;57;52;98;54;53;64;43;17;39;54;0;0;0;0
2019-11-19 11:00:00;60;41;89;62;84;68;49;21;43;44;0;0;0;0
2019-11-19 11:15:00;60;52;105;52;72;59;36;16;37;49;0;0;0;0
2019-11-19 11:30:00;65;49;98;65;65;77;37;25;49;39;0;0;0;0
2019-11-19 11:45:00;69;56;83;54;57;41;41;19;51;55;0;0;0;0
2019-11-19 12:00:00;55;42;75;58;76;61;28;13;56;43;0;0;0;0
2019-11-19 12:15:00;57;35;94;49;69;50;43;24;61;48;0;0;0;0
2019-11-19 12:30:00;68;49;98;43;79;73;30;16;49;53;0;0;0;0
2019-11-19 12:45:00;77;42;76;56;84;58;45;17;47;45;0;0;0;0
2019-11-19 13:00:00;90;60;88;71;79;58;37;18;73;56;0;0;0;0
2019-11-19 13:15:00;82;67;75;41;56;50;38;20;50;46;0;0;0;0
2019-11-19 13:30:00;92;61;99;63;77;65;46;24;43;58;0;0;0;0
2019-11-19 13:45:00;94;64;86;61;93;60;44;22;53;56;0;0;0;0
2019-11-19 14:00:00;69;57;87;54;67;73;37;15;68;73;0;0;0;0
2019-11-19 14:15:00;61;38;75;54;70;73;46;25;91;82;0;0;0;0
2019-11-19 14:30:00;67;48;83;57;85;80;43;23;84;93;0;0;0;0
2019-11-19 14:45:00;47;42;74;45;61;74;40;25;56;60;0;0;0;0
2019-11-19 15:00:00;77;46;83;56;74;79;36;18;73;65;0;0;0;0
2019-11-19 15:15:00;75;61;96;60;65;71;62;34;82;93;0;0;0;0
2019-11-19 15:30:00;64;42;93;58;65;73;68;44;76;78;0;0;0;0
2019-11-19 15:45:00;86;44;87;60;71;82;62;38;72;87;0;0;0;0
2019-11-19 16:00:00;76;44;108;86;80;76;54;34;89;82;0;0;0;0
2019-11-19 16:15:00;80;50;104;73;63;67;63;33;88;87;0;0;0;0
2019-11-19 16:30:00;78;41;93;69;76;63;64;37;69;80;0;0;0;0
2019-11-19 16:45:00;91;47;102;81;72;65;60;42;81;77;0;0;0;0
2019-11-19 17:00:00;78;44;102;83;64;86;51;39;86;86;0;0;0;0
2019-11-19 17:15:00;76;58;90;81;72;59;61;38;66;85;0;0;0;0
2019-11-19 17:30:00;70;44;99;73;67;74;63;47;78;85;0;0;0;0
2019-11-19 17:45:00;66;48;87;60;80;73;59;29;74;75;0;0;0;0
2019-11-19 18:00:00;63;43;102;68;95;88;54;37;56;67;0;0;0;0
2019-11-19 18:15:00;64;48;103;84;91;82;57;31;66;70;0;0;0;0
2019-11-19 18:30:00;45;39;86;51;83;80;43;22;66;70;0;0;0;0
2019-11-19 18:45:00;53;36;81;43;105;110;32;23;56;63;0;0;0;0
2019-11-19 19:00:00;49;31;83;45;74;60;30;18;48;68;0;0;0;0
2019-11-19 19:15:00;47;36;78;50;81;64;31;18;40;59;0;0;0;0
2019-11-19 19:30:00;43;34;72;39;76;62;37;19;34;40;0;0;0;0
2019-11-19 19:45:00;54;40;68;34;81;66;30;9;32;33;0;0;0;0
2019-11-19 20:00:00;46;28;55;29;72;60;28;9;25;32;0;0;0;0
2019-11-19 20:15:00;40;29;46;22;63;45;20;12;24;22;0;0;0;0
2019-11-19 20:30:00;31;28;50;20;32;29;22;11;16;15;0;0;0;0
2019-11-19 20:45:00;50;43;56;24;59;45;21;4;21;21;0;0;0;0
2019-11-19 21:00:00;53;55;57;20;42;25;24;9;15;20;0;0;0;0
2019-11-19 21:15:00;64;58;60;28;47;33;10;2;24;31;0;0;0;0
2019-11-19 21:30:00;42;43;49;30;29;32;14;4;20;28;0;0;0;0
2019-11-19 21:45:00;30;23;46;23;44;36;13;4;50;55;0;0;0;0
2019-11-19 22:00:00;35;19;52;22;44;35;20;8;81;82;0;0;0;0
2019-11-19 22:15:00;21;17;40;18;39;31;17;4;55;50;0;0;0;0
2019-11-19 22:30:00;22;8;44;23;33;27;15;2;28;21;0;0;0;0
2019-11-19 22:45:00;23;15;26;11;24;24;7;2;14;13;0;0;0;0
2019-11-19 23:00:00;12;9;27;5;24;12;6;2;11;8;0;0;0;0
2019-11-19 23:15:00;11;7;23;9;18;9;1;3;3;9;0;0;0;0
2019-11-19 23:30:00;11;6;20;3;8;10;4;3;7;6;0;0;0;0
2019-11-19 23:45:00;9;10;18;1;17;12;6;3;3;5;0;0;0;0
