DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-05-23 00:00:00;6;5;0;2;1;5;5;4;6;6;0;0
2020-05-23 00:15:00;11;10;0;2;3;14;14;10;9;4;0;0
2020-05-23 00:30:00;9;3;2;1;2;11;9;7;10;4;0;0
2020-05-23 00:45:00;14;3;0;3;1;12;14;10;10;2;0;0
2020-05-23 01:00:00;3;7;5;0;1;6;16;15;8;7;0;0
2020-05-23 01:15:00;5;7;1;1;4;10;11;9;6;8;0;0
2020-05-23 01:30:00;8;7;2;0;2;6;5;0;4;2;0;0
2020-05-23 01:45:00;5;6;0;0;0;11;7;5;3;2;0;0
2020-05-23 02:00:00;3;5;0;0;0;4;3;3;3;1;0;0
2020-05-23 02:15:00;4;4;2;2;3;5;5;4;3;6;0;0
2020-05-23 02:30:00;5;2;1;0;1;3;7;5;3;6;0;0
2020-05-23 02:45:00;4;4;0;0;1;4;2;2;1;2;0;0
2020-05-23 03:00:00;4;4;0;1;1;5;6;4;3;1;0;0
2020-05-23 03:15:00;2;2;1;0;1;1;2;3;2;0;0;0
2020-05-23 03:30:00;4;6;1;1;2;2;2;1;4;2;0;0
2020-05-23 03:45:00;2;1;0;0;1;4;3;2;5;4;0;0
2020-05-23 04:00:00;2;1;0;0;0;4;2;2;2;2;0;0
2020-05-23 04:15:00;2;0;1;0;1;4;2;2;5;2;0;0
2020-05-23 04:30:00;3;4;0;0;0;2;7;4;5;3;0;0
2020-05-23 04:45:00;4;5;0;1;1;3;5;4;6;1;0;0
2020-05-23 05:00:00;9;9;0;4;3;5;2;1;4;4;0;0
2020-05-23 05:15:00;6;5;0;2;2;7;9;6;7;2;0;0
2020-05-23 05:30:00;7;4;0;2;3;11;14;10;7;3;0;0
2020-05-23 05:45:00;12;7;2;2;5;11;14;9;7;5;0;1
2020-05-23 06:00:00;11;1;1;0;3;12;12;12;12;4;3;0
2020-05-23 06:15:00;10;11;0;6;6;16;13;14;13;9;1;0
2020-05-23 06:30:00;17;9;0;2;3;15;16;14;7;3;1;2
2020-05-23 06:45:00;16;13;0;2;5;11;22;16;16;6;0;0
2020-05-23 07:00:00;16;7;1;6;8;17;22;20;16;9;1;0
2020-05-23 07:15:00;24;13;2;4;9;25;32;27;23;13;0;0
2020-05-23 07:30:00;23;13;0;3;5;41;37;28;23;9;4;0
2020-05-23 07:45:00;22;16;2;5;6;27;43;32;29;11;3;6
2020-05-23 08:00:00;25;11;1;1;2;19;32;22;29;12;0;0
2020-05-23 08:15:00;26;14;1;3;5;24;26;20;29;9;2;0
2020-05-23 08:30:00;37;14;2;6;9;40;43;38;46;11;5;0
2020-05-23 08:45:00;35;20;5;11;13;43;45;38;67;30;1;3
2020-05-23 09:00:00;35;15;4;8;12;45;40;30;59;30;7;10
2020-05-23 09:15:00;57;33;2;8;9;34;49;50;82;46;0;0
2020-05-23 09:30:00;63;32;5;9;12;59;72;52;58;12;5;0
