DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-05-02 00:00:00;6;4;1;439;2;6;9;5;4;1;0;0
2020-05-02 00:15:00;9;4;2;318;2;11;2;0;3;5;0;0
2020-05-02 00:30:00;3;7;5;484;4;3;5;2;6;1;0;0
2020-05-02 00:45:00;4;4;0;3;3;4;4;3;3;2;0;0
2020-05-02 01:00:00;2;4;0;0;0;5;2;2;0;1;0;0
2020-05-02 01:15:00;4;4;0;0;0;1;1;0;5;1;0;0
2020-05-02 01:30:00;4;2;0;0;0;5;1;0;1;2;0;0
2020-05-02 01:45:00;4;1;0;1;2;1;3;3;2;3;0;0
2020-05-02 02:00:00;3;2;0;1;1;4;6;1;3;2;0;0
2020-05-02 02:15:00;5;0;0;0;1;2;3;1;3;1;0;0
2020-05-02 02:30:00;2;0;0;0;0;0;2;2;2;1;0;0
2020-05-02 02:45:00;1;1;0;0;0;3;1;0;0;0;0;0
2020-05-02 03:00:00;4;5;0;1;1;2;0;0;1;3;0;0
2020-05-02 03:15:00;2;2;0;0;0;1;1;0;1;1;0;0
2020-05-02 03:30:00;3;2;2;0;1;0;0;1;1;0;0;0
2020-05-02 03:45:00;0;0;1;0;1;2;1;0;1;1;0;0
2020-05-02 04:00:00;1;3;0;1;1;2;1;2;1;3;0;0
2020-05-02 04:15:00;2;0;0;0;0;2;6;4;1;1;0;0
2020-05-02 04:30:00;3;0;0;0;0;2;3;2;6;3;0;0
2020-05-02 04:45:00;2;2;0;0;0;1;4;3;2;0;0;0
2020-05-02 05:00:00;7;6;0;1;3;3;5;4;1;1;0;0
2020-05-02 05:15:00;9;6;0;1;1;4;4;4;5;2;0;0
2020-05-02 05:30:00;9;3;1;3;2;13;14;8;8;2;0;0
2020-05-02 05:45:00;9;7;0;4;6;14;12;8;3;1;0;0
2020-05-02 06:00:00;11;4;0;1;2;10;13;11;14;7;3;3
2020-05-02 06:15:00;21;11;2;2;5;9;16;9;6;9;0;0
2020-05-02 06:30:00;10;6;1;4;5;12;14;11;13;7;2;0
2020-05-02 06:45:00;19;18;2;3;5;15;19;16;11;6;1;2
2020-05-02 07:00:00;16;9;2;4;3;6;20;22;13;5;0;0
2020-05-02 07:15:00;19;15;0;2;4;14;18;17;13;8;0;1
2020-05-02 07:30:00;15;8;4;3;7;20;31;25;28;9;1;0
2020-05-02 07:45:00;28;9;2;4;6;23;28;16;26;12;6;8
2020-05-02 08:00:00;16;5;2;4;5;22;24;16;31;10;0;11
2020-05-02 08:15:00;30;17;2;5;6;26;26;26;24;13;3;5
2020-05-02 08:30:00;36;17;3;6;7;43;39;40;28;9;2;3
2020-05-02 08:45:00;33;20;3;5;14;48;36;28;44;19;3;9
2020-05-02 09:00:00;39;27;1;13;13;33;47;43;37;12;0;5
2020-05-02 09:15:00;35;30;5;12;12;30;45;33;42;18;1;3
2020-05-02 09:30:00;37;26;1;7;12;45;45;35;50;15;3;23
2020-05-02 09:45:00;40;25;8;150;8;49;48;35;57;15;5;36
2020-05-02 10:00:00;48;29;1;12;10;44;51;40;62;12;3;14
2020-05-02 10:15:00;43;28;5;12;12;65;59;36;57;21;2;7
2020-05-02 10:30:00;58;28;1;9;9;45;50;48;65;15;6;85
2020-05-02 10:45:00;57;34;3;13;15;58;66;47;66;21;7;1
2020-05-02 11:00:00;55;37;5;16;16;49;65;55;56;18;4;0
2020-05-02 11:15:00;50;46;2;8;9;63;63;46;67;14;6;10
2020-05-02 11:30:00;48;30;4;8;15;63;58;43;63;18;3;2
2020-05-02 11:45:00;56;45;5;12;16;45;59;37;50;23;3;3
2020-05-02 12:00:00;60;40;4;12;19;53;55;37;60;12;5;22
2020-05-02 12:15:00;57;38;2;8;7;46;64;44;65;22;2;2
2020-05-02 12:30:00;61;52;10;16;22;56;58;37;57;16;1;0
2020-05-02 12:45:00;70;47;2;12;20;58;59;41;50;17;2;11
2020-05-02 13:00:00;71;29;9;10;17;56;54;41;74;17;4;13
2020-05-02 13:15:00;65;30;7;89;16;55;60;49;54;13;2;3
2020-05-02 13:30:00;72;39;2;11;12;59;63;42;82;14;3;0
2020-05-02 13:45:00;46;35;6;10;17;58;52;40;58;12;2;3
2020-05-02 14:00:00;58;35;5;9;14;55;65;50;53;10;3;7
2020-05-02 14:15:00;63;44;4;87;19;63;64;50;51;12;4;11
2020-05-02 14:30:00;49;30;5;81;15;63;71;44;54;14;0;8
2020-05-02 14:45:00;46;36;4;9;15;52;68;46;54;23;6;7
2020-05-02 15:00:00;63;37;5;17;20;53;54;42;51;12;2;0
2020-05-02 15:15:00;61;35;6;9;18;54;57;37;50;17;3;0
2020-05-02 15:30:00;56;34;5;9;13;52;60;46;51;14;6;16
2020-05-02 15:45:00;66;31;7;5;18;49;52;40;46;11;2;1
2020-05-02 16:00:00;42;26;4;10;12;54;47;35;38;10;3;5
2020-05-02 16:15:00;59;35;3;11;17;50;46;36;44;13;3;9
2020-05-02 16:30:00;54;31;7;8;15;38;50;45;49;15;8;21
2020-05-02 16:45:00;66;32;4;9;12;53;56;40;49;18;10;0
2020-05-02 17:00:00;59;32;5;5;14;43;51;40;37;16;10;109
2020-05-02 17:15:00;48;35;11;8;16;45;44;25;32;14;2;2
2020-05-02 17:30:00;52;21;3;12;13;65;51;35;50;13;8;3
2020-05-02 17:45:00;48;24;6;11;20;58;48;36;40;21;3;22
2020-05-02 18:00:00;54;21;5;7;16;40;46;24;32;14;3;4
2020-05-02 18:15:00;37;37;8;7;16;44;39;37;39;13;9;17
2020-05-02 18:30:00;41;22;3;2;10;56;45;38;41;15;4;4
2020-05-02 18:45:00;45;24;4;13;18;43;44;39;31;17;7;4
2020-05-02 19:00:00;43;31;2;8;8;46;35;39;27;11;12;7
2020-05-02 19:15:00;26;21;1;2;5;39;33;25;24;19;6;7
2020-05-02 19:30:00;39;18;7;7;16;42;49;29;17;16;4;1
2020-05-02 19:45:00;47;20;4;9;20;34;35;36;18;9;2;11
2020-05-02 20:00:00;29;19;7;6;18;40;45;34;25;16;5;0
2020-05-02 20:15:00;23;16;4;6;7;25;28;15;11;8;8;0
2020-05-02 20:30:00;21;6;0;4;6;12;19;15;22;9;2;0
2020-05-02 20:45:00;27;10;1;2;7;17;26;17;18;8;0;0
2020-05-02 21:00:00;16;11;2;5;9;17;19;10;10;8;0;0
2020-05-02 21:15:00;13;14;3;2;9;18;20;16;17;12;0;0
2020-05-02 21:30:00;17;7;4;3;7;12;17;15;9;8;0;0
2020-05-02 21:45:00;18;20;2;6;8;27;13;9;12;6;0;0
2020-05-02 22:00:00;16;12;0;4;2;14;12;10;5;5;0;0
2020-05-02 22:15:00;7;7;3;1;4;10;8;7;9;7;0;0
2020-05-02 22:30:00;9;8;1;2;5;13;18;8;5;5;0;0
2020-05-02 22:45:00;13;5;1;0;4;9;7;5;10;7;0;0
2020-05-02 23:00:00;5;6;4;2;6;9;18;12;5;4;0;0
2020-05-02 23:15:00;13;6;1;7;11;16;13;5;11;6;0;0
2020-05-02 23:30:00;14;9;0;1;3;13;10;9;6;5;0;0
2020-05-02 23:45:00;6;5;2;1;2;7;13;7;6;11;0;0
