DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-10-31 00:00:00;6;9;9;3;4;1;4;2
2019-10-31 00:15:00;6;13;13;0;5;5;12;3
2019-10-31 00:30:00;3;13;13;3;2;5;7;4
2019-10-31 00:45:00;1;6;6;0;2;3;8;8
2019-10-31 01:00:00;2;5;5;0;1;3;5;4
2019-10-31 01:15:00;1;3;3;1;2;0;3;2
2019-10-31 01:30:00;1;6;6;3;4;2;1;2
2019-10-31 01:45:00;0;2;2;0;1;4;3;1
2019-10-31 02:00:00;2;2;2;0;1;0;1;2
2019-10-31 02:15:00;1;2;3;1;2;5;8;1
2019-10-31 02:30:00;2;4;4;0;2;2;1;1
2019-10-31 02:45:00;1;5;5;1;1;1;3;2
2019-10-31 03:00:00;0;1;1;0;1;2;3;1
2019-10-31 03:15:00;2;3;3;1;1;4;1;0
2019-10-31 03:30:00;1;3;3;0;0;2;1;2
2019-10-31 03:45:00;1;4;4;1;2;2;3;3
2019-10-31 04:00:00;5;4;4;0;2;2;3;2
2019-10-31 04:15:00;3;7;7;2;1;1;3;1
2019-10-31 04:30:00;3;12;12;3;3;4;5;1
2019-10-31 04:45:00;9;23;24;4;7;8;11;6
2019-10-31 05:00:00;17;42;44;5;12;9;11;3
2019-10-31 05:15:00;67;106;111;4;8;20;30;18
2019-10-31 05:30:00;40;70;69;8;8;16;52;18
2019-10-31 05:45:00;66;88;86;24;33;15;68;35
2019-10-31 06:00:00;39;50;52;26;42;19;43;27
2019-10-31 06:15:00;52;58;56;10;25;18;44;21
2019-10-31 06:30:00;108;103;106;20;33;24;66;41
2019-10-31 06:45:00;109;89;91;8;11;17;57;37
2019-10-31 07:00:00;113;108;106;17;19;30;81;49
2019-10-31 07:15:00;84;81;80;12;16;23;56;33
2019-10-31 07:30:00;98;88;87;19;25;39;80;48
2019-10-31 07:45:00;117;101;102;14;26;35;71;55
2019-10-31 08:00:00;125;84;84;14;27;31;76;45
2019-10-31 08:15:00;97;78;81;16;30;26;66;61
2019-10-31 08:30:00;106;80;85;22;26;33;76;45
2019-10-31 08:45:00;75;78;76;16;24;28;61;39
2019-10-31 09:00:00;72;85;89;14;26;29;60;40
2019-10-31 09:15:00;61;64;66;12;17;28;71;33
2019-10-31 09:30:00;86;73;75;19;21;24;74;55
2019-10-31 09:45:00;74;75;73;15;30;36;85;57
2019-10-31 10:00:00;68;72;71;15;25;26;68;45
2019-10-31 10:15:00;77;82;80;23;35;35;90;57
2019-10-31 10:30:00;59;69;67;17;29;28;76;49
2019-10-31 10:45:00;73;67;68;28;33;23;88;64
2019-10-31 11:00:00;69;75;73;26;33;29;88;59
2019-10-31 11:15:00;99;90;86;19;23;26;76;59
2019-10-31 11:30:00;104;74;71;27;26;24;89;56
2019-10-31 11:45:00;89;67;62;21;24;23;81;63
2019-10-31 12:00:00;81;57;57;21;21;33;87;54
2019-10-31 12:15:00;78;65;65;21;28;24;92;50
2019-10-31 12:30:00;89;75;74;18;28;36;83;56
2019-10-31 12:45:00;87;69;69;17;27;26;90;55
2019-10-31 13:00:00;93;71;72;32;46;26;90;54
2019-10-31 13:15:00;96;100;102;28;40;40;99;62
2019-10-31 13:30:00;103;90;92;31;44;27;95;65
2019-10-31 13:45:00;113;102;102;31;35;35;81;54
2019-10-31 14:00:00;108;73;72;31;46;39;106;74
2019-10-31 14:15:00;105;81;76;37;55;56;117;89
2019-10-31 14:30:00;130;89;82;40;48;58;118;77
2019-10-31 14:45:00;114;76;74;33;42;68;98;68
2019-10-31 15:00:00;128;81;72;26;38;51;120;81
2019-10-31 15:15:00;106;83;77;28;38;98;95;85
2019-10-31 15:30:00;123;85;86;31;44;63;109;86
2019-10-31 15:45:00;109;73;72;30;44;80;118;83
2019-10-31 16:00:00;106;72;72;31;42;100;115;103
2019-10-31 16:15:00;123;75;69;37;36;100;108;89
2019-10-31 16:30:00;120;79;80;27;32;96;94;79
2019-10-31 16:45:00;116;73;66;36;45;82;118;74
2019-10-31 17:00:00;117;80;82;25;38;72;124;78
2019-10-31 17:15:00;107;77;74;24;33;68;111;77
2019-10-31 17:30:00;95;88;84;21;32;39;109;61
2019-10-31 17:45:00;99;77;71;18;31;41;94;58
2019-10-31 18:00:00;82;62;61;13;32;41;86;58
2019-10-31 18:15:00;86;79;74;23;22;25;78;41
2019-10-31 18:30:00;63;43;41;13;30;33;86;56
2019-10-31 18:45:00;72;57;56;17;28;32;75;41
2019-10-31 19:00:00;51;50;48;14;21;33;59;31
2019-10-31 19:15:00;56;44;46;20;20;21;48;37
2019-10-31 19:30:00;45;45;42;11;20;18;56;31
2019-10-31 19:45:00;47;38;41;26;27;28;53;19
2019-10-31 20:00:00;53;43;41;14;8;22;39;16
2019-10-31 20:15:00;40;52;48;6;7;13;46;30
2019-10-31 20:30:00;37;46;44;7;15;18;38;20
