DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-09-08 00:00:00;7;2;2;0;0;2;3;0;1;2;0
2020-09-08 00:15:00;9;6;0;1;0;3;9;1;0;3;0
2020-09-08 00:30:00;7;3;0;1;0;1;19;5;0;1;0
2020-09-08 00:45:00;6;3;1;5;1;7;9;4;0;0;0
2020-09-08 01:00:00;8;4;1;0;0;2;8;3;0;1;0
2020-09-08 01:15:00;2;5;1;0;0;1;15;9;0;1;0
2020-09-08 01:30:00;5;4;0;0;0;2;12;1;0;1;0
2020-09-08 01:45:00;8;5;0;0;0;2;9;2;0;0;0
2020-09-08 02:00:00;3;2;0;2;0;4;16;1;0;0;0
2020-09-08 02:15:00;3;5;0;1;0;3;6;2;0;3;0
2020-09-08 02:30:00;6;7;1;1;0;1;11;4;0;1;0
2020-09-08 02:45:00;8;2;1;1;0;2;5;0;0;0;0
2020-09-08 03:00:00;7;5;0;0;0;0;9;1;0;0;0
2020-09-08 03:15:00;4;4;0;0;0;1;10;1;0;1;0
2020-09-08 03:30:00;2;5;2;0;0;5;12;2;0;0;0
2020-09-08 03:45:00;4;3;1;4;0;8;8;0;0;0;0
2020-09-08 04:00:00;6;4;0;0;0;3;9;0;0;2;0
2020-09-08 04:15:00;7;6;1;1;0;1;16;4;0;0;0
2020-09-08 04:30:00;7;11;0;1;1;2;29;3;0;2;0
2020-09-08 04:45:00;24;11;5;1;1;1;44;15;0;0;0
2020-09-08 05:00:00;29;16;7;2;0;3;96;60;0;3;0
2020-09-08 05:15:00;35;19;19;5;0;10;118;131;0;3;0
2020-09-08 05:30:00;45;27;19;9;0;12;98;94;1;4;0
2020-09-08 05:45:00;93;36;31;14;5;26;89;83;0;2;0
2020-09-08 06:00:00;143;56;44;12;0;16;96;84;0;2;0
2020-09-08 06:15:00;127;56;52;22;8;31;118;112;2;11;0
2020-09-08 06:30:00;81;45;45;26;9;36;144;145;0;13;1
2020-09-08 06:45:00;98;41;59;32;16;51;115;137;0;9;0
2020-09-08 07:00:00;70;42;39;48;28;84;113;139;1;12;1
2020-09-08 07:15:00;66;43;39;72;29;93;121;136;0;14;0
2020-09-08 07:30:00;78;41;44;58;23;76;120;157;3;14;3
2020-09-08 07:45:00;97;47;39;42;17;55;116;127;2;18;2
2020-09-08 08:00:00;77;39;36;26;8;37;100;123;3;12;1
2020-09-08 08:15:00;92;34;30;28;7;38;102;109;1;13;1
2020-09-08 08:30:00;82;48;30;29;11;40;93;94;1;7;0
2020-09-08 08:45:00;81;38;24;18;4;26;97;96;2;10;0
2020-09-08 09:00:00;69;43;22;34;8;43;74;65;1;7;1
2020-09-08 09:15:00;70;36;33;20;4;27;93;86;2;7;1
2020-09-08 09:30:00;73;40;35;22;9;33;83;71;2;9;1
2020-09-08 09:45:00;92;36;37;16;2;22;85;67;3;9;2
2020-09-08 10:00:00;79;37;29;17;8;29;73;72;2;9;1
2020-09-08 10:15:00;73;43;31;19;9;34;87;72;1;9;4
2020-09-08 10:30:00;75;37;50;20;7;29;78;68;3;11;2
2020-09-08 10:45:00;75;29;32;19;6;24;83;64;0;8;0
