DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-12-24 00:00:00;13;9;0;0;1;15;8;0;0
2019-12-24 00:15:00;24;18;0;1;0;23;17;0;0
2019-12-24 00:30:00;16;8;0;0;0;13;5;0;0
2019-12-24 00:45:00;18;17;0;0;0;13;7;0;0
2019-12-24 01:00:00;16;9;0;1;0;15;6;0;3
2019-12-24 01:15:00;18;11;1;0;0;13;8;0;0
2019-12-24 01:30:00;14;9;1;0;0;17;5;0;0
2019-12-24 01:45:00;19;7;0;0;0;9;3;0;0
2019-12-24 02:00:00;11;6;0;0;0;7;3;0;0
2019-12-24 02:15:00;14;7;0;0;1;13;5;0;0
2019-12-24 02:30:00;9;6;0;0;0;7;2;0;0
2019-12-24 02:45:00;9;6;1;0;0;6;4;0;0
2019-12-24 03:00:00;7;7;0;0;0;9;3;0;0
2019-12-24 03:15:00;11;4;0;0;0;13;7;0;0
2019-12-24 03:30:00;4;3;0;0;0;4;2;0;0
2019-12-24 03:45:00;13;5;0;0;0;3;3;0;0
2019-12-24 04:00:00;4;1;0;0;0;6;5;0;0
2019-12-24 04:15:00;10;6;0;0;1;1;4;0;0
2019-12-24 04:30:00;5;5;0;0;1;12;8;0;0
2019-12-24 04:45:00;5;7;2;1;1;8;4;0;0
2019-12-24 05:00:00;20;7;0;1;0;16;7;0;0
2019-12-24 05:15:00;18;12;0;1;0;21;10;0;0
2019-12-24 05:30:00;13;4;0;0;1;16;24;0;0
2019-12-24 05:45:00;28;17;0;0;0;19;16;0;1
2019-12-24 06:00:00;10;22;0;0;1;16;18;0;0
2019-12-24 06:15:00;19;16;2;0;3;17;17;0;0
2019-12-24 06:30:00;18;18;0;1;0;19;17;0;0
2019-12-24 06:45:00;29;22;2;2;1;23;13;0;0
2019-12-24 07:00:00;16;21;0;1;1;21;21;0;2
2019-12-24 07:15:00;26;18;1;1;5;23;18;3;0
2019-12-24 07:30:00;30;22;1;2;2;27;36;0;0
2019-12-24 07:45:00;31;25;4;2;3;24;34;2;1
2019-12-24 08:00:00;42;39;1;5;3;40;37;0;8
2019-12-24 08:15:00;33;41;2;4;2;35;41;1;53
2019-12-24 08:30:00;46;43;2;8;5;56;64;6;0
2019-12-24 08:45:00;54;49;4;6;6;66;83;4;0
2019-12-24 09:00:00;51;55;5;5;6;75;69;1;1
2019-12-24 09:15:00;71;69;8;5;10;85;89;1;3
2019-12-24 09:30:00;83;75;11;16;13;79;77;0;0
2019-12-24 09:45:00;80;71;9;7;7;78;99;9;0
2019-12-24 10:00:00;90;83;9;5;12;89;109;0;0
2019-12-24 10:15:00;95;94;10;21;12;89;110;9;1
2019-12-24 10:30:00;97;98;10;18;15;105;119;24;1
2019-12-24 10:45:00;105;106;9;14;12;105;119;12;1
2019-12-24 11:00:00;95;108;8;21;15;108;130;7;0
2019-12-24 11:15:00;109;109;7;20;11;108;116;17;3
2019-12-24 11:30:00;127;121;10;18;11;101;114;2;1
2019-12-24 11:45:00;116;119;9;21;13;101;122;22;5
2019-12-24 12:00:00;106;126;9;11;6;97;109;4;1
2019-12-24 12:15:00;132;122;8;15;15;83;103;72;2
2019-12-24 12:30:00;103;119;7;13;6;91;119;1;0
2019-12-24 12:45:00;111;111;13;21;7;91;109;3;1
2019-12-24 13:00:00;99;121;6;16;10;101;109;19;3
2019-12-24 13:15:00;123;123;3;18;3;107;91;3;0
2019-12-24 13:30:00;114;112;4;14;6;86;90;0;1
2019-12-24 13:45:00;103;106;1;10;4;82;78;49;2
2019-12-24 14:00:00;117;139;2;12;1;70;76;1;1
2019-12-24 14:15:00;117;127;1;3;0;93;96;1;1
2019-12-24 14:30:00;93;101;1;6;4;81;83;21;1
2019-12-24 14:45:00;82;87;2;1;2;81;65;0;0
2019-12-24 15:00:00;78;89;0;1;2;72;69;0;0
2019-12-24 15:15:00;85;77;3;1;0;62;61;11;1
2019-12-24 15:30:00;69;60;2;2;0;64;75;3;0
2019-12-24 15:45:00;83;72;2;1;1;79;78;3;0
2019-12-24 16:00:00;68;79;0;1;3;80;78;0;0
2019-12-24 16:15:00;98;74;1;2;2;73;60;0;0
2019-12-24 16:30:00;76;76;3;0;0;66;58;0;2
2019-12-24 16:45:00;76;78;0;0;0;77;62;0;0
2019-12-24 17:00:00;79;57;1;0;0;77;63;0;5
2019-12-24 17:15:00;64;75;1;0;0;68;51;0;0
2019-12-24 17:30:00;75;72;3;1;0;72;51;0;5
2019-12-24 17:45:00;71;70;1;1;0;60;55;0;0
2019-12-24 18:00:00;67;56;0;1;0;47;38;0;0
2019-12-24 18:15:00;49;72;1;0;0;39;23;0;0
2019-12-24 18:30:00;47;31;0;0;1;43;40;0;4
2019-12-24 18:45:00;41;41;0;2;0;45;32;0;0
2019-12-24 19:00:00;39;39;0;0;0;39;28;0;0
2019-12-24 19:15:00;40;30;0;0;0;31;22;0;0
2019-12-24 19:30:00;38;40;1;0;1;45;27;0;0
2019-12-24 19:45:00;42;38;1;0;0;31;22;0;0
2019-12-24 20:00:00;45;32;0;0;0;42;34;0;0
2019-12-24 20:15:00;57;47;0;0;0;41;35;0;0
2019-12-24 20:30:00;46;20;1;2;0;45;23;0;0
2019-12-24 20:45:00;52;40;0;2;1;46;36;0;0
2019-12-24 21:00:00;42;47;0;0;0;49;40;0;0
2019-12-24 21:15:00;49;44;0;0;0;57;46;0;0
2019-12-24 21:30:00;53;51;0;0;0;41;37;0;0
2019-12-24 21:45:00;46;42;1;0;1;54;48;0;0
2019-12-24 22:00:00;38;43;0;1;0;42;38;0;0
2019-12-24 22:15:00;53;46;0;1;0;47;42;0;1
2019-12-24 22:30:00;33;33;0;2;1;45;43;0;0
2019-12-24 22:45:00;35;46;0;0;0;45;31;0;0
2019-12-24 23:00:00;40;40;1;1;0;36;24;0;0
2019-12-24 23:15:00;31;38;0;0;1;33;28;0;3
2019-12-24 23:30:00;31;19;2;0;0;48;28;0;0
