DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-08-11 00:00:00;5;0;0;6;4;0;0;0
2020-08-11 00:15:00;4;1;2;2;2;0;0;0
2020-08-11 00:30:00;5;5;2;8;4;0;0;0
2020-08-11 00:45:00;1;0;1;6;1;0;0;0
2020-08-11 01:00:00;2;1;0;5;0;0;0;0
2020-08-11 01:15:00;4;2;0;3;2;0;0;0
2020-08-11 01:30:00;1;0;0;2;0;0;0;0
2020-08-11 01:45:00;2;0;0;5;0;0;0;0
2020-08-11 02:00:00;2;0;0;1;0;0;0;0
2020-08-11 02:15:00;0;3;1;3;0;0;0;0
2020-08-11 02:30:00;3;1;0;1;1;0;0;0
2020-08-11 02:45:00;1;0;0;3;2;0;0;0
2020-08-11 03:00:00;1;0;0;0;1;0;0;0
2020-08-11 03:15:00;1;0;1;1;0;0;0;0
2020-08-11 03:30:00;6;1;0;2;0;0;0;0
2020-08-11 03:45:00;1;0;0;2;0;0;0;0
2020-08-11 04:00:00;1;0;1;1;0;0;0;0
2020-08-11 04:15:00;5;0;1;1;1;0;0;0
2020-08-11 04:30:00;6;0;0;2;1;0;0;0
2020-08-11 04:45:00;7;1;2;4;1;0;0;0
2020-08-11 05:00:00;12;1;1;7;2;0;0;0
2020-08-11 05:15:00;26;9;3;8;1;0;0;0
2020-08-11 05:30:00;43;4;5;22;1;0;0;0
2020-08-11 05:45:00;49;5;3;26;6;0;0;0
2020-08-11 06:00:00;55;5;5;27;2;0;0;0
2020-08-11 06:15:00;81;9;5;24;4;1;0;0
2020-08-11 06:30:00;79;5;8;50;4;4;0;1
2020-08-11 06:45:00;66;10;2;69;7;14;0;0
2020-08-11 07:00:00;100;8;15;61;7;16;0;0
2020-08-11 07:15:00;99;7;16;71;9;7;0;0
2020-08-11 07:30:00;102;10;11;70;13;18;0;3
2020-08-11 07:45:00;99;10;21;84;16;10;0;0
2020-08-11 08:00:00;101;8;21;50;17;7;0;1
2020-08-11 08:15:00;79;13;25;55;15;4;0;0
2020-08-11 08:30:00;103;13;29;66;14;11;0;0
2020-08-11 08:45:00;91;13;24;79;18;5;0;0
2020-08-11 09:00:00;80;9;30;65;23;2;0;2
2020-08-11 09:15:00;91;16;35;66;20;12;0;0
2020-08-11 09:30:00;84;14;32;77;21;8;0;1
2020-08-11 09:45:00;86;11;26;81;24;8;0;0
2020-08-11 10:00:00;85;11;33;67;22;9;3;0
2020-08-11 10:15:00;79;17;34;77;20;6;0;0
2020-08-11 10:30:00;78;13;51;74;25;13;0;0
2020-08-11 10:45:00;77;13;41;65;19;20;0;0
2020-08-11 11:00:00;86;19;32;85;32;15;0;4
2020-08-11 11:15:00;87;8;49;78;26;14;0;1
2020-08-11 11:30:00;79;11;38;89;25;4;0;0
2020-08-11 11:45:00;85;6;41;73;19;10;0;0
2020-08-11 12:00:00;78;21;38;81;29;8;0;0
2020-08-11 12:15:00;89;10;34;83;24;15;0;0
2020-08-11 12:30:00;74;14;32;70;26;14;0;0
2020-08-11 12:45:00;87;10;37;74;22;19;0;0
2020-08-11 13:00:00;74;13;25;71;10;11;0;0
2020-08-11 13:15:00;79;11;29;72;17;12;0;0
2020-08-11 13:30:00;82;21;29;82;18;10;0;0
2020-08-11 13:45:00;84;11;37;101;16;26;0;0
2020-08-11 14:00:00;69;8;37;81;17;25;0;0
2020-08-11 14:15:00;79;12;45;64;16;19;1;0
2020-08-11 14:30:00;86;16;38;91;11;12;0;0
2020-08-11 14:45:00;104;7;32;84;23;13;0;0
2020-08-11 15:00:00;72;10;41;85;14;6;0;0
2020-08-11 15:15:00;76;14;37;104;15;17;0;0
2020-08-11 15:30:00;80;10;43;113;17;14;0;0
2020-08-11 15:45:00;85;13;52;110;25;5;0;4
2020-08-11 16:00:00;94;13;50;127;23;14;1;1
2020-08-11 16:15:00;96;11;39;134;30;54;0;3
2020-08-11 16:30:00;102;19;44;106;20;23;0;0
2020-08-11 16:45:00;91;17;44;93;31;6;0;1
2020-08-11 17:00:00;93;13;33;128;31;15;0;0
2020-08-11 17:15:00;91;17;40;129;26;25;0;3
2020-08-11 17:30:00;108;13;51;117;23;17;0;0
2020-08-11 17:45:00;86;13;41;98;26;17;0;0
2020-08-11 18:00:00;77;19;38;95;33;22;0;0
2020-08-11 18:15:00;68;9;54;90;28;10;0;0
2020-08-11 18:30:00;66;16;30;83;27;14;0;2
2020-08-11 18:45:00;63;13;36;84;31;12;0;0
2020-08-11 19:00:00;61;12;45;74;30;13;0;1
2020-08-11 19:15:00;61;8;25;79;34;13;0;1
2020-08-11 19:30:00;63;14;20;65;34;11;0;0
2020-08-11 19:45:00;47;11;22;57;24;6;0;0
2020-08-11 20:00:00;55;7;20;59;29;9;0;0
2020-08-11 20:15:00;35;9;8;46;20;8;0;0
2020-08-11 20:30:00;40;8;7;60;17;7;0;1
2020-08-11 20:45:00;42;3;13;36;18;1;0;28
2020-08-11 21:00:00;35;3;9;24;24;1;0;0
2020-08-11 21:15:00;34;5;8;49;18;3;0;0
2020-08-11 21:30:00;29;8;6;47;12;0;0;0
2020-08-11 21:45:00;21;4;12;37;4;0;0;0
2020-08-11 22:00:00;18;2;2;24;2;0;0;0
2020-08-11 22:15:00;19;2;6;20;3;0;0;0
2020-08-11 22:30:00;11;2;2;17;2;0;0;0
2020-08-11 22:45:00;18;3;6;20;0;0;0;0
2020-08-11 23:00:00;13;1;2;18;3;0;0;0
2020-08-11 23:15:00;7;1;2;15;1;0;0;0
2020-08-11 23:30:00;10;1;1;12;1;0;0;0
