DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-11-02 00:00:00;3;1;1;2;4
2020-11-02 00:15:00;8;4;1;4;5
2020-11-02 00:30:00;3;3;0;4;4
2020-11-02 00:45:00;5;5;1;0;2
2020-11-02 01:00:00;2;0;0;0;1
2020-11-02 01:15:00;2;1;0;0;1
2020-11-02 01:30:00;3;3;2;6;3
2020-11-02 01:45:00;2;2;1;1;2
2020-11-02 02:00:00;3;2;0;1;0
2020-11-02 02:15:00;0;1;0;1;2
2020-11-02 02:30:00;0;1;0;1;2
2020-11-02 02:45:00;3;5;1;0;3
2020-11-02 03:00:00;2;4;0;0;2
2020-11-02 03:15:00;1;1;1;1;1
2020-11-02 03:30:00;1;2;2;2;2
2020-11-02 03:45:00;2;2;0;1;3
2020-11-02 04:00:00;5;5;1;0;2
2020-11-02 04:15:00;6;3;1;3;6
2020-11-02 04:30:00;4;6;2;1;14
2020-11-02 04:45:00;9;15;2;7;39
2020-11-02 05:00:00;13;20;1;13;113
2020-11-02 05:15:00;20;39;4;21;173
2020-11-02 05:30:00;25;45;3;24;168
2020-11-02 05:45:00;24;35;6;18;110
2020-11-02 06:00:00;42;26;4;14;107
2020-11-02 06:15:00;31;40;4;17;99
2020-11-02 06:30:00;62;37;5;13;116
2020-11-02 06:45:00;66;44;7;19;107
2020-11-02 07:00:00;67;36;2;15;102
2020-11-02 07:15:00;91;39;6;12;92
2020-11-02 07:30:00;105;48;7;15;92
2020-11-02 07:45:00;90;44;9;12;117
2020-11-02 08:00:00;76;43;2;13;75
2020-11-02 08:15:00;79;36;12;12;79
2020-11-02 08:30:00;89;46;6;20;82
2020-11-02 08:45:00;83;49;14;20;75
2020-11-02 09:00:00;68;39;12;18;51
2020-11-02 09:15:00;111;41;11;12;62
2020-11-02 09:30:00;88;45;11;14;71
2020-11-02 09:45:00;115;40;6;15;63
2020-11-02 10:00:00;91;39;8;23;87
2020-11-02 10:15:00;98;45;9;5;79
2020-11-02 10:30:00;93;39;12;16;85
2020-11-02 10:45:00;83;42;7;18;106
2020-11-02 11:00:00;87;45;9;19;93
2020-11-02 11:15:00;72;33;9;19;123
2020-11-02 11:30:00;85;52;7;27;94
2020-11-02 11:45:00;79;52;16;21;112
2020-11-02 12:00:00;89;40;11;21;122
2020-11-02 12:15:00;85;34;8;14;125
2020-11-02 12:30:00;74;32;11;18;120
2020-11-02 12:45:00;79;43;7;12;117
2020-11-02 13:00:00;99;49;13;23;129
2020-11-02 13:15:00;87;35;7;22;167
2020-11-02 13:30:00;100;43;21;14;177
2020-11-02 13:45:00;119;59;11;18;157
2020-11-02 14:00:00;177;50;35;57;99
2020-11-02 14:15:00;219;40;30;79;93
2020-11-02 14:30:00;209;40;29;61;103
2020-11-02 14:45:00;143;39;16;26;98
2020-11-02 15:00:00;151;74;13;24;112
2020-11-02 15:15:00;145;41;11;40;122
2020-11-02 15:30:00;132;39;11;31;125
2020-11-02 15:45:00;125;40;13;20;126
2020-11-02 16:00:00;137;46;20;29;155
2020-11-02 16:15:00;119;45;13;21;134
2020-11-02 16:30:00;120;36;25;26;121
2020-11-02 16:45:00;131;34;12;20;132
2020-11-02 17:00:00;109;34;13;16;113
2020-11-02 17:15:00;113;46;13;20;134
2020-11-02 17:30:00;93;36;8;21;103
2020-11-02 17:45:00;96;46;9;10;105
2020-11-02 18:00:00;72;31;12;25;105
2020-11-02 18:15:00;58;29;5;14;80
2020-11-02 18:30:00;50;31;8;10;69
2020-11-02 18:45:00;58;24;1;12;61
2020-11-02 19:00:00;38;11;8;6;59
2020-11-02 19:15:00;35;31;8;15;62
2020-11-02 19:30:00;33;24;3;8;39
2020-11-02 19:45:00;19;19;5;13;41
2020-11-02 20:00:00;22;22;5;6;38
2020-11-02 20:15:00;17;23;2;12;42
2020-11-02 20:30:00;22;16;6;9;43
2020-11-02 20:45:00;21;32;5;14;49
2020-11-02 21:00:00;21;36;11;13;102
2020-11-02 21:15:00;16;38;11;15;123
2020-11-02 21:30:00;52;27;4;17;67
2020-11-02 21:45:00;106;32;28;35;36
2020-11-02 22:00:00;85;27;21;50;32
2020-11-02 22:15:00;26;19;10;25;18
2020-11-02 22:30:00;24;19;3;11;25
2020-11-02 22:45:00;7;12;4;7;11
2020-11-02 23:00:00;9;15;6;10;14
2020-11-02 23:15:00;15;15;4;7;9
2020-11-02 23:30:00;8;12;2;8;10
2020-11-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
