DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-04-24 00:00:00;0;1;5;0;0;3;1;1;0;2;1
2020-04-24 00:15:00;0;1;3;0;0;0;4;0;0;5;3
2020-04-24 00:30:00;0;2;3;1;1;0;3;2;1;1;1
2020-04-24 00:45:00;0;1;3;0;0;0;2;2;1;3;0
2020-04-24 01:00:00;0;1;3;0;0;3;1;0;1;3;0
2020-04-24 01:15:00;0;0;1;1;1;1;0;0;0;1;0
2020-04-24 01:30:00;1;1;5;1;2;1;1;0;1;1;0
2020-04-24 01:45:00;0;1;3;0;0;0;0;3;0;3;0
2020-04-24 02:00:00;0;1;0;0;0;0;2;1;1;2;0
2020-04-24 02:15:00;0;1;2;0;0;0;0;3;1;2;0
2020-04-24 02:30:00;0;1;1;1;1;0;0;1;0;2;0
2020-04-24 02:45:00;0;1;1;0;0;1;2;0;0;2;2
2020-04-24 03:00:00;0;0;0;0;0;0;0;1;1;1;0
2020-04-24 03:15:00;1;2;0;0;1;0;1;0;0;1;0
2020-04-24 03:30:00;2;0;0;0;1;1;0;0;0;0;2
2020-04-24 03:45:00;0;1;1;0;0;1;1;0;1;2;0
2020-04-24 04:00:00;0;1;0;0;0;0;0;0;0;1;0
2020-04-24 04:15:00;0;0;2;0;0;0;1;0;0;0;1
2020-04-24 04:30:00;0;0;1;1;1;0;2;0;0;1;4
2020-04-24 04:45:00;1;1;3;1;2;0;0;1;0;1;1
2020-04-24 05:00:00;2;4;1;0;1;0;0;0;1;4;2
2020-04-24 05:15:00;1;5;6;0;1;0;1;0;1;4;7
2020-04-24 05:30:00;2;20;14;3;3;1;4;2;2;13;12
2020-04-24 05:45:00;1;14;12;4;5;2;6;0;0;17;9
2020-04-24 06:00:00;5;6;4;3;8;2;5;1;1;8;7
2020-04-24 06:15:00;5;19;7;2;4;3;1;4;8;17;9
2020-04-24 06:30:00;2;24;15;6;6;9;11;1;5;12;15
2020-04-24 06:45:00;3;27;22;4;6;5;13;1;8;17;19
2020-04-24 07:00:00;4;25;17;10;10;3;12;5;9;22;17
2020-04-24 07:15:00;5;17;25;8;13;7;18;5;13;26;15
2020-04-24 07:30:00;4;32;30;5;10;6;19;8;20;9;16
2020-04-24 07:45:00;3;28;27;14;15;5;12;8;15;30;17
2020-04-24 08:00:00;9;19;30;10;16;8;10;8;15;17;16
2020-04-24 08:15:00;1;15;20;9;10;7;11;6;19;15;14
2020-04-24 08:30:00;4;25;28;7;10;7;14;6;9;14;11
2020-04-24 08:45:00;1;24;35;3;5;11;21;9;20;19;10
2020-04-24 09:00:00;5;26;22;10;12;15;17;6;13;15;15
2020-04-24 09:15:00;0;25;21;8;7;10;16;4;17;14;16
2020-04-24 09:30:00;4;32;29;14;17;11;19;8;16;11;19
2020-04-24 09:45:00;3;21;25;11;13;11;23;7;21;22;19
2020-04-24 10:00:00;5;17;28;3;7;12;16;5;15;15;18
