DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-06-19 00:00:00;8;6;17;1;1;0;0;0;0
2020-06-19 00:15:00;6;7;20;0;0;0;0;0;0
2020-06-19 00:30:00;11;9;21;1;1;0;0;0;0
2020-06-19 00:45:00;7;2;9;0;0;0;0;0;0
2020-06-19 01:00:00;10;7;15;1;1;0;0;0;0
2020-06-19 01:15:00;9;5;11;0;0;0;0;0;0
2020-06-19 01:30:00;7;3;7;0;0;0;0;0;0
2020-06-19 01:45:00;6;1;15;0;0;0;0;0;0
2020-06-19 02:00:00;4;3;6;0;0;0;0;0;0
2020-06-19 02:15:00;6;5;8;1;1;0;0;0;0
2020-06-19 02:30:00;9;5;7;1;1;0;0;0;0
2020-06-19 02:45:00;3;5;5;0;0;0;0;0;0
2020-06-19 03:00:00;3;5;7;0;0;0;0;0;0
2020-06-19 03:15:00;8;4;8;0;0;0;0;0;0
2020-06-19 03:30:00;4;1;2;0;0;0;0;0;0
2020-06-19 03:45:00;6;2;7;0;0;0;0;0;0
2020-06-19 04:00:00;11;1;14;0;0;0;0;0;0
2020-06-19 04:15:00;11;5;11;0;0;0;0;0;0
2020-06-19 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 04:45:00;19;6;19;0;0;0;0;0;0
2020-06-19 05:00:00;19;6;34;0;0;0;0;0;0
2020-06-19 05:15:00;43;16;71;0;0;0;0;0;0
2020-06-19 05:30:00;52;16;98;1;2;0;0;0;0
2020-06-19 05:45:00;44;16;99;0;0;0;0;0;0
2020-06-19 06:00:00;63;29;105;1;1;0;0;0;0
2020-06-19 06:15:00;71;29;126;1;1;0;0;0;0
2020-06-19 06:30:00;80;36;129;1;1;0;0;0;0
2020-06-19 06:45:00;87;43;151;1;1;0;0;0;0
2020-06-19 07:00:00;75;28;176;1;1;0;0;0;0
2020-06-19 07:15:00;97;53;183;5;5;0;0;0;0
2020-06-19 07:30:00;100;73;171;2;2;1;0;0;0
2020-06-19 07:45:00;116;72;195;0;1;2;0;0;0
2020-06-19 08:00:00;82;59;150;1;1;1;0;0;0
2020-06-19 08:15:00;98;67;183;1;1;0;0;0;0
2020-06-19 08:30:00;86;43;182;2;2;2;0;0;0
2020-06-19 08:45:00;116;62;208;5;4;4;0;0;0
2020-06-19 09:00:00;102;60;184;2;2;3;0;0;0
2020-06-19 09:15:00;109;54;191;2;2;0;0;0;0
2020-06-19 09:30:00;121;62;183;1;1;0;0;0;0
2020-06-19 09:45:00;129;72;199;2;2;1;0;0;0
2020-06-19 10:00:00;130;65;195;2;1;1;0;0;0
2020-06-19 10:15:00;140;63;219;3;2;2;0;0;0
2020-06-19 10:30:00;149;83;169;1;1;2;0;0;0
2020-06-19 10:45:00;145;71;220;1;1;3;0;0;0
2020-06-19 11:00:00;145;59;204;2;2;2;0;0;0
2020-06-19 11:15:00;159;79;232;1;1;1;0;0;0
2020-06-19 11:30:00;167;66;219;1;2;1;0;0;0
2020-06-19 11:45:00;153;90;232;3;3;1;0;0;0
2020-06-19 12:00:00;169;55;192;2;2;1;0;0;0
2020-06-19 12:15:00;179;82;230;0;0;1;0;0;0
2020-06-19 12:30:00;164;82;235;0;0;4;0;0;0
2020-06-19 12:45:00;201;89;231;3;4;4;0;0;0
