DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-06-06 00:00:00;19;9;25;10;3;0;2
2020-06-06 00:15:00;27;19;35;14;2;6;3
2020-06-06 00:30:00;21;15;28;9;2;3;2
2020-06-06 00:45:00;28;14;25;7;3;2;3
2020-06-06 01:00:00;16;11;17;6;1;2;2
2020-06-06 01:15:00;19;14;25;4;3;3;6
2020-06-06 01:30:00;16;13;14;3;6;4;3
2020-06-06 01:45:00;18;3;14;2;4;3;0
2020-06-06 02:00:00;11;3;19;5;3;5;4
2020-06-06 02:15:00;10;5;14;2;5;6;4
2020-06-06 02:30:00;9;4;8;1;2;2;2
2020-06-06 02:45:00;9;3;10;3;1;2;3
2020-06-06 03:00:00;12;4;12;0;2;5;3
2020-06-06 03:15:00;11;6;8;1;3;6;4
2020-06-06 03:30:00;8;3;9;1;1;6;1
2020-06-06 03:45:00;7;4;13;3;2;6;4
2020-06-06 04:00:00;3;2;6;2;3;2;7
2020-06-06 04:15:00;8;3;10;6;6;2;0
2020-06-06 04:30:00;7;3;6;2;2;4;4
2020-06-06 04:45:00;9;10;15;5;1;1;0
2020-06-06 05:00:00;10;9;15;5;1;0;1
2020-06-06 05:15:00;24;19;27;8;3;1;0
2020-06-06 05:30:00;27;15;22;9;1;1;0
2020-06-06 05:45:00;37;31;36;10;5;1;2
2020-06-06 06:00:00;33;30;37;10;6;1;0
2020-06-06 06:15:00;37;24;60;12;1;0;0
2020-06-06 06:30:00;32;15;34;4;1;0;0
2020-06-06 06:45:00;34;24;42;13;3;2;0
2020-06-06 07:00:00;28;22;43;13;7;0;0
2020-06-06 07:15:00;47;28;45;21;5;0;0
2020-06-06 07:30:00;53;26;54;17;3;2;1
2020-06-06 07:45:00;65;45;94;25;9;1;1
2020-06-06 08:00:00;58;26;53;18;4;2;2
2020-06-06 08:15:00;59;42;72;22;8;6;0
2020-06-06 08:30:00;74;41;73;34;5;6;3
2020-06-06 08:45:00;95;65;119;51;5;1;1
2020-06-06 09:00:00;79;62;92;50;6;5;0
2020-06-06 09:15:00;87;85;127;50;10;0;0
2020-06-06 09:30:00;100;86;129;57;3;1;0
2020-06-06 09:45:00;131;89;166;96;10;1;1
2020-06-06 10:00:00;118;113;152;75;8;1;0
2020-06-06 10:15:00;137;117;170;75;16;1;0
2020-06-06 10:30:00;119;80;144;63;7;0;0
2020-06-06 10:45:00;169;134;164;98;15;0;0
2020-06-06 11:00:00;124;85;180;78;7;4;1
2020-06-06 11:15:00;159;97;176;90;6;0;1
2020-06-06 11:30:00;121;115;149;71;16;2;2
2020-06-06 12:00:00;173;117;165;82;15;3;4
2020-06-06 12:15:00;172;120;201;106;10;3;2
2020-06-06 12:30:00;142;116;163;87;12;0;2
2020-06-06 12:45:00;136;97;151;93;10;2;0
2020-06-06 13:00:00;150;100;174;79;8;2;0
2020-06-06 13:15:00;150;125;189;96;10;0;1
2020-06-06 13:30:00;163;121;174;69;12;4;3
2020-06-06 13:45:00;139;103;177;100;12;4;2
2020-06-06 14:00:00;166;97;155;84;12;2;0
2020-06-06 14:15:00;161;119;174;111;6;3;1
2020-06-06 14:30:00;139;124;172;82;9;2;0
2020-06-06 14:45:00;156;127;222;103;11;0;0
2020-06-06 15:00:00;170;116;178;100;10;0;1
2020-06-06 15:15:00;172;130;180;95;12;1;1
2020-06-06 15:30:00;160;123;164;70;12;0;0
2020-06-06 15:45:00;149;128;203;103;11;2;0
2020-06-06 16:00:00;158;109;154;66;7;1;1
2020-06-06 16:15:00;157;101;181;91;6;0;1
2020-06-06 16:30:00;159;115;149;77;13;4;1
2020-06-06 16:45:00;148;121;173;95;11;0;1
2020-06-06 17:00:00;127;98;152;95;10;0;0
2020-06-06 17:15:00;129;90;168;88;9;0;1
2020-06-06 17:30:00;138;107;153;86;12;1;1
2020-06-06 17:45:00;156;107;177;77;6;1;0
2020-06-06 18:00:00;123;106;146;65;11;0;0
2020-06-06 18:15:00;112;119;187;79;5;2;1
2020-06-06 18:30:00;110;95;122;43;4;0;0
2020-06-06 18:45:00;119;96;144;70;9;1;1
2020-06-06 19:00:00;121;76;133;47;2;1;1
2020-06-06 19:15:00;106;91;141;72;7;0;0
2020-06-06 19:30:00;100;95;110;42;7;0;1
2020-06-06 19:45:00;97;74;125;43;6;1;0
2020-06-06 20:00:00;96;67;109;47;6;1;0
2020-06-06 20:15:00;83;69;97;49;5;1;1
2020-06-06 20:30:00;68;55;98;48;7;0;0
2020-06-06 20:45:00;79;56;79;40;5;1;1
2020-06-06 21:00:00;58;45;70;28;4;1;0
2020-06-06 21:15:00;57;43;86;28;1;0;0
2020-06-06 21:45:00;53;35;63;26;1;1;0
2020-06-06 22:00:00;46;29;57;20;4;0;0
2020-06-06 22:15:00;47;46;70;29;1;0;0
2020-06-06 22:30:00;39;29;57;22;3;0;0
2020-06-06 22:45:00;35;14;64;18;2;0;0
2020-06-06 23:15:00;42;49;46;18;1;0;0
2020-06-06 23:30:00;38;27;45;15;1;1;0
2020-06-06 23:45:00;36;25;41;17;1;0;0
