DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-01-13 00:00:00;2;3;5;0;0;3;0;0;0;1;0;0
2020-01-13 00:15:00;4;4;7;0;4;4;0;0;0;0;0;0
2020-01-13 00:30:00;0;2;5;0;0;3;0;0;0;0;0;0
2020-01-13 00:45:00;1;2;7;0;1;6;0;0;0;0;0;0
2020-01-13 01:00:00;0;1;1;0;0;1;0;0;0;0;0;0
2020-01-13 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-13 01:30:00;2;1;3;0;0;2;0;0;0;0;0;0
2020-01-13 01:45:00;0;3;2;0;0;0;0;0;0;0;0;0
2020-01-13 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-13 02:15:00;0;0;0;1;0;0;0;0;0;0;0;0
2020-01-13 02:30:00;0;2;7;0;0;6;0;0;0;0;0;0
2020-01-13 02:45:00;0;4;6;0;0;1;0;0;0;0;0;0
2020-01-13 03:00:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-01-13 03:15:00;0;2;1;0;0;0;0;0;0;0;0;0
2020-01-13 03:30:00;1;0;3;0;0;3;0;0;0;0;0;0
2020-01-13 03:45:00;1;3;4;0;0;3;0;0;0;0;0;0
2020-01-13 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-13 04:15:00;1;1;0;0;0;0;0;0;0;0;0;0
2020-01-13 04:30:00;1;0;1;0;0;1;0;0;0;0;0;0
2020-01-13 04:45:00;3;4;6;0;0;3;0;0;0;0;0;0
2020-01-13 05:00:00;7;6;8;0;0;5;0;0;0;0;0;0
2020-01-13 05:15:00;4;6;10;1;0;5;0;0;0;0;0;0
2020-01-13 05:30:00;6;8;11;2;3;7;0;0;0;0;0;0
2020-01-13 05:45:00;11;17;25;2;4;15;0;0;0;0;0;0
2020-01-13 06:00:00;18;25;40;5;7;22;0;0;0;0;0;0
2020-01-13 06:15:00;22;39;44;8;6;25;1;0;0;0;0;0
2020-01-13 06:30:00;34;40;60;13;8;43;0;0;0;0;0;0
2020-01-13 06:45:00;42;57;73;29;7;50;0;0;0;0;0;0
2020-01-13 07:00:00;45;68;64;37;9;39;0;0;0;0;0;0
2020-01-13 07:15:00;46;128;102;80;5;62;1;0;0;0;0;0
