DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-05-17 00:00:00;5;0;1;1;4
2020-05-17 00:15:00;6;2;4;8;7
2020-05-17 00:30:00;3;0;0;4;3
2020-05-17 00:45:00;3;2;0;1;4
2020-05-17 01:00:00;3;0;0;1;5
2020-05-17 01:15:00;3;2;0;0;1
2020-05-17 01:30:00;1;0;0;1;3
2020-05-17 01:45:00;1;0;1;1;2
2020-05-17 02:00:00;2;0;0;3;2
2020-05-17 02:15:00;0;0;0;2;2
2020-05-17 02:30:00;1;0;1;2;0
2020-05-17 02:45:00;0;0;0;1;0
2020-05-17 03:00:00;0;0;0;0;1
2020-05-17 03:15:00;1;0;0;0;0
2020-05-17 03:30:00;1;0;0;0;1
2020-05-17 03:45:00;0;0;0;0;0
2020-05-17 04:00:00;1;0;0;0;1
2020-05-17 04:15:00;5;2;2;2;0
2020-05-17 04:30:00;0;0;0;2;0
2020-05-17 04:45:00;1;0;0;0;0
2020-05-17 05:00:00;0;0;0;2;0
2020-05-17 05:15:00;3;2;2;2;2
2020-05-17 05:30:00;1;0;0;0;3
2020-05-17 05:45:00;0;0;0;2;4
2020-05-17 06:00:00;1;1;0;1;1
2020-05-17 06:15:00;5;2;2;5;2
2020-05-17 06:30:00;2;0;0;1;2
2020-05-17 06:45:00;2;0;1;0;3
2020-05-17 07:00:00;0;0;0;2;4
2020-05-17 07:15:00;1;1;2;6;7
2020-05-17 07:30:00;2;1;0;4;4
2020-05-17 07:45:00;3;0;1;3;4
2020-05-17 08:00:00;2;1;2;3;3
2020-05-17 08:15:00;1;0;2;2;7
2020-05-17 08:30:00;9;1;1;2;17
2020-05-17 08:45:00;5;0;1;3;7
2020-05-17 09:00:00;8;0;2;2;9
2020-05-17 09:15:00;7;0;5;7;7
2020-05-17 09:30:00;7;3;3;6;21
2020-05-17 09:45:00;14;3;3;8;20
2020-05-17 10:00:00;13;5;2;6;17
2020-05-17 10:15:00;13;4;3;7;23
2020-05-17 10:30:00;15;3;2;11;22
2020-05-17 10:45:00;15;3;7;6;24
2020-05-17 11:00:00;16;2;9;13;25
2020-05-17 11:15:00;19;3;6;18;25
2020-05-17 11:30:00;30;3;6;11;22
2020-05-17 11:45:00;20;5;3;15;29
2020-05-17 12:00:00;23;2;8;7;30
2020-05-17 12:15:00;15;1;5;11;21
2020-05-17 12:30:00;11;4;3;12;20
2020-05-17 12:45:00;19;1;3;15;22
2020-05-17 13:00:00;16;3;4;11;18
2020-05-17 13:15:00;9;3;3;15;26
2020-05-17 13:30:00;20;3;10;7;29
2020-05-17 13:45:00;18;0;8;12;40
2020-05-17 14:00:00;19;3;7;11;33
2020-05-17 14:15:00;23;1;2;9;31
2020-05-17 14:30:00;27;6;6;9;36
2020-05-17 14:45:00;18;3;9;12;45
2020-05-17 15:00:00;31;3;7;8;29
2020-05-17 15:15:00;23;5;4;12;36
2020-05-17 15:30:00;18;6;5;13;45
2020-05-17 15:45:00;25;5;12;16;38
2020-05-17 16:00:00;18;3;16;14;26
2020-05-17 16:15:00;25;6;8;9;31
2020-05-17 16:30:00;26;6;10;8;40
2020-05-17 16:45:00;27;5;12;15;39
2020-05-17 17:00:00;24;13;12;21;34
2020-05-17 17:15:00;27;2;7;8;22
2020-05-17 17:30:00;24;4;8;14;41
2020-05-17 17:45:00;29;6;12;19;36
2020-05-17 18:00:00;24;4;9;16;32
2020-05-17 18:15:00;21;6;13;13;28
2020-05-17 18:30:00;23;10;6;13;43
2020-05-17 18:45:00;16;2;8;11;25
2020-05-17 19:00:00;24;3;3;17;32
2020-05-17 19:15:00;20;4;4;11;30
2020-05-17 19:30:00;16;3;6;18;18
2020-05-17 19:45:00;19;2;7;14;22
2020-05-17 20:00:00;15;3;8;14;18
2020-05-17 20:15:00;11;1;2;9;9
2020-05-17 20:30:00;13;5;5;12;20
2020-05-17 20:45:00;11;0;4;13;22
2020-05-17 21:00:00;12;3;5;5;14
2020-05-17 21:15:00;10;0;1;11;12
2020-05-17 21:30:00;9;2;0;7;14
2020-05-17 21:45:00;5;1;0;2;6
2020-05-17 22:00:00;11;3;4;6;6
2020-05-17 22:15:00;6;0;1;4;11
2020-05-17 22:30:00;4;1;0;1;8
2020-05-17 22:45:00;5;0;1;3;2
2020-05-17 23:00:00;4;2;2;3;5
2020-05-17 23:15:00;1;0;0;1;0
2020-05-17 23:30:00;1;0;0;1;4
2020-05-17 23:45:00;1;1;2;3;2
