DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-09-06 00:00:00;16;3;3;11;3;19;12;2;9;15;2
2020-09-06 00:15:00;16;14;5;7;2;24;13;3;3;12;5
2020-09-06 00:30:00;16;18;6;11;3;16;17;4;4;11;2
2020-09-06 00:45:00;18;9;5;9;2;15;7;3;2;4;1
2020-09-06 01:00:00;17;11;3;6;3;23;17;2;3;5;2
2020-09-06 01:15:00;18;7;1;6;2;14;12;5;1;6;0
2020-09-06 01:30:00;9;9;4;4;2;10;7;1;3;4;1
2020-09-06 01:45:00;9;8;1;4;2;11;5;2;4;11;3
2020-09-06 02:00:00;6;4;2;6;0;13;3;2;1;7;2
2020-09-06 02:15:00;16;5;2;4;3;15;9;1;3;7;1
2020-09-06 02:30:00;7;4;0;5;2;13;7;1;1;4;0
2020-09-06 02:45:00;9;6;1;2;3;9;6;0;0;2;1
2020-09-06 03:00:00;12;5;0;3;3;7;4;1;3;4;1
2020-09-06 03:15:00;10;6;2;4;2;11;4;0;0;4;0
2020-09-06 03:30:00;6;1;1;0;0;9;3;1;2;3;2
2020-09-06 03:45:00;9;4;0;4;3;7;5;1;1;1;0
2020-09-06 04:00:00;7;7;0;1;1;6;2;1;0;1;0
2020-09-06 04:15:00;4;6;2;2;2;5;6;1;0;2;2
2020-09-06 04:30:00;3;2;1;4;4;7;4;0;1;2;0
2020-09-06 04:45:00;4;4;0;2;4;5;2;1;2;5;0
2020-09-06 05:00:00;6;7;0;1;3;13;6;1;0;1;0
2020-09-06 05:15:00;8;8;1;2;3;7;7;2;1;3;0
2020-09-06 05:30:00;5;10;1;4;3;9;9;1;4;5;2
2020-09-06 05:45:00;10;4;2;9;2;15;3;3;5;6;2
2020-09-06 06:00:00;13;8;0;4;3;2;5;0;5;4;0
2020-09-06 06:15:00;11;11;2;6;2;7;5;1;0;3;1
2020-09-06 06:30:00;4;7;0;2;0;13;7;1;0;2;0
2020-09-06 06:45:00;7;8;3;5;3;11;3;3;2;3;0
2020-09-06 07:00:00;8;6;4;11;3;5;5;4;1;8;0
2020-09-06 07:15:00;15;11;1;7;6;7;4;2;2;6;1
2020-09-06 07:30:00;14;13;2;6;2;19;10;1;4;7;2
2020-09-06 07:45:00;17;10;3;17;8;11;3;3;2;7;0
2020-09-06 08:00:00;20;7;5;11;5;12;7;0;2;11;5
2020-09-06 08:15:00;19;13;1;16;4;16;9;4;6;11;4
2020-09-06 08:30:00;25;16;0;17;3;21;9;6;5;12;6
