DATUM;1(TAFGA);2(TAFBA)
2020-05-02 00:00:00;0;0
2020-05-02 00:15:00;0;0
2020-05-02 00:30:00;0;0
2020-05-02 00:45:00;0;0
2020-05-02 01:00:00;0;0
2020-05-02 01:15:00;0;0
2020-05-02 01:30:00;0;0
2020-05-02 01:45:00;0;0
2020-05-02 02:00:00;0;0
2020-05-02 02:15:00;0;0
2020-05-02 02:30:00;0;0
2020-05-02 02:45:00;0;0
2020-05-02 03:00:00;0;0
2020-05-02 03:15:00;0;0
2020-05-02 03:30:00;0;0
2020-05-02 03:45:00;0;0
2020-05-02 04:00:00;0;0
2020-05-02 04:15:00;0;0
2020-05-02 04:30:00;0;0
2020-05-02 04:45:00;0;0
2020-05-02 05:00:00;0;0
2020-05-02 05:15:00;0;0
2020-05-02 05:30:00;0;0
2020-05-02 05:45:00;0;0
2020-05-02 06:00:00;0;0
2020-05-02 06:15:00;0;0
2020-05-02 06:30:00;0;0
2020-05-02 06:45:00;0;0
2020-05-02 07:00:00;0;0
2020-05-02 07:15:00;0;0
2020-05-02 07:30:00;1;0
2020-05-02 07:45:00;2;0
2020-05-02 08:00:00;4;3
2020-05-02 08:15:00;4;1
2020-05-02 08:30:00;8;9
2020-05-02 08:45:00;5;5
2020-05-02 09:00:00;12;1
2020-05-02 09:15:00;11;10
2020-05-02 09:30:00;17;4
2020-05-02 09:45:00;16;5
2020-05-02 10:00:00;12;2
2020-05-02 10:15:00;20;1
2020-05-02 10:30:00;16;1
2020-05-02 10:45:00;16;0
2020-05-02 11:00:00;14;0
2020-05-02 11:15:00;15;6
2020-05-02 11:30:00;12;1
2020-05-02 11:45:00;10;4
2020-05-02 12:00:00;10;2
2020-05-02 12:15:00;15;12
2020-05-02 12:30:00;19;7
2020-05-02 12:45:00;12;2
2020-05-02 13:00:00;19;3
2020-05-02 13:15:00;15;1
2020-05-02 13:30:00;20;5
2020-05-02 13:45:00;6;3
2020-05-02 14:00:00;11;4
2020-05-02 14:15:00;10;0
2020-05-02 14:30:00;15;5
2020-05-02 14:45:00;18;9
2020-05-02 15:00:00;12;3
2020-05-02 15:15:00;9;3
2020-05-02 15:30:00;7;8
2020-05-02 15:45:00;6;6
2020-05-02 16:00:00;11;0
2020-05-02 16:15:00;11;0
2020-05-02 16:30:00;17;11
2020-05-02 16:45:00;14;8
2020-05-02 17:00:00;12;4
2020-05-02 17:15:00;13;7
2020-05-02 17:30:00;9;5
2020-05-02 17:45:00;6;9
2020-05-02 18:00:00;15;5
2020-05-02 18:15:00;11;2
2020-05-02 18:30:00;14;6
2020-05-02 18:45:00;10;6
2020-05-02 19:00:00;6;3
2020-05-02 19:15:00;13;2
2020-05-02 19:30:00;9;1
2020-05-02 19:45:00;5;3
2020-05-02 20:00:00;7;6
2020-05-02 20:15:00;6;3
2020-05-02 20:30:00;6;2
2020-05-02 20:45:00;2;0
2020-05-02 21:00:00;1;1
2020-05-02 21:15:00;2;1
2020-05-02 21:30:00;0;0
2020-05-02 21:45:00;1;2
2020-05-02 22:00:00;0;0
2020-05-02 22:15:00;1;2
2020-05-02 22:30:00;2;7
2020-05-02 22:45:00;0;0
2020-05-02 23:00:00;0;0
2020-05-02 23:15:00;0;0
2020-05-02 23:30:00;0;0
2020-05-02 23:45:00;0;0
