DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-04-27 00:00:00;1;0;0;0;5;5;3;2;2;1;2153;0;0
2020-04-27 00:15:00;0;0;0;0;2;4;8;7;0;0;2441;0;0
2020-04-27 00:30:00;2;0;0;0;4;2;4;1;3;0;1874;0;0
2020-04-27 00:45:00;2;1;0;0;2;1;2;2;0;0;711;0;0
2020-04-27 01:00:00;0;0;0;0;2;4;2;0;0;0;1641;0;0
2020-04-27 01:15:00;1;0;0;0;3;2;2;2;0;0;2986;0;0
2020-04-27 01:30:00;1;0;0;0;0;1;1;0;0;0;647;0;0
2020-04-27 01:45:00;0;0;0;0;0;0;0;0;0;0;427;0;0
2020-04-27 02:00:00;1;1;1;0;0;0;2;1;0;1;990;0;0
2020-04-27 02:15:00;0;0;0;0;0;0;1;1;1;1;1042;0;0
2020-04-27 02:30:00;0;0;0;0;1;0;1;0;0;0;1183;0;0
2020-04-27 02:45:00;4;3;0;0;0;0;0;0;0;0;2856;0;0
2020-04-27 03:00:00;2;1;1;0;3;1;3;1;0;0;1805;0;0
2020-04-27 03:15:00;0;0;0;0;2;1;0;0;1;0;357;0;0
2020-04-27 03:30:00;3;2;0;0;1;0;1;0;1;0;2247;0;0
2020-04-27 03:45:00;1;0;0;0;0;1;0;0;0;0;1455;0;0
2020-04-27 04:00:00;2;2;0;0;1;0;4;2;1;1;2624;0;0
2020-04-27 04:15:00;0;0;0;0;3;3;3;1;3;1;507;0;0
2020-04-27 04:30:00;1;2;0;0;2;3;7;4;3;1;709;0;1
2020-04-27 04:45:00;1;1;1;0;5;5;6;5;1;1;1899;0;0
2020-04-27 05:00:00;4;3;1;1;8;9;5;5;1;3;1309;0;0
2020-04-27 05:15:00;4;3;0;0;18;14;19;11;3;1;1596;0;0
2020-04-27 05:30:00;2;5;0;0;17;24;42;18;12;6;671;2;0
2020-04-27 05:45:00;7;7;0;0;18;11;47;29;26;10;215;1;0
2020-04-27 06:00:00;10;8;3;2;21;22;29;21;21;5;1;0;1
2020-04-27 06:15:00;16;12;2;1;22;23;43;35;29;10;7;1;3
2020-04-27 06:30:00;12;6;2;3;36;39;57;54;30;12;3;2;1
2020-04-27 06:45:00;11;6;3;2;35;36;56;47;45;26;2;3;1
2020-04-27 07:00:00;16;11;0;2;39;40;63;30;53;22;4;3;2
2020-04-27 07:15:00;16;9;0;3;38;51;77;58;78;46;4;0;1
2020-04-27 07:30:00;24;15;0;3;43;49;80;47;77;36;2;2;0
2020-04-27 07:45:00;25;11;0;2;39;44;62;47;57;35;3;1;1
2020-04-27 08:00:00;17;13;1;1;41;48;65;30;27;18;3;2;1
2020-04-27 08:15:00;25;19;0;4;41;32;37;23;43;23;5;0;0
2020-04-27 08:30:00;19;7;2;3;37;46;55;32;51;15;1;1;1
2020-04-27 08:45:00;26;13;0;1;28;37;49;25;47;17;157;0;0
2020-04-27 09:00:00;13;18;2;1;36;44;39;17;34;13;2;0;0
2020-04-27 09:15:00;24;11;0;3;39;26;43;20;48;13;0;0;1
2020-04-27 09:30:00;22;12;0;5;43;36;54;21;47;26;5;3;0
