DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-05-15 00:00:00;4;3;2;3;0;4;2;0;0;0;0
2020-05-15 00:15:00;10;4;3;5;0;14;6;0;0;0;0
2020-05-15 00:30:00;12;5;5;1;0;8;1;0;0;0;0
2020-05-15 00:45:00;3;4;3;3;0;5;0;0;0;0;0
2020-05-15 01:00:00;6;5;1;0;0;6;1;0;0;0;0
2020-05-15 01:15:00;4;0;1;2;0;4;0;0;0;0;0
2020-05-15 01:30:00;3;2;0;1;0;3;0;0;0;0;0
2020-05-15 01:45:00;6;5;1;0;0;6;2;0;0;0;0
2020-05-15 02:00:00;8;2;1;2;0;5;0;0;0;0;0
2020-05-15 02:15:00;7;1;0;0;0;3;0;0;0;0;0
2020-05-15 02:30:00;8;4;0;2;0;3;1;0;0;0;0
2020-05-15 02:45:00;4;0;0;2;0;1;0;0;0;0;0
2020-05-15 03:00:00;1;0;2;0;0;3;1;0;0;0;0
2020-05-15 03:15:00;2;0;0;0;0;0;0;0;0;0;0
2020-05-15 03:30:00;4;2;0;0;0;7;0;0;0;0;0
2020-05-15 03:45:00;4;1;1;1;0;1;0;0;0;0;0
2020-05-15 04:00:00;9;8;0;2;0;4;2;0;0;0;0
2020-05-15 04:15:00;7;5;2;2;0;3;2;0;0;0;0
2020-05-15 04:30:00;9;4;2;2;0;7;0;0;0;0;0
2020-05-15 04:45:00;22;8;1;8;0;4;1;0;0;0;0
2020-05-15 05:00:00;58;51;3;26;0;25;5;0;0;0;0
2020-05-15 05:15:00;61;62;2;15;0;80;3;0;0;0;0
2020-05-15 05:30:00;39;37;4;13;0;99;15;0;0;0;0
2020-05-15 05:45:00;47;41;7;13;0;93;10;0;0;0;0
2020-05-15 06:00:00;50;55;6;25;0;54;10;0;0;0;0
2020-05-15 06:15:00;50;39;9;15;0;89;12;0;0;0;0
2020-05-15 06:30:00;58;55;10;18;0;104;20;0;0;0;0
2020-05-15 06:45:00;51;56;11;26;0;117;15;0;0;0;0
2020-05-15 07:00:00;54;43;6;20;0;90;13;0;0;0;0
2020-05-15 07:15:00;65;51;9;30;0;82;13;0;6;0;0
2020-05-15 07:30:00;58;59;9;24;0;95;14;0;0;0;0
2020-05-15 07:45:00;60;65;14;40;0;101;19;0;8;0;0
