DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-08-08 00:00:00;6;6;0;0;0;0;0;0
2019-08-08 00:15:00;5;6;1;2;0;0;0;0
2019-08-08 00:30:00;7;4;0;1;0;0;0;0
2019-08-08 00:45:00;4;4;2;0;0;0;0;0
2019-08-08 01:00:00;2;4;0;0;0;0;0;0
2019-08-08 01:15:00;5;5;3;1;0;0;0;0
2019-08-08 01:30:00;5;0;0;1;0;0;0;0
2019-08-08 01:45:00;0;1;0;0;0;0;0;0
2019-08-08 02:00:00;2;0;1;2;0;0;0;0
2019-08-08 02:15:00;2;2;2;2;0;0;0;0
2019-08-08 02:30:00;3;8;2;1;0;0;0;0
2019-08-08 02:45:00;1;2;1;1;0;0;0;0
2019-08-08 03:00:00;3;4;1;1;0;0;0;0
2019-08-08 03:15:00;1;1;1;0;0;0;0;0
2019-08-08 03:30:00;5;0;0;2;0;0;0;0
2019-08-08 03:45:00;1;1;1;1;0;0;0;0
2019-08-08 04:00:00;5;0;3;1;0;0;0;0
2019-08-08 04:15:00;5;3;1;3;0;0;0;0
2019-08-08 04:30:00;2;3;0;0;0;0;0;0
2019-08-08 04:45:00;13;6;2;1;0;0;0;0
2019-08-08 05:00:00;12;4;3;1;0;0;0;0
2019-08-08 05:15:00;24;16;3;2;0;0;0;0
2019-08-08 05:30:00;18;14;2;3;0;0;0;0
2019-08-08 05:45:00;35;34;2;3;0;0;0;0
2019-08-08 06:00:00;31;30;3;4;0;0;0;0
2019-08-08 06:15:00;52;49;1;3;0;0;0;0
2019-08-08 06:30:00;78;25;4;2;0;0;0;0
2019-08-08 06:45:00;56;36;3;5;0;0;0;0
2019-08-08 07:00:00;73;33;2;1;0;0;0;0
2019-08-08 07:15:00;67;29;5;4;0;0;0;0
2019-08-08 07:30:00;80;47;3;2;0;0;1;3
2019-08-08 07:45:00;73;35;2;2;0;0;5;0
2019-08-08 08:00:00;59;35;4;5;0;0;2;0
2019-08-08 08:15:00;74;45;3;4;0;0;0;0
2019-08-08 08:30:00;60;47;3;3;0;0;0;0
2019-08-08 08:45:00;46;40;6;5;0;0;0;0
2019-08-08 09:00:00;40;35;2;1;0;0;0;0
2019-08-08 09:15:00;50;54;1;2;0;0;0;0
2019-08-08 09:30:00;39;36;3;2;0;0;0;0
2019-08-08 09:45:00;44;62;1;0;0;0;0;0
2019-08-08 10:00:00;56;39;2;3;0;0;1;0
2019-08-08 10:15:00;50;36;4;6;0;0;0;0
2019-08-08 10:30:00;56;35;4;0;0;0;3;0
2019-08-08 10:45:00;46;56;2;0;0;0;4;11
2019-08-08 11:00:00;59;42;5;2;0;0;1;0
2019-08-08 11:15:00;47;54;2;0;0;0;0;0
2019-08-08 11:30:00;58;42;3;1;0;0;0;0
2019-08-08 11:45:00;57;45;3;2;0;0;5;1
2019-08-08 12:00:00;59;39;2;0;0;0;1;1
2019-08-08 12:15:00;57;43;2;1;0;0;2;1
2019-08-08 12:30:00;76;45;1;0;0;0;0;0
2019-08-08 12:45:00;60;41;1;1;0;0;1;0
2019-08-08 13:00:00;65;49;3;3;0;0;0;0
2019-08-08 13:15:00;66;33;2;4;0;0;1;0
2019-08-08 13:30:00;86;44;1;0;0;0;2;2
2019-08-08 13:45:00;53;54;3;1;0;0;6;0
2019-08-08 14:00:00;53;59;1;1;0;0;4;6
2019-08-08 14:15:00;63;58;1;4;0;0;1;0
2019-08-08 14:30:00;57;75;1;2;0;0;7;0
2019-08-08 14:45:00;59;94;3;4;0;0;0;0
2019-08-08 15:00:00;47;77;8;7;0;0;0;0
2019-08-08 15:15:00;64;68;2;6;0;0;1;0
2019-08-08 15:30:00;58;59;8;4;0;0;3;0
2019-08-08 15:45:00;83;75;3;4;0;0;0;0
2019-08-08 16:00:00;73;60;3;6;0;0;0;0
2019-08-08 16:15:00;72;77;2;3;0;0;0;0
2019-08-08 16:30:00;76;69;4;4;0;0;0;0
2019-08-08 16:45:00;67;62;7;6;0;0;2;4
2019-08-08 17:00:00;73;70;4;6;0;0;1;0
2019-08-08 17:15:00;55;54;4;1;0;0;1;0
2019-08-08 17:30:00;66;60;5;4;0;0;0;0
2019-08-08 17:45:00;65;56;4;2;0;0;0;0
2019-08-08 18:00:00;56;65;3;2;0;0;6;58
2019-08-08 18:15:00;71;61;4;6;0;0;0;0
2019-08-08 18:30:00;51;50;2;0;0;0;0;0
2019-08-08 18:45:00;44;46;4;1;0;0;0;0
2019-08-08 19:00:00;56;43;4;4;0;0;0;0
2019-08-08 19:15:00;33;43;1;1;0;0;0;0
2019-08-08 19:30:00;38;25;1;1;0;0;0;0
2019-08-08 19:45:00;33;36;4;3;0;0;1;0
2019-08-08 20:00:00;46;27;3;2;0;0;0;0
2019-08-08 20:15:00;31;43;2;4;0;0;0;0
2019-08-08 20:30:00;22;22;1;0;0;0;0;0
2019-08-08 20:45:00;31;39;0;0;0;0;0;0
2019-08-08 21:00:00;34;25;1;1;0;0;3;0
2019-08-08 21:15:00;20;18;1;1;0;0;0;0
2019-08-08 21:30:00;23;13;3;1;0;0;0;0
2019-08-08 21:45:00;20;14;1;0;0;0;0;0
2019-08-08 22:00:00;21;26;3;2;0;0;0;0
2019-08-08 22:15:00;17;19;4;3;0;0;0;0
2019-08-08 22:30:00;12;12;0;0;0;0;0;0
2019-08-08 22:45:00;9;17;0;0;0;0;0;0
2019-08-08 23:00:00;26;15;3;2;0;0;0;0
2019-08-08 23:15:00;11;6;0;2;0;0;0;0
2019-08-08 23:30:00;7;10;0;0;0;0;0;0
2019-08-08 23:45:00;7;7;1;1;0;0;0;0
