DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-09-18 00:00:00;7;5;1;1;1;7;7;4;6;5;0;0
2020-09-18 00:15:00;6;5;1;1;1;5;4;2;6;3;0;0
2020-09-18 00:30:00;5;3;0;0;2;5;5;3;5;5;0;0
2020-09-18 00:45:00;7;3;1;1;1;3;3;3;0;2;0;0
2020-09-18 01:00:00;5;1;0;2;3;5;8;2;4;1;0;0
2020-09-18 01:15:00;2;4;1;1;1;5;5;3;4;2;0;0
2020-09-18 01:30:00;4;5;0;1;1;2;3;2;0;1;0;0
2020-09-18 01:45:00;1;2;1;0;1;2;7;4;2;2;0;0
2020-09-18 02:00:00;3;3;0;0;0;3;2;2;2;0;0;0
2020-09-18 02:15:00;2;2;0;0;0;2;1;0;2;1;0;0
2020-09-18 02:30:00;2;1;0;1;1;3;4;4;1;1;0;0
2020-09-18 02:45:00;3;7;2;2;3;5;3;4;2;1;0;0
2020-09-18 03:00:00;6;2;0;0;0;2;1;0;3;0;0;0
2020-09-18 03:15:00;2;0;0;0;0;2;3;3;1;2;0;0
2020-09-18 03:30:00;2;1;0;0;0;1;3;2;2;1;0;0
2020-09-18 03:45:00;3;3;1;0;1;3;1;1;1;0;0;0
2020-09-18 04:00:00;4;4;0;4;3;2;5;3;5;4;0;0
2020-09-18 04:15:00;8;3;0;1;1;5;3;2;3;0;0;0
2020-09-18 04:30:00;13;9;1;0;0;6;5;2;5;7;0;0
2020-09-18 04:45:00;12;9;0;4;2;10;8;4;5;5;0;0
2020-09-18 05:00:00;29;15;2;5;9;27;25;9;20;8;0;0
2020-09-18 05:15:00;29;18;0;4;4;20;18;3;20;7;0;0
2020-09-18 05:30:00;50;23;4;8;9;40;45;15;50;9;0;0
2020-09-18 05:45:00;49;32;3;6;8;52;60;31;45;13;2;11
2020-09-18 06:00:00;42;25;1;5;10;50;66;36;32;18;5;3
2020-09-18 06:15:00;66;25;8;8;10;69;65;63;42;23;4;1
2020-09-18 06:30:00;63;39;3;13;18;84;95;50;55;33;3;15
2020-09-18 06:45:00;55;27;3;12;16;103;112;73;65;31;1;1
2020-09-18 07:00:00;61;32;1;14;19;143;128;94;52;24;6;25
