DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-12-15 00:00:00;0;2;0;0;1;3;0;0;0;0;0;0;0
2020-12-15 00:15:00;0;5;1;1;1;3;1;3;0;0;0;0;0
2020-12-15 00:30:00;0;2;1;1;1;0;0;1;0;0;0;0;0
2020-12-15 00:45:00;2;5;0;0;1;2;0;2;0;0;0;0;0
2020-12-15 01:00:00;0;2;0;0;3;2;3;0;0;0;0;0;0
2020-12-15 01:15:00;1;3;3;3;2;1;1;2;0;0;0;0;0
2020-12-15 01:30:00;1;2;1;1;3;0;2;0;0;0;0;0;0
2020-12-15 01:45:00;1;1;1;1;3;1;0;3;0;0;0;0;0
2020-12-15 02:00:00;0;0;1;1;3;3;2;1;0;0;0;0;0
2020-12-15 02:15:00;1;2;2;2;3;1;3;2;0;0;0;0;0
2020-12-15 02:30:00;1;1;1;1;1;1;1;1;0;0;0;0;0
2020-12-15 02:45:00;1;2;0;0;0;0;0;3;0;0;0;0;0
2020-12-15 03:00:00;0;3;0;0;3;4;2;4;0;0;0;0;0
2020-12-15 03:15:00;0;1;3;3;7;4;7;2;0;0;0;0;0
2020-12-15 03:30:00;1;0;3;3;2;0;0;3;0;0;0;0;0
2020-12-15 03:45:00;0;2;3;3;5;2;3;2;0;0;0;0;0
2020-12-15 04:00:00;0;1;4;4;4;5;1;5;0;0;0;0;0
2020-12-15 04:15:00;3;2;6;6;4;1;3;0;0;0;0;0;0
2020-12-15 04:30:00;0;10;6;6;2;6;0;8;0;0;0;0;0
2020-12-15 04:45:00;1;13;22;22;8;6;6;19;0;0;0;0;0
2020-12-15 05:00:00;4;39;57;57;9;5;8;53;0;0;0;0;0
2020-12-15 05:15:00;16;77;123;125;17;12;15;85;0;0;0;0;0
2020-12-15 05:30:00;13;95;114;112;20;36;21;94;0;0;0;0;0
2020-12-15 05:45:00;4;84;53;48;67;127;69;117;0;0;0;0;0
2020-12-15 06:00:00;6;52;26;25;73;134;71;95;0;0;0;0;0
2020-12-15 06:15:00;7;58;36;36;26;34;26;73;0;0;0;0;0
2020-12-15 06:30:00;11;84;39;42;15;25;15;92;0;0;0;0;0
2020-12-15 06:45:00;7;72;31;30;13;19;13;105;0;0;0;0;0
2020-12-15 07:00:00;9;51;28;26;10;21;9;70;0;0;0;0;0
2020-12-15 07:15:00;3;55;40;39;16;12;16;115;0;0;0;0;0
