DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-11-10 00:00:00;2;1;0;0;0;2;8;0;0;0;0;0;0;0
2020-11-10 00:15:00;6;1;1;0;4;4;7;0;0;0;0;0;0;0
2020-11-10 00:30:00;6;0;1;1;2;9;8;0;0;0;0;0;0;0
2020-11-10 00:45:00;2;1;1;2;1;6;10;0;0;0;0;0;0;0
2020-11-10 01:00:00;5;1;0;0;2;3;7;0;0;0;0;0;0;0
2020-11-10 01:15:00;3;0;0;0;2;3;4;0;0;0;0;0;0;0
2020-11-10 01:30:00;1;0;0;0;4;11;4;0;0;0;0;0;0;0
2020-11-10 01:45:00;3;1;0;0;5;8;1;0;0;0;0;0;0;0
2020-11-10 02:00:00;0;0;2;1;1;5;4;0;0;0;0;0;0;0
2020-11-10 02:15:00;2;0;1;1;4;9;2;0;0;0;0;0;0;0
2020-11-10 02:30:00;2;1;0;0;2;8;3;0;0;0;0;0;0;0
2020-11-10 02:45:00;1;0;0;0;1;5;4;0;0;0;0;0;0;0
2020-11-10 03:00:00;4;0;0;0;2;3;4;0;0;0;0;0;0;0
2020-11-10 03:15:00;2;0;0;0;3;7;10;0;0;0;0;0;0;0
2020-11-10 03:30:00;4;1;0;1;3;13;6;0;0;0;0;0;0;0
2020-11-10 03:45:00;7;0;0;0;1;7;5;0;0;0;0;0;0;0
2020-11-10 04:00:00;7;0;0;0;1;6;11;0;0;0;0;0;0;0
2020-11-10 04:15:00;5;0;0;0;8;15;8;0;0;0;0;0;0;0
2020-11-10 04:30:00;12;0;1;0;2;13;12;0;0;0;0;0;0;0
2020-11-10 04:45:00;17;0;1;0;4;23;22;0;0;0;0;0;0;0
2020-11-10 05:00:00;53;2;4;3;8;45;57;0;0;0;0;0;0;0
2020-11-10 05:15:00;102;7;5;3;15;52;113;0;0;0;0;0;0;0
2020-11-10 05:30:00;94;10;20;7;16;57;127;6;0;0;0;0;0;0
2020-11-10 05:45:00;82;7;18;11;43;92;95;0;0;0;0;0;0;0
2020-11-10 06:00:00;59;4;18;7;43;126;83;0;0;1;0;0;0;0
2020-11-10 06:15:00;98;14;13;5;62;133;119;3;0;0;0;0;0;0
2020-11-10 06:30:00;125;11;36;10;51;126;165;4;0;0;0;0;0;0
2020-11-10 06:45:00;124;26;29;19;44;113;152;2;0;0;0;0;0;0
2020-11-10 07:00:00;149;20;32;11;47;106;160;0;0;2;0;0;0;0
2020-11-10 07:15:00;158;41;40;16;62;104;163;6;0;1;0;0;0;0
2020-11-10 07:30:00;131;48;62;35;93;141;147;4;0;10;0;0;0;0
2020-11-10 07:45:00;155;69;39;26;83;115;164;2;0;5;0;0;0;0
2020-11-10 08:00:00;145;49;28;17;74;129;169;8;1;2;0;0;0;0
2020-11-10 08:15:00;100;16;23;23;60;111;136;0;0;2;0;0;0;0
2020-11-10 08:30:00;99;22;29;21;65;109;137;8;0;0;0;0;0;0
2020-11-10 08:45:00;102;27;22;17;54;118;126;4;0;0;0;0;0;5
2020-11-10 09:00:00;75;13;33;19;41;85;108;8;0;0;0;0;0;0
2020-11-10 09:15:00;91;21;19;22;39;103;126;7;0;0;0;0;0;0
2020-11-10 09:30:00;94;26;19;20;56;108;130;4;0;2;0;0;0;0
2020-11-10 09:45:00;93;19;26;32;56;116;130;10;0;0;0;0;0;0
2020-11-10 10:00:00;82;18;18;23;65;108;124;0;0;0;0;0;0;0
2020-11-10 10:15:00;75;20;22;19;58;116;123;0;0;2;0;0;0;0
2020-11-10 10:30:00;89;19;28;17;50;133;131;1;0;0;0;0;0;0
2020-11-10 10:45:00;87;20;25;15;77;130;130;0;0;3;0;0;0;0
2020-11-10 11:00:00;93;21;29;28;59;129;119;2;0;0;0;0;0;0
2020-11-10 11:15:00;83;18;32;29;69;121;131;0;0;1;0;0;0;0
2020-11-10 11:30:00;89;23;22;23;71;114;138;4;0;0;0;0;0;0
2020-11-10 11:45:00;80;23;33;32;66;118;124;5;0;26;2;2;2;0
2020-11-10 12:00:00;84;19;30;22;74;128;100;0;0;0;0;0;0;0
2020-11-10 12:15:00;102;26;32;22;81;123;125;0;0;4;0;0;0;0
2020-11-10 12:30:00;90;21;31;30;69;123;131;0;0;3;0;0;0;0
2020-11-10 12:45:00;101;19;32;30;67;111;132;6;0;0;0;0;0;0
2020-11-10 13:00:00;122;35;29;20;90;137;146;1;0;2;0;0;0;0
2020-11-10 13:15:00;142;35;36;21;79;141;147;0;0;1;0;0;0;0
2020-11-10 13:30:00;143;24;35;21;73;120;154;0;0;0;0;0;0;0
2020-11-10 13:45:00;142;33;39;22;78;126;151;5;10;3;1;1;1;0
2020-11-10 14:00:00;111;26;32;15;90;154;134;0;0;1;0;0;0;0
2020-11-10 14:15:00;86;28;53;18;109;150;130;0;0;0;0;0;0;0
2020-11-10 14:30:00;93;32;56;27;111;134;116;7;0;6;0;0;0;0
2020-11-10 14:45:00;95;29;46;29;108;123;130;1;0;1;0;0;0;0
2020-11-10 15:00:00;86;36;36;26;105;134;126;0;0;0;0;0;0;0
2020-11-10 15:15:00;119;34;51;27;100;124;157;4;0;0;0;0;0;0
2020-11-10 15:30:00;97;40;49;34;107;117;127;0;0;0;0;0;0;0
2020-11-10 15:45:00;121;43;35;21;121;114;155;0;0;1;0;0;0;0
2020-11-10 16:00:00;119;40;48;26;108;120;142;2;0;6;0;0;0;0
2020-11-10 16:15:00;112;35;46;25;96;126;143;2;0;7;0;0;0;0
2020-11-10 16:30:00;123;32;65;35;86;128;151;2;0;5;0;0;0;0
2020-11-10 16:45:00;117;45;51;19;101;115;140;6;0;0;0;0;0;0
2020-11-10 17:00:00;97;25;55;29;102;134;132;2;0;0;0;0;0;0
2020-11-10 17:15:00;120;22;36;19;116;131;151;5;0;1;13;13;13;0
2020-11-10 17:30:00;93;28;30;28;104;130;150;4;0;1;0;0;0;0
2020-11-10 17:45:00;98;29;39;25;79;116;128;3;0;0;0;0;0;0
2020-11-10 18:00:00;85;18;30;11;72;102;138;2;0;0;0;0;0;0
2020-11-10 18:15:00;73;23;28;8;69;93;129;0;0;2;0;0;0;0
2020-11-10 18:30:00;65;11;17;6;66;103;99;0;4;5;0;0;0;0
2020-11-10 18:45:00;45;17;11;8;60;98;77;0;0;0;0;0;0;0
2020-11-10 19:00:00;58;17;19;10;59;92;80;8;0;0;0;0;0;0
2020-11-10 19:15:00;46;10;7;9;65;86;87;5;0;0;0;0;0;0
2020-11-10 19:30:00;39;7;11;5;45;73;71;0;0;0;0;0;0;0
