DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-04-06 00:00:00;3;2;10;4;0;0;0
2020-04-06 00:15:00;3;4;3;1;0;3;0
2020-04-06 00:30:00;0;0;2;1;2;0;0
2020-04-06 00:45:00;3;3;1;1;1;4;0
2020-04-06 01:00:00;1;3;4;2;0;1;0
2020-04-06 01:15:00;3;2;3;2;0;2;0
2020-04-06 01:30:00;4;5;3;1;0;2;0
2020-04-06 01:45:00;8;3;6;3;0;1;0
2020-04-06 02:00:00;1;4;1;0;0;1;0
2020-04-06 02:15:00;2;2;4;1;0;0;0
2020-04-06 02:30:00;4;3;1;0;0;0;0
2020-04-06 02:45:00;3;3;4;0;0;0;0
2020-04-06 03:00:00;1;3;5;2;0;0;0
2020-04-06 03:15:00;0;2;3;3;0;0;0
2020-04-06 03:30:00;2;1;4;7;2;1;0
2020-04-06 03:45:00;4;1;5;0;1;0;0
2020-04-06 04:00:00;5;5;6;0;0;1;0
2020-04-06 04:15:00;7;6;2;4;0;0;0
2020-04-06 04:30:00;11;5;6;4;2;0;0
2020-04-06 04:45:00;11;16;10;7;1;3;0
2020-04-06 05:00:00;17;15;18;9;0;1;0
2020-04-06 05:15:00;26;37;39;24;2;3;0
2020-04-06 05:30:00;32;38;84;50;5;5;0
2020-04-06 05:45:00;35;41;97;51;12;9;0
2020-04-06 06:00:00;58;57;86;47;5;7;0
2020-04-06 06:15:00;40;53;94;64;6;9;0
2020-04-06 06:30:00;57;75;100;100;17;22;0
2020-04-06 06:45:00;55;76;108;85;21;15;0
2020-04-06 07:00:00;43;66;87;98;8;13;0
2020-04-06 07:15:00;52;66;118;81;20;16;0
2020-04-06 07:30:00;52;67;125;102;11;24;0
2020-04-06 07:45:00;61;69;110;108;14;13;0
2020-04-06 08:00:00;51;62;98;76;10;18;0
2020-04-06 08:15:00;53;69;70;57;9;21;0
2020-04-06 08:30:00;55;62;77;66;13;10;4
2020-04-06 08:45:00;59;64;64;66;16;10;0
2020-04-06 09:00:00;43;53;68;61;11;17;2
2020-04-06 09:15:00;50;72;63;70;7;11;3
2020-04-06 09:30:00;50;69;75;77;11;16;0
2020-04-06 09:45:00;59;96;87;88;13;15;0
2020-04-06 10:00:00;54;76;73;74;31;12;0
2020-04-06 10:15:00;49;84;74;71;12;18;0
2020-04-06 10:30:00;72;89;78;91;21;14;0
2020-04-06 10:45:00;50;69;75;73;11;24;0
2020-04-06 11:00:00;57;97;95;69;14;19;4
2020-04-06 11:15:00;58;91;60;90;13;23;0
2020-04-06 11:30:00;65;106;84;67;12;27;0
2020-04-06 11:45:00;59;88;79;80;13;15;0
2020-04-06 12:00:00;72;120;61;51;16;20;0
2020-04-06 12:15:00;75;98;75;76;102;12;0
2020-04-06 12:30:00;67;82;67;81;14;25;0
2020-04-06 12:45:00;79;97;89;94;20;13;0
2020-04-06 13:00:00;72;101;80;77;6;11;0
2020-04-06 13:15:00;72;89;87;70;6;19;0
2020-04-06 13:30:00;78;97;82;78;15;27;0
2020-04-06 13:45:00;84;101;76;60;14;15;0
2020-04-06 14:00:00;89;123;91;65;19;25;0
2020-04-06 14:15:00;70;118;80;73;16;24;4
2020-04-06 14:30:00;98;135;80;77;15;17;0
2020-04-06 14:45:00;77;115;67;84;14;15;0
2020-04-06 15:00:00;86;110;73;76;20;22;0
2020-04-06 15:15:00;85;126;79;77;12;25;0
2020-04-06 15:30:00;91;135;77;81;9;18;8
2020-04-06 15:45:00;88;137;69;75;82;13;0
2020-04-06 16:00:00;114;145;75;87;10;26;2
2020-04-06 16:15:00;95;131;88;94;12;16;0
2020-04-06 16:30:00;99;134;77;91;13;27;0
2020-04-06 16:45:00;79;116;72;85;50;28;0
2020-04-06 17:00:00;92;108;85;95;17;22;1
2020-04-06 17:15:00;81;121;99;85;12;19;4
2020-04-06 17:30:00;84;90;62;71;8;18;4
2020-04-06 17:45:00;63;92;76;72;17;20;0
2020-04-06 18:00:00;57;82;68;66;115;19;0
2020-04-06 18:15:00;70;86;56;58;5;16;0
2020-04-06 18:30:00;41;71;59;58;12;14;0
2020-04-06 18:45:00;46;72;45;45;9;21;0
2020-04-06 19:00:00;50;64;45;45;8;13;5
2020-04-06 19:15:00;39;48;55;44;3;9;0
2020-04-06 19:30:00;26;35;37;45;8;13;0
2020-04-06 19:45:00;32;50;48;36;10;11;0
2020-04-06 20:00:00;40;53;47;44;2;12;0
2020-04-06 20:15:00;29;32;38;28;2;4;0
2020-04-06 20:30:00;19;22;26;26;2;5;0
2020-04-06 20:45:00;24;25;23;27;3;6;0
2020-04-06 21:00:00;28;24;27;25;2;2;0
2020-04-06 21:15:00;17;24;43;19;2;4;0
2020-04-06 21:30:00;15;13;48;21;2;5;0
2020-04-06 21:45:00;23;24;33;17;0;4;0
2020-04-06 22:00:00;42;40;17;11;0;1;0
2020-04-06 22:15:00;20;25;12;14;2;3;0
2020-04-06 22:30:00;13;16;9;8;2;1;0
2020-04-06 22:45:00;11;11;14;9;3;0;0
2020-04-06 23:00:00;9;20;12;10;0;2;0
2020-04-06 23:15:00;6;10;11;9;0;2;0
2020-04-06 23:30:00;7;13;10;10;0;0;0
2020-04-06 23:45:00;4;4;4;10;1;0;0
