DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-12-31 00:00:00;0;0;1;1;1;1;0;0;0;0
2020-12-31 00:15:00;0;1;0;2;1;0;0;0;0;0
2020-12-31 00:30:00;3;1;1;0;0;1;0;0;0;0
2020-12-31 00:45:00;1;0;0;1;0;1;1;0;0;0
2020-12-31 01:00:00;1;1;0;1;1;0;0;0;0;0
2020-12-31 01:15:00;0;0;0;0;1;1;0;0;0;0
2020-12-31 01:30:00;0;0;1;0;1;1;1;0;0;0
2020-12-31 01:45:00;1;1;0;1;1;2;0;0;0;0
2020-12-31 02:00:00;4;2;0;1;1;0;0;0;0;0
2020-12-31 02:15:00;1;0;1;1;1;1;0;0;0;0
2020-12-31 02:30:00;2;2;0;0;0;0;1;0;0;0
2020-12-31 02:45:00;0;1;0;0;1;1;0;0;0;0
2020-12-31 03:00:00;1;1;0;4;2;1;2;0;0;0
2020-12-31 03:15:00;2;0;0;0;0;1;0;0;0;0
2020-12-31 03:30:00;4;1;1;0;0;1;0;0;0;0
2020-12-31 03:45:00;0;0;1;2;2;0;1;0;0;0
2020-12-31 04:00:00;0;1;0;1;1;0;0;0;0;0
2020-12-31 04:15:00;1;3;0;0;0;2;1;0;0;0
2020-12-31 04:30:00;2;1;0;0;0;3;4;0;0;0
2020-12-31 04:45:00;0;0;2;0;0;2;0;0;0;0
2020-12-31 05:00:00;5;3;1;1;0;2;1;0;0;0
2020-12-31 05:15:00;5;2;2;6;1;3;1;0;0;0
2020-12-31 05:30:00;8;0;2;4;3;3;0;0;0;0
2020-12-31 05:45:00;17;3;4;3;1;4;0;0;0;1
2020-12-31 06:00:00;4;2;3;5;1;1;6;0;0;0
2020-12-31 06:15:00;9;4;4;1;1;6;2;0;0;1
2020-12-31 06:30:00;8;0;4;7;1;6;4;0;0;0
2020-12-31 06:45:00;13;3;3;5;2;7;3;0;0;1
2020-12-31 07:00:00;9;3;6;5;1;6;1;0;0;0
2020-12-31 07:15:00;19;4;5;4;1;5;1;0;0;1
2020-12-31 07:30:00;24;8;11;5;5;8;5;0;0;1
2020-12-31 07:45:00;11;4;8;6;1;7;9;0;0;1
2020-12-31 08:00:00;19;5;7;9;4;7;7;0;0;0
2020-12-31 08:15:00;21;3;11;11;2;7;6;0;0;1
2020-12-31 08:30:00;26;5;5;7;0;6;8;0;0;1
2020-12-31 08:45:00;23;7;7;7;1;8;14;0;0;1
2020-12-31 09:00:00;25;13;7;10;2;7;15;0;0;0
2020-12-31 09:15:00;33;9;10;12;4;11;22;0;0;1
2020-12-31 09:30:00;33;7;7;9;6;12;23;0;0;1
2020-12-31 09:45:00;37;8;13;10;4;18;41;0;0;1
2020-12-31 10:00:00;35;8;6;20;1;18;23;0;0;0
2020-12-31 10:15:00;42;7;14;22;4;11;36;0;0;1
2020-12-31 10:30:00;45;11;7;14;10;13;31;0;0;1
2020-12-31 10:45:00;42;9;11;15;5;16;29;0;0;1
2020-12-31 11:00:00;54;13;13;35;8;21;35;0;0;0
2020-12-31 11:15:00;58;17;12;17;5;15;30;0;0;1
2020-12-31 11:30:00;58;10;11;16;6;19;38;0;0;1
2020-12-31 11:45:00;43;10;12;19;5;19;33;0;0;1
2020-12-31 12:00:00;25;11;13;20;7;24;40;0;0;0
2020-12-31 12:15:00;48;7;8;24;6;10;30;0;0;1
2020-12-31 12:30:00;47;10;13;29;1;22;34;0;0;1
2020-12-31 12:45:00;45;14;14;19;3;22;31;0;0;1
2020-12-31 13:00:00;34;11;14;30;4;29;46;0;0;0
2020-12-31 13:15:00;46;8;9;21;6;16;31;0;0;1
2020-12-31 13:30:00;42;5;7;30;8;28;33;0;0;1
2020-12-31 13:45:00;33;12;9;30;7;19;27;0;0;1
2020-12-31 14:00:00;42;11;15;20;12;21;33;0;0;0
2020-12-31 14:15:00;38;14;11;28;4;22;27;0;0;1
2020-12-31 14:30:00;43;18;8;24;8;13;31;0;0;1
2020-12-31 14:45:00;17;19;6;16;9;16;33;0;0;1
2020-12-31 15:00:00;40;8;7;34;4;13;30;0;0;0
2020-12-31 15:15:00;37;14;10;24;3;12;23;0;0;1
2020-12-31 15:30:00;39;23;18;32;3;16;25;0;0;1
2020-12-31 15:45:00;31;16;11;20;6;17;32;0;0;1
2020-12-31 16:00:00;23;12;11;25;0;17;22;0;0;0
2020-12-31 16:15:00;32;23;16;11;6;18;40;0;0;1
2020-12-31 16:30:00;24;11;2;24;4;20;24;0;0;1
2020-12-31 16:45:00;25;11;6;13;3;14;24;0;0;1
2020-12-31 17:00:00;23;7;6;22;6;15;20;0;0;0
2020-12-31 17:15:00;30;17;7;22;3;6;12;0;0;1
2020-12-31 17:30:00;25;10;9;22;3;8;8;0;0;1
2020-12-31 17:45:00;25;12;13;21;1;9;10;0;0;1
2020-12-31 18:00:00;12;9;4;17;6;9;13;0;0;0
2020-12-31 18:15:00;20;7;5;13;3;7;15;0;0;0
2020-12-31 18:30:00;12;5;5;20;3;7;14;0;0;1
2020-12-31 18:45:00;14;7;9;18;3;6;6;0;0;1
2020-12-31 19:00:00;12;4;3;10;7;8;9;0;0;0
2020-12-31 19:15:00;12;9;3;10;2;5;13;0;0;1
2020-12-31 19:30:00;14;6;4;9;4;4;8;0;0;1
2020-12-31 19:45:00;10;10;2;12;2;6;10;0;0;1
2020-12-31 20:00:00;13;8;6;9;2;7;6;0;0;0
2020-12-31 20:15:00;14;4;7;6;1;5;9;0;0;1
2020-12-31 20:30:00;12;12;9;11;4;8;7;0;0;1
2020-12-31 20:45:00;13;8;7;12;3;5;12;0;0;0
2020-12-31 21:00:00;5;2;8;3;1;3;4;0;0;0
2020-12-31 21:15:00;0;2;0;0;1;2;1;0;0;0
2020-12-31 21:30:00;4;3;1;1;0;1;0;0;0;0
2020-12-31 21:45:00;2;2;0;3;2;4;1;0;0;0
2020-12-31 22:00:00;1;0;0;3;4;6;2;0;0;0
2020-12-31 22:15:00;2;0;1;1;0;0;0;0;0;0
2020-12-31 22:30:00;1;1;0;0;2;0;2;0;0;0
2020-12-31 22:45:00;0;0;0;3;1;3;0;0;0;0
2020-12-31 23:00:00;1;1;0;1;0;0;0;0;0;0
2020-12-31 23:15:00;1;1;0;0;0;0;0;0;0;0
2020-12-31 23:30:00;1;0;1;0;0;0;0;0;0;0
2020-12-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
