DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-08-27 00:00:00;25;10;0;5;11;14;25;9;13;0;0;0
2020-08-27 00:15:00;20;7;2;4;10;17;20;13;14;1;0;4
2020-08-27 00:30:00;21;7;2;6;5;20;23;6;20;0;0;0
2020-08-27 00:45:00;27;11;2;6;7;10;28;8;9;0;0;1
2020-08-27 01:00:00;8;3;0;3;5;8;9;4;8;0;0;0
2020-08-27 01:15:00;12;7;0;5;3;3;13;3;3;0;0;0
2020-08-27 01:30:00;15;10;0;0;7;4;15;7;2;1;0;0
2020-08-27 01:45:00;8;4;0;3;6;4;8;5;3;0;0;0
2020-08-27 02:00:00;6;2;2;1;5;3;6;6;3;0;0;0
2020-08-27 02:15:00;7;2;1;0;4;6;8;6;6;1;0;0
2020-08-27 02:30:00;12;8;0;1;2;6;13;6;6;4;0;0
2020-08-27 02:45:00;6;4;0;1;3;4;7;4;4;0;0;0
2020-08-27 03:00:00;5;4;0;0;7;4;6;6;3;1;0;0
2020-08-27 03:15:00;5;4;0;0;2;7;5;2;5;0;0;0
2020-08-27 03:30:00;10;2;1;1;8;5;9;9;6;0;0;0
2020-08-27 03:45:00;6;5;0;1;5;5;7;7;6;0;0;0
2020-08-27 04:00:00;8;3;1;1;8;11;8;8;11;0;0;0
2020-08-27 04:15:00;27;11;0;1;5;9;30;6;8;0;0;1
2020-08-27 04:30:00;22;7;1;1;4;14;18;7;11;0;0;0
2020-08-27 04:45:00;32;9;1;3;15;16;32;17;18;0;0;0
2020-08-27 05:00:00;42;13;1;0;40;41;42;42;39;1;0;3
2020-08-27 05:15:00;60;16;2;2;57;89;57;62;71;2;0;0
2020-08-27 05:30:00;85;11;3;4;75;92;80;73;69;1;0;7
2020-08-27 05:45:00;129;14;9;7;63;85;128;61;74;1;0;2
2020-08-27 06:00:00;112;20;4;11;1;0;115;58;58;1;0;1
2020-08-27 06:15:00;162;23;6;6;0;0;168;77;101;2;0;6
2020-08-27 06:30:00;148;19;6;9;3;4;154;110;155;0;0;10
2020-08-27 06:45:00;154;22;14;15;27;40;167;109;160;2;0;9
2020-08-27 07:00:00;143;32;12;14;29;91;151;91;138;4;0;10
2020-08-27 07:15:00;155;24;14;18;106;174;157;103;164;0;2;10
2020-08-27 07:30:00;180;29;9;17;95;181;202;97;170;2;0;15
2020-08-27 07:45:00;196;37;18;24;87;128;211;112;134;6;1;10
2020-08-27 08:00:00;149;24;14;19;83;111;162;80;130;1;0;15
2020-08-27 08:15:00;160;35;15;21;71;122;164;89;125;5;0;10
2020-08-27 08:30:00;143;34;26;20;91;137;160;104;149;3;0;10
2020-08-27 08:45:00;172;24;21;26;83;135;155;99;146;1;1;9
2020-08-27 09:00:00;174;25;19;21;79;128;179;98;137;0;1;9
2020-08-27 09:15:00;140;23;31;26;76;119;145;94;121;1;2;11
2020-08-27 09:30:00;181;23;19;34;89;141;186;89;129;3;2;8
2020-08-27 09:45:00;187;24;19;26;83;117;198;83;124;3;2;5
2020-08-27 10:00:00;157;25;28;36;68;114;172;88;119;2;0;4
2020-08-27 10:15:00;198;17;32;29;80;126;200;80;122;2;2;5
2020-08-27 10:30:00;186;23;27;36;94;131;201;81;127;0;1;13
2020-08-27 10:45:00;213;26;25;37;98;151;225;109;139;1;1;11
2020-08-27 11:00:00;193;33;19;40;71;136;207;82;132;0;0;12
2020-08-27 11:15:00;224;31;36;39;88;116;238;93;125;3;2;12
2020-08-27 11:30:00;220;26;31;41;70;125;232;98;117;0;2;11
2020-08-27 11:45:00;223;30;26;34;79;138;234;92;138;3;3;9
2020-08-27 12:00:00;214;32;32;53;77;115;202;99;121;5;3;6
2020-08-27 12:15:00;246;26;32;44;86;119;246;100;126;2;4;11
2020-08-27 12:30:00;206;28;35;49;85;111;226;102;122;1;1;5
2020-08-27 12:45:00;237;36;37;47;83;148;248;110;136;5;3;16
2020-08-27 13:00:00;230;34;28;52;84;153;247;109;146;1;1;10
2020-08-27 13:15:00;245;32;24;41;87;155;257;111;162;3;4;11
2020-08-27 13:30:00;232;23;30;42;88;154;249;119;141;2;3;16
2020-08-27 13:45:00;258;34;28;36;97;174;276;120;159;1;0;10
2020-08-27 14:00:00;235;31;32;58;60;150;253;100;138;2;3;20
2020-08-27 14:15:00;274;32;37;44;92;165;290;117;152;3;1;15
2020-08-27 14:30:00;289;29;33;52;76;151;301;107;143;1;3;19
2020-08-27 14:45:00;282;24;28;57;48;93;296;100;141;2;2;14
2020-08-27 15:00:00;273;32;39;47;40;84;282;103;147;1;0;18
2020-08-27 15:15:00;267;28;24;62;66;89;278;94;132;3;8;18
