DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-02-11 00:00:00;8;11;0;0;0;0;0
2020-02-11 00:15:00;16;13;0;0;0;0;0
2020-02-11 00:30:00;16;7;0;0;0;0;0
2020-02-11 00:45:00;13;4;0;0;0;0;0
2020-02-11 01:00:00;10;7;0;0;0;0;0
2020-02-11 01:15:00;3;4;0;0;0;0;0
2020-02-11 01:30:00;8;8;0;0;0;0;0
2020-02-11 01:45:00;5;12;0;0;0;0;0
2020-02-11 02:00:00;2;5;0;0;0;0;0
2020-02-11 02:15:00;5;5;0;0;0;0;0
2020-02-11 02:30:00;6;1;0;0;0;0;0
2020-02-11 02:45:00;5;11;0;0;0;0;0
2020-02-11 03:00:00;4;7;0;0;0;0;0
2020-02-11 03:15:00;6;4;0;0;0;0;0
2020-02-11 03:30:00;7;6;0;0;0;0;0
2020-02-11 03:45:00;4;9;0;0;0;0;0
2020-02-11 04:00:00;7;12;0;0;0;0;0
2020-02-11 04:15:00;13;14;0;0;0;0;0
2020-02-11 04:30:00;9;15;0;0;0;0;0
2020-02-11 04:45:00;22;11;1;1;0;0;0
2020-02-11 05:00:00;31;24;1;1;0;0;0
2020-02-11 05:15:00;71;54;3;3;0;0;0
2020-02-11 05:30:00;85;67;1;1;0;0;0
2020-02-11 05:45:00;141;77;2;2;0;0;0
2020-02-11 06:00:00;102;89;4;4;0;0;0
2020-02-11 06:15:00;131;128;1;1;0;0;0
2020-02-11 06:30:00;195;130;5;5;0;0;0
2020-02-11 06:45:00;242;136;9;9;1;0;0
2020-02-11 07:00:00;211;183;14;14;3;0;0
2020-02-11 07:15:00;262;195;12;12;0;0;0
2020-02-11 07:30:00;255;240;20;20;8;0;0
2020-02-11 07:45:00;250;224;21;21;2;0;0
2020-02-11 08:00:00;261;163;6;6;12;0;0
2020-02-11 08:15:00;232;200;10;10;9;0;0
2020-02-11 08:30:00;220;192;7;7;2;0;0
2020-02-11 08:45:00;224;170;8;8;4;0;0
2020-02-11 09:00:00;208;159;14;14;0;0;0
2020-02-11 09:15:00;213;155;9;9;6;0;0
2020-02-11 09:30:00;190;181;15;15;0;0;0
2020-02-11 09:45:00;208;175;14;14;1;0;0
2020-02-11 10:00:00;175;145;4;4;1;0;0
2020-02-11 10:15:00;196;168;7;7;3;0;0
2020-02-11 10:30:00;196;178;5;5;8;0;0
2020-02-11 10:45:00;189;186;9;9;5;0;0
2020-02-11 11:00:00;182;173;8;8;3;0;0
2020-02-11 11:15:00;198;186;10;10;3;0;0
2020-02-11 11:30:00;185;183;9;9;7;0;0
2020-02-11 11:45:00;231;169;12;12;2;0;0
2020-02-11 12:00:00;171;170;8;8;0;0;0
2020-02-11 12:15:00;188;177;6;6;6;0;0
2020-02-11 12:30:00;186;163;11;11;13;0;0
2020-02-11 12:45:00;216;192;11;11;6;0;0
2020-02-11 13:00:00;195;164;10;10;14;0;0
2020-02-11 13:15:00;202;178;8;8;18;0;0
2020-02-11 13:30:00;235;175;10;10;13;0;0
2020-02-11 13:45:00;197;179;11;11;11;0;0
2020-02-11 14:00:00;178;169;8;8;21;0;0
2020-02-11 14:15:00;198;206;10;10;1;0;0
2020-02-11 14:30:00;222;198;9;9;0;0;0
2020-02-11 14:45:00;201;190;9;9;0;0;0
2020-02-11 15:00:00;188;194;7;7;90;0;0
2020-02-11 15:15:00;236;223;13;13;29;0;0
2020-02-11 15:30:00;200;197;19;19;17;0;0
2020-02-11 15:45:00;251;212;12;12;0;0;0
2020-02-11 16:00:00;245;213;9;9;7;0;0
2020-02-11 16:15:00;237;211;10;10;1;0;0
2020-02-11 16:30:00;239;249;14;14;3;0;0
2020-02-11 16:45:00;243;244;6;6;5;0;0
2020-02-11 17:00:00;253;239;13;13;5;0;0
2020-02-11 17:15:00;251;242;13;13;4;0;0
2020-02-11 17:30:00;251;209;15;15;1;0;0
2020-02-11 17:45:00;252;218;14;14;4;0;0
2020-02-11 18:00:00;221;221;10;10;12;0;0
2020-02-11 18:15:00;250;262;10;10;2;0;0
2020-02-11 18:30:00;206;246;14;14;1;0;0
2020-02-11 18:45:00;175;201;10;10;4;0;0
2020-02-11 19:00:00;166;171;9;9;8;0;0
2020-02-11 19:15:00;151;171;14;14;3;0;0
2020-02-11 19:30:00;125;156;6;6;3;0;0
2020-02-11 19:45:00;135;155;5;5;14;0;0
2020-02-11 20:00:00;112;179;9;9;1;0;0
2020-02-11 20:15:00;121;133;7;7;1;0;0
2020-02-11 20:30:00;86;98;2;2;0;0;0
2020-02-11 20:45:00;86;66;3;3;0;0;0
2020-02-11 21:00:00;90;76;3;3;0;0;0
2020-02-11 21:15:00;84;70;8;8;0;0;0
2020-02-11 21:30:00;95;85;1;1;0;0;0
2020-02-11 21:45:00;73;74;9;9;0;0;0
2020-02-11 22:00:00;88;109;6;6;0;0;0
2020-02-11 22:15:00;70;82;4;4;0;0;0
2020-02-11 22:30:00;59;59;3;3;0;0;0
2020-02-11 22:45:00;38;46;0;0;0;0;0
2020-02-11 23:00:00;35;60;1;1;0;0;0
2020-02-11 23:15:00;29;13;0;0;0;0;0
2020-02-11 23:30:00;36;27;0;0;0;0;0
