DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-11-14 00:00:00;3;1;0;6;2;2;4;0;0;0
2020-11-14 00:15:00;4;2;2;3;5;15;8;0;0;0
2020-11-14 00:30:00;7;2;0;5;7;6;8;0;0;0
2020-11-14 00:45:00;9;9;5;4;8;11;5;0;0;0
2020-11-14 01:00:00;9;2;4;3;4;13;6;0;0;0
2020-11-14 01:15:00;6;5;0;2;3;5;2;0;0;0
2020-11-14 01:30:00;2;5;2;3;1;5;0;0;0;0
2020-11-14 01:45:00;3;6;1;0;3;7;3;0;0;0
2020-11-14 02:00:00;1;1;0;4;1;4;2;0;0;0
2020-11-14 02:15:00;3;2;0;0;1;10;4;0;0;0
2020-11-14 02:30:00;1;0;0;2;2;10;3;0;0;0
2020-11-14 02:45:00;7;1;1;2;6;6;2;0;0;0
2020-11-14 03:00:00;2;0;0;0;3;8;3;0;0;0
2020-11-14 03:15:00;8;4;1;1;4;8;3;0;0;0
2020-11-14 03:30:00;2;2;0;3;1;9;3;0;0;0
2020-11-14 03:45:00;0;0;0;0;2;1;0;0;0;0
2020-11-14 04:00:00;0;0;0;1;6;4;1;0;0;0
2020-11-14 04:15:00;3;4;1;1;2;5;4;0;0;0
2020-11-14 04:30:00;2;4;0;0;3;12;1;0;0;0
2020-11-14 04:45:00;8;5;2;3;4;8;4;0;0;0
2020-11-14 05:00:00;6;5;4;4;1;6;5;0;0;0
2020-11-14 05:15:00;10;11;13;6;3;8;11;0;0;0
2020-11-14 05:30:00;41;13;14;13;12;15;6;0;0;0
2020-11-14 05:45:00;72;19;12;79;22;21;13;0;0;1
2020-11-14 06:00:00;38;9;5;129;39;14;7;0;1;0
2020-11-14 06:15:00;17;5;3;43;10;8;12;0;0;1
2020-11-14 06:30:00;13;6;11;20;6;16;12;0;0;0
2020-11-14 06:45:00;17;5;5;8;4;16;10;0;0;1
2020-11-14 07:00:00;13;3;2;10;5;4;7;0;0;0
2020-11-14 07:15:00;17;7;6;4;2;11;10;0;0;1
2020-11-14 07:30:00;22;4;6;10;5;6;6;0;0;1
2020-11-14 07:45:00;22;14;10;7;4;7;7;0;0;1
2020-11-14 08:00:00;14;4;5;13;5;7;6;0;0;0
2020-11-14 08:15:00;18;14;10;13;2;14;10;0;0;1
2020-11-14 08:30:00;31;12;4;15;3;10;20;0;0;1
2020-11-14 08:45:00;49;10;10;10;2;4;14;0;0;1
2020-11-14 09:00:00;38;10;13;16;3;10;18;0;0;0
2020-11-14 09:15:00;49;14;11;14;4;11;25;0;0;1
2020-11-14 09:30:00;73;13;9;17;5;20;24;0;0;1
2020-11-14 09:45:00;76;12;13;17;4;18;27;0;0;1
2020-11-14 10:00:00;76;18;13;22;4;19;30;0;0;0
2020-11-14 10:15:00;80;26;13;25;4;34;37;0;0;1
2020-11-14 10:30:00;68;17;20;30;7;27;51;0;0;1
2020-11-14 10:45:00;85;16;20;36;12;30;34;0;0;1
2020-11-14 11:00:00;74;15;8;44;5;23;42;0;1;0
2020-11-14 11:15:00;83;14;15;26;7;26;53;0;0;1
2020-11-14 11:30:00;77;17;15;32;8;25;56;2;0;1
2020-11-14 11:45:00;81;11;16;45;13;34;41;0;0;1
2020-11-14 12:00:00;83;10;10;34;11;25;49;0;3;0
2020-11-14 12:15:00;76;10;13;37;10;34;57;0;0;1
2020-11-14 12:30:00;74;18;19;39;11;31;57;0;0;1
2020-11-14 12:45:00;84;18;19;30;7;37;37;0;0;1
2020-11-14 13:00:00;69;13;16;30;11;34;58;0;0;0
2020-11-14 13:15:00;74;22;18;42;8;37;53;0;0;1
2020-11-14 13:30:00;77;13;14;37;4;23;64;0;0;1
2020-11-14 13:45:00;74;13;19;44;5;28;60;0;0;0
2020-11-14 14:00:00;73;14;13;40;11;27;40;1;4;0
2020-11-14 14:15:00;94;23;24;49;10;33;51;0;0;0
2020-11-14 14:30:00;80;11;18;43;11;28;32;0;0;1
2020-11-14 14:45:00;98;24;24;59;13;28;42;0;0;1
2020-11-14 15:00:00;86;18;24;30;13;24;52;0;0;0
2020-11-14 15:15:00;82;17;16;34;9;25;47;0;0;1
2020-11-14 15:30:00;85;14;14;18;8;25;35;0;0;0
2020-11-14 15:45:00;94;17;14;32;5;32;57;0;0;1
2020-11-14 16:00:00;78;15;11;43;20;31;60;0;0;0
2020-11-14 16:15:00;77;17;19;27;8;32;45;0;0;1
2020-11-14 16:30:00;78;20;16;42;14;37;46;0;0;1
2020-11-14 16:45:00;78;23;21;33;9;33;53;0;0;1
2020-11-14 17:00:00;93;20;16;41;4;37;49;0;0;0
2020-11-14 17:15:00;80;9;12;22;12;32;49;0;0;0
2020-11-14 17:30:00;77;12;14;47;6;34;47;0;0;1
2020-11-14 17:45:00;54;14;10;31;10;35;46;0;0;1
2020-11-14 18:00:00;60;7;12;27;5;38;39;0;0;0
2020-11-14 18:15:00;44;12;13;22;7;28;41;0;0;1
2020-11-14 18:30:00;36;15;20;25;11;31;32;0;0;1
2020-11-14 18:45:00;36;12;15;21;3;20;35;0;0;1
2020-11-14 19:00:00;31;10;8;30;6;22;36;0;2;0
2020-11-14 19:15:00;29;6;8;30;10;19;40;2;0;1
2020-11-14 19:30:00;29;8;9;17;4;17;27;0;0;1
2020-11-14 19:45:00;24;17;9;16;5;15;23;0;0;0
2020-11-14 20:00:00;23;14;12;26;4;17;23;0;0;0
2020-11-14 20:15:00;24;12;9;18;4;11;17;0;0;1
2020-11-14 20:30:00;19;5;4;8;2;6;10;0;0;1
2020-11-14 20:45:00;19;5;9;6;5;11;17;0;0;0
2020-11-14 21:00:00;19;7;7;18;4;10;10;0;0;0
2020-11-14 21:15:00;15;6;5;10;1;8;11;0;0;0
2020-11-14 21:30:00;14;3;5;7;8;16;11;0;0;0
2020-11-14 21:45:00;13;1;2;7;1;7;9;0;0;0
2020-11-14 22:00:00;13;1;5;11;10;8;6;0;0;0
2020-11-14 22:15:00;14;6;3;7;1;3;12;0;0;0
2020-11-14 22:30:00;8;4;6;6;4;7;14;0;0;0
2020-11-14 22:45:00;11;3;5;7;4;6;4;0;0;0
2020-11-14 23:00:00;5;6;5;8;1;4;5;0;0;0
2020-11-14 23:15:00;12;5;4;9;7;3;6;0;0;0
2020-11-14 23:30:00;11;5;9;8;1;7;7;0;0;0
2020-11-14 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
